fW,current,ind,Rd,Cs,Rs,channel 0.1G attenuation,channel 3.5G attenuation,channel 7G attenuation,channel 14G attenuation,channel 28G attenuation,Stage 1 Region,stage 1 0.1G attenuation,stage 2 0.1G attenuation,Hard Constraint of neg2 on 0.1G Status,stage 1 3.5G attenuation,stage 2 3.5G attenuation,stage 1 7G attenuation,stage 2 7G attenuation,stage 1 14G attenuation,stage 2 14G attenuation,stage 1 28G attenuation,stage 2 28G attenuation,eye_maxHeight Vout_1 7G,eye_maxWidth Vout_1 7G,eye_maxHeight Vout_2 7G,eye_maxWidth Vout_2 7G,eye_maxWidth Vout_2 14G,eye_maxWidth Vout_1 14G,eye_maxHeight Vout_2 14G,eye_maxHeight Vout_1 14G,eye_maxWidth Vout_2 28G,eye_maxWidth Vout_1 28G,eye_maxHeight Vout_1 28G,eye_maxHeight Vout_2 28G,eye_maxHeight Vout_2 56G,eye_maxWidth Vout_2 56G,eye_maxHeight Vout_1 56G,eye_maxWidth Vout_1 56G
2.58E-06,0.0005004,2.27E-09,336.5,9.75E-15,597.5,-0.01974,-6.58,-9.069,-13.13,-18.81,1,-5.567,-11.16,0,-11.98,-17.42,-14.03,-19.05,-16.48,-19.98,-17.22,-16.4,0.1987,1.05E-10,0.1091,1.09E-10,3.71E-11,0,0.04879,0,0,0,0,0,0.04123,8.61E-12,0,0
7.28E-06,0.0008665,5.56E-10,595.5,6.53E-14,372.7,-0.01963,-6.588,-9.102,-13.18,-18.88,1,3.12,6.962,1,-3.224,1.16,-6.063,-1.305,-12.82,-10.49,-23.72,-26.91,0.3445,1.12E-10,0.4782,1.11E-10,3.07E-11,3.20E-11,0.2098,0.1449,0,0,0,0,0,0,0,0
8.40E-06,0.001286,6.70E-10,1284,8.32E-14,668.6,-0.01957,-6.598,-9.108,-13.17,-18.87,0,-45.56,-38.91,0,-37.87,-28.8,-40.44,-32.82,-47.48,-45.36,-57.81,-61.82,0.3049,1.20E-10,0.001432,7.03E-11,0,4.77E-11,0,0.2488,0,6.24E-12,0.01756,0,0,0,0,0
2.40E-06,0.001547,3.38E-11,1453,8.40E-13,698.1,-0.01972,-6.581,-9.073,-13.14,-18.84,0,-44.14,-38.21,0,-50.21,-38.28,-51.74,-39.94,-53.39,-42.32,-55.3,-46.37,0.3901,1.26E-10,0.004607,1.25E-10,5.12E-11,5.17E-11,0.003721,0.2798,1.33E-11,1.13E-11,0.05302,0.001256,0,0,0,0
9.02E-06,0.0005231,1.75E-09,1335,8.50E-13,135.2,-0.01957,-6.6,-9.109,-13.17,-18.87,0,-5.731,6.4,0,-13.51,-2.799,-18.61,-12.28,-27.11,-26.37,-38.24,-43.52,0.5695,1.12E-10,0.114,1.11E-10,0,1.81E-11,0,0.07546,0,0,0,0,0,0,0,0
9.66E-06,0.001829,2.96E-10,324.1,3.23E-13,970.7,-0.01964,-6.603,-9.12,-13.17,-18.86,1,-7.138,-13.13,0,-2.475,4.964,-8.66,-4.696,-18.35,-20.33,-29.95,-37.99,0.2172,1.15E-10,0.07276,3.57E-11,0,4.41E-11,0,0.08548,0,0,0,0,0,0,0,0
2.80E-06,0.0008064,1.31E-09,1363,5.42E-13,24.96,-0.01971,-6.581,-9.075,-13.14,-18.85,0,-22.58,-10.94,0,-29.18,-17.6,-31.79,-20.39,-36.2,-25.53,-42.71,-34.31,0.4536,1.05E-10,0.04011,1.05E-10,0,2.51E-11,0,0.1434,0,0,0,0,0,0,0,0
1.22E-06,0.0006457,2.84E-09,1366,8.05E-13,531.7,-0.01974,-6.58,-9.069,-13.13,-18.82,0,-8.433,-4.368,0,-13.28,-5.686,-15.76,-8.109,-19.83,-12.22,-25.62,-18.19,0.3197,1.26E-10,0.1091,1.27E-10,5.41E-11,5.33E-11,0.07547,0.2148,1.80E-11,1.62E-11,0.07802,0.03173,0,0,0,0
6.40E-06,0.001117,1.36E-09,624.4,1.24E-13,503.4,-0.01964,-6.587,-9.101,-13.18,-18.88,0,-4.202,-1.5,0,-8.908,-2.628,-11.52,-3.388,-18.31,-13.26,-28.74,-29.24,0.3977,1.26E-10,0.4915,1.29E-10,5.78E-11,5.53E-11,0.4603,0.3823,2.06E-11,1.99E-11,0.1465,0.1158,0,0,0,0
1.70E-06,0.002364,8.32E-10,351.6,7.50E-13,1148,-0.01974,-6.58,-9.07,-13.13,-18.82,1,-10.5,-19.88,0,-10.51,-12.8,-12.93,-15.14,-16.89,-18.99,-22.27,-24.04,0.1826,1.16E-10,0.05901,1.04E-10,4.16E-11,4.60E-11,0.06826,0.1178,1.27E-11,0,0,0.0307,0,0,0,0
5.53E-06,0.001551,2.15E-09,766.9,7.59E-13,763,-0.01964,-6.586,-9.093,-13.17,-18.88,0,-29.51,-27.23,0,-33.85,-21.81,-37.02,-26.4,-42.95,-35.85,-51.94,-49.8,0.3755,1.23E-10,0.06763,1.09E-10,4.30E-11,5.05E-11,0.05696,0.3238,0,0,0,0,0,0,0,0
3.81E-06,0.002266,2.37E-09,1173,2.60E-13,131.3,-0.0197,-6.583,-9.081,-13.15,-18.87,0,-47.77,-36.9,0,-51.87,-40.46,-52.31,-40.63,-54.3,-43.96,-57.87,-51.36,0.1238,1.11E-10,0.001199,9.59E-11,0,3.23E-11,0,0.0476,0,8.03E-13,0.002327,0,0,0,0,0
3.21E-06,0.0009548,2.12E-09,1458,1.69E-13,1370,-0.0197,-6.581,-9.077,-13.14,-18.86,0,-35.5,-33.12,0,-43.09,-31.6,-45.52,-33.1,-49.01,-37.57,-53.37,-45.07,0.3097,1.40E-10,0.006895,1.40E-10,6.50E-11,6.54E-11,0.007026,0.3145,2.75E-11,2.82E-11,0.2871,0.006827,0.001493,6.30E-12,0.06831,7.74E-12
3.73E-06,0.001473,7.96E-10,36.51,8.19E-14,1188,-0.01974,-6.578,-9.065,-13.13,-18.84,1,-27.15,-54.31,0,-26.62,-46.72,-23.14,-37.29,-20.39,-27.77,-19.78,-21.02,0.2487,1.37E-10,0,0,3.60E-11,6.58E-11,0.008261,0.2325,4.89E-12,2.77E-11,0.2366,0.001223,0,0,0.0357,6.93E-12
3.83E-06,0.002031,5.50E-10,54.84,4.91E-13,88.37,-0.01971,-6.58,-9.073,-13.14,-18.85,1,-11.01,-22.08,0,-16.42,-26.34,-17.56,-26.15,-19.79,-26.57,-22.98,-27.26,0.2072,1.11E-10,0.06838,1.25E-10,5.05E-11,0,0.04369,0,1.69E-11,0,0,0.02123,0,0,0,0
3.87E-06,0.001028,1.09E-09,191.4,2.36E-13,436,-0.01972,-6.577,-9.071,-13.14,-18.87,1,-6.951,-13.92,0,-8.475,-10.44,-8.91,-8.837,-11.99,-10.89,-17.46,-15.91,0.4866,1.34E-10,0.2638,1.40E-10,6.53E-11,6.30E-11,0.2529,0.4735,2.62E-11,2.76E-11,0.2902,0.2577,0,0,0,0
6.41E-06,0.001375,1.91E-09,481.1,7.81E-13,1079,-0.01966,-6.592,-9.109,-13.18,-18.88,0,-6.057,-9.083,0,-3.383,6.437,-7.584,0.6131,-15.14,-10.65,-25.54,-25.92,0.3421,1.08E-10,0.113,8.06E-11,0,4.01E-11,0,0.2691,0,0,0,0,0,0,0,0
3.69E-06,0.001126,2.98E-09,1301,1.47E-13,220.9,-0.01968,-6.582,-9.08,-13.15,-18.87,0,-34.6,-24.63,0,-41.95,-31.24,-45.54,-34.08,-50.18,-39.38,-54.96,-47.59,0.4062,1.22E-10,0.01191,1.12E-10,3.33E-11,4.67E-11,0.004838,0.2322,0,1.36E-11,0.1232,0,0,0,0,0
3.23E-06,0.0006665,7.68E-10,1191,5.77E-13,383.2,-0.0197,-6.581,-9.077,-13.15,-18.86,0,-8.52,-1.553,0,-13.68,-2.589,-16.31,-5.295,-21.03,-11.15,-28.45,-21.53,0.607,1.39E-10,0.2524,1.37E-10,6.59E-11,6.50E-11,0.2022,0.4747,2.55E-11,2.22E-11,0.1846,0.06718,0,0,0,0
3.67E-06,0.0006095,9.72E-10,1220,6.66E-13,1310,-0.01969,-6.582,-9.081,-13.15,-18.87,0,-8.181,-5.941,0,-10.56,1.139,-13.37,-2.096,-18.44,-8.809,-26.45,-20.43,0.3301,1.10E-10,0.06944,9.96E-11,3.54E-11,4.42E-11,0.08394,0.2869,5.47E-12,1.22E-11,0.07611,0.003894,0,0,0,0
6.87E-06,0.0007143,2.33E-09,288.8,7.45E-13,1276,-0.0197,-6.586,-9.103,-13.18,-18.88,1,-8.452,-16.91,0,-1.486,3.61,-4.932,-0.5855,-11.46,-9.407,-20.59,-22.04,0.3584,9.67E-11,0.01178,1.14E-12,0,3.13E-11,0,0.2124,0,0,0,0,0,0,0,0
5.86E-06,0.001267,1.91E-09,178.6,4.16E-14,1139,-0.01972,-6.578,-9.067,-13.14,-18.9,1,-12.82,-25.63,0,-16.35,-26.16,-14.16,-19.34,-10.8,-8.631,-16.71,-13.89,0.2239,1.31E-10,0,0,3.87E-11,5.78E-11,0.06066,0.1943,1.61E-11,2.42E-11,0.1781,0.02621,0,0,0,0
3.05E-06,0.0009357,1.91E-09,786.7,5.84E-13,1082,-0.01971,-6.581,-9.078,-13.15,-18.86,0,-6.445,-6.946,0,-6.923,2.262,-9.533,-0.2917,-14.23,-5.48,-21.66,-14.56,0.368,1.22E-10,0.2028,1.13E-10,4.20E-11,5.41E-11,0.2493,0.3659,1.06E-11,1.91E-11,0.1776,0.09887,0,0,0,0
9.21E-06,0.001619,6.41E-10,944,3.45E-13,35.86,-0.01955,-6.602,-9.111,-13.17,-18.87,0,-40.07,-25.99,0,-47.71,-37.44,-51.79,-45.9,-58.04,-57.66,-66,-71.54,0.2704,8.32E-11,0.004371,7.17E-11,0,0,0,0,0,0,0,0,0,0,0,0
4.18E-06,0.0005747,2.40E-09,860.8,8.20E-13,838.5,-0.0197,-6.584,-9.092,-13.17,-18.89,1,1.427,3.305,1,2.434,12.43,-0.8456,8.772,-6.995,1.095,-16.12,-11.41,0.4549,1.17E-10,0.3728,1.02E-10,3.94E-11,4.70E-11,0.4511,0.3337,7.65E-12,1.19E-11,0.07784,0.0236,0,0,0,0
9.89E-06,0.001881,2.97E-09,482.1,8.89E-13,535.3,-0.01955,-6.604,-9.111,-13.17,-18.86,0,-19.68,-18.18,0,-24.73,-15.24,-30.36,-25.65,-39.17,-39.95,-50.23,-56.37,0.2003,1.08E-10,0.2607,5.60E-11,0,0,0,0,0,0,0,0,0,0,0,0
6.35E-06,0.001808,1.71E-09,730,7.20E-13,334.2,-0.01962,-6.589,-9.099,-13.17,-18.88,0,-32.18,-25.92,0,-38.92,-26.98,-42.41,-32.59,-48.79,-43.36,-57.63,-57.61,0.3802,1.36E-10,0.08109,1.34E-10,5.81E-11,5.63E-11,0.03857,0.2077,0,0,0,0,0,0,0,0
8.05E-06,0.001103,4.53E-10,1398,3.87E-13,766,-0.01958,-6.597,-9.108,-13.17,-18.87,0,-44.46,-37.94,0,-53.55,-40.64,-56.15,-47.66,-60.24,-57.41,-65.95,-69.13,0.4862,1.28E-10,0.002361,1.17E-10,0,5.50E-11,0,0.3829,0,0,0,0,0,0,0,0
7.30E-06,0.001482,8.45E-10,318.2,5.81E-13,895.3,-0.01968,-6.591,-9.114,-13.18,-18.88,1,-5.802,-11.38,0,0.2133,7.762,-4.465,1.295,-12.9,-11.42,-23.78,-27.55,0.3488,1.17E-10,0.1117,9.81E-11,0,4.61E-11,0,0.2619,0,0,0,0,0,0,0,0
5.59E-06,0.002383,2.30E-10,566.6,7.41E-13,1006,-0.01964,-6.587,-9.094,-13.17,-18.88,0,-33.07,-34.54,0,-35.95,-25.05,-39.13,-29.65,-45.1,-39.23,-54.03,-53.36,0.07302,1.05E-10,0.04282,7.43E-11,0,3.16E-11,0,0.02792,0,0,0,0,0,0,0,0
2.69E-06,0.00129,5.54E-10,576.9,2.68E-13,711.3,-0.01972,-6.579,-9.075,-13.14,-18.85,0,-5.505,-6.701,0,-6.78,-0.9808,-8.839,-2.125,-13.26,-6.657,-20.43,-15.13,0.4387,1.42E-10,0.3429,1.38E-10,6.07E-11,6.98E-11,0.3451,0.4415,2.20E-11,3.12E-11,0.2771,0.299,0,0,0,0
3.46E-06,0.002222,6.55E-11,1087,8.41E-13,681.6,-0.0197,-6.582,-9.079,-13.15,-18.86,0,-46.95,-42.17,0,-53.35,-41.16,-54.24,-42.45,-55.2,-45.03,-57.46,-50.85,0.1819,1.22E-10,0.00261,1.19E-10,4.54E-11,4.80E-11,0.001579,0.1087,0,0,0,0,0,0,0,0
5.32E-06,0.0005919,2.97E-09,1127,9.80E-13,235.9,-0.01964,-6.587,-9.097,-13.17,-18.88,0,0.2255,9.29,1,-5.246,6.75,-8.775,1.944,-15.28,-7.827,-25.05,-22.51,0.7093,1.34E-10,0.5008,1.37E-10,6.23E-11,5.71E-11,0.3541,0.4805,0,1.11E-11,0.0704,0,0,0,0,0
9.14E-06,0.001764,1.21E-09,1235,3.01E-13,437.7,-0.01956,-6.602,-9.111,-13.17,-18.87,0,-52.28,-43.5,0,-45.89,-34.43,-50.29,-43.67,-57.92,-57.2,-66.85,-72.17,0.2936,1.33E-10,0,0,0,5.07E-11,0,0.1061,0,0,0,0,0,0,0,0
4.71E-06,0.00222,2.36E-09,352.1,5.39E-13,1394,-0.01969,-6.583,-9.091,-13.17,-18.89,0,-12.64,-20.46,0,-8.178,-0.9151,-10.96,-3.372,-16.46,-9.678,-25.21,-20.92,0.1194,1.07E-10,0.01639,3.87E-12,2.45E-11,4.03E-11,0.02647,0.06789,0,0,0,0,0,0,0,0
2.55E-06,0.0006169,8.99E-10,445.8,8.04E-13,1340,-0.01974,-6.579,-9.072,-13.14,-18.84,1,-6.028,-12.05,0,-2.935,0.6734,-5.389,-1.735,-9.61,-6.088,-15.91,-12.91,0.3148,1.09E-10,0.08296,9.06E-11,3.03E-11,4.02E-11,0.1695,0.2124,6.20E-12,0,0,0.04302,0,0,0,0
7.40E-06,0.001254,2.77E-09,943.1,3.73E-13,644.2,-0.0196,-6.594,-9.105,-13.17,-18.87,0,-32.54,-27.88,0,-40.7,-28.26,-44.7,-35.47,-51.58,-47.63,-60.31,-62.08,0.4995,1.37E-10,0.03496,1.31E-10,5.54E-11,6.48E-11,0.02289,0.4839,0,0,0,0,0,0,0,0
5.31E-06,0.001625,2.57E-09,512.3,8.78E-13,907.4,-0.01966,-6.586,-9.094,-13.17,-18.88,0,-13.11,-14.69,0,-14.21,-4.24,-17.41,-8.169,-23.47,-16.63,-32.84,-30.02,0.325,1.16E-10,0.1823,9.30E-11,2.44E-11,4.38E-11,0.237,0.2541,0,0,0,0,0.004907,4.19E-13,0,0
1.44E-06,0.001492,3.08E-10,1034,8.39E-13,1100,-0.01974,-6.58,-9.07,-13.13,-18.82,0,-28.41,-28.12,0,-32.26,-25.56,-34.73,-28.04,-38.74,-32.24,-44.26,-38.46,0.2415,1.14E-10,0.02644,1.07E-10,3.81E-11,4.45E-11,0.0169,0.1519,0,1.02E-11,0.02602,0,0,0,0,0
4.38E-06,0.0009328,3.49E-10,430.2,5.42E-13,545.7,-0.01971,-6.58,-9.087,-13.16,-18.88,1,-1.367,-2.617,0,-0.3194,6.141,-3.008,3.481,-8.845,-3.782,-18.07,-16.45,0.5975,1.35E-10,0.4959,1.25E-10,4.68E-11,6.38E-11,0.5007,0.538,0,2.15E-11,0.1779,0,0,0,0,0
1.83E-06,0.0005938,4.93E-10,75.5,6.75E-13,1042,-0.01975,-6.579,-9.069,-13.13,-18.82,1,-21.05,-42.13,0,-19.29,-32.09,-21.45,-33.92,-24.71,-36.38,-28.16,-37.64,0.3278,1.20E-10,0.02467,1.12E-10,4.45E-11,4.76E-11,0.03335,0.2209,0,0,0,0,0,0,0,0
1.52E-06,0.000818,2.82E-09,790.3,8.97E-13,1168,-0.01974,-6.58,-9.07,-13.13,-18.82,1,-3.057,-4.642,0,-3.446,1.923,-5.841,-0.3688,-9.666,-3.959,-14.75,-8.38,0.2791,1.13E-10,0.1832,9.92E-11,3.91E-11,4.58E-11,0.2045,0.1862,0,0,0,0,0,0,0,0
9.70E-06,0.001416,1.34E-09,895.5,8.02E-13,34.62,-0.01954,-6.604,-9.111,-13.17,-18.86,0,-34.3,-20.43,0,-43.12,-33.26,-49.03,-43.73,-57.4,-57.7,-66.15,-72.38,0.3549,8.01E-11,0.01017,6.60E-11,0,0,0,0,0,0,0,0,0,0,0,0
1.58E-06,0.001945,1.89E-09,343.5,1.66E-13,205.9,-0.01974,-6.579,-9.069,-13.13,-18.82,1,-5.038,-9.346,0,-10.98,-14.65,-12.61,-15.4,-15.44,-17.01,-18.74,-18.08,0.2015,1.13E-10,0.1346,1.22E-10,4.86E-11,3.65E-11,0.08216,0.09419,0,0,0,0,0.02646,9.97E-12,0,0
8.93E-06,0.002231,8.05E-10,515.2,5.81E-13,1094,-0.01956,-6.601,-9.11,-13.17,-18.87,0,-31.61,-34.27,0,-35.27,-24.74,-40.28,-34.31,-48.61,-48.35,-59.12,-64.75,0.05999,8.80E-11,0.04092,4.81E-11,7.80E-13,1.22E-11,0.002115,0.005514,0,0,0,0,0,0,0,0
5.04E-06,0.0005629,3.68E-10,838.2,2.81E-13,175.6,-0.01964,-6.585,-9.097,-13.17,-18.89,1,7.12,14.76,1,1.367,10.09,-1.633,7.156,-8.361,-1.933,-18.5,-16.82,0.4518,1.16E-10,0.6677,1.17E-10,4.05E-11,3.83E-11,0.4481,0.2306,0,0,0,0,0,0,0,0
4.84E-06,0.002151,8.44E-10,702.7,6.22E-13,324.4,-0.01966,-6.584,-9.088,-13.16,-18.88,0,-33.79,-28.15,0,-40.32,-29.23,-43.15,-32.65,-48.18,-40.46,-55.53,-52.5,0.1939,1.36E-10,0.04328,1.36E-10,6.27E-11,5.80E-11,0.02654,0.113,0,0,0,0,0,0,0,0
1.92E-06,0.002015,1.57E-09,1073,5.57E-13,1238,-0.01973,-6.58,-9.071,-13.13,-18.83,0,-40.56,-40.17,0,-44.6,-35.61,-46.78,-37.72,-49.87,-41,-53.22,-45.11,0.2286,1.23E-10,0.005831,1.15E-10,4.89E-11,5.07E-11,0.006064,0.1786,1.69E-11,1.49E-11,0.0639,0.003185,0,0,0,0
6.59E-06,0.001171,5.95E-10,772.6,7.60E-14,46.85,-0.01962,-6.59,-9.1,-13.17,-18.88,0,-16.4,-4.9,0,-23.53,-13.07,-27.34,-19.01,-34.43,-30.17,-44.86,-46,0.5284,9.62E-11,0.3534,9.31E-11,1.24E-12,2.38E-12,0.004975,0.01551,0,0,0,0,0,0,0,0
6.52E-06,0.001085,2.20E-09,60.99,2.03E-13,251.5,-0.0197,-6.578,-9.075,-13.17,-18.89,1,-12.64,-25.3,0,-14.79,-23.07,-11.44,-13.93,-9.863,-6.693,-17.43,-15.72,0.5037,1.19E-10,0.1611,1.34E-10,6.35E-11,4.38E-11,0.123,0.3467,2.46E-11,0,0,0.1278,0.004003,3.05E-13,0,0
4.62E-06,0.002015,2.55E-09,1220,6.16E-13,1086,-0.01967,-6.584,-9.087,-13.16,-18.88,0,-53.61,-50.11,0,-60.27,-46.67,-57.9,-45.43,-57.45,-48.11,-60.25,-55.74,0.1941,1.15E-10,0.001261,1.20E-10,4.72E-11,4.63E-11,0.0008516,0.1358,0,6.97E-12,0.009186,0,0,0,0,0
8.53E-06,0.0005347,6.81E-10,1130,2.95E-13,162.9,-0.01954,-6.603,-9.115,-13.17,-18.87,0,4.975,15.66,1,-3.085,6.804,-8.384,-1.785,-17.16,-15.92,-28.48,-33.3,0.4659,1.06E-10,0.2885,1.01E-10,0,1.73E-11,0,0.07561,0,7.07E-13,0.005155,0,0,0,0,0
7.75E-06,0.0006256,1.40E-09,407.3,7.95E-13,94.08,-0.0196,-6.595,-9.111,-13.18,-18.87,1,5.246,10.48,1,-0.6441,5.481,-5.022,-0.5621,-13.1,-12.68,-23.66,-28.27,0.5848,1.08E-10,0.9215,1.10E-10,0,1.82E-11,0,0.0971,0,0,0,0,0,0,0,0
4.90E-06,0.0005583,1.65E-09,1467,6.39E-13,72.01,-0.01966,-6.584,-9.087,-13.16,-18.88,0,-13.36,-0.8598,0,-20.13,-7.587,-23.17,-11.58,-28.74,-20.23,-37.62,-34.08,0.4965,1.10E-10,0.0673,1.09E-10,2.51E-11,2.88E-11,0.0158,0.1864,0,0,0,0,0,0,0,0
3.66E-06,0.001549,1.18E-09,575.9,8.20E-13,1431,-0.01969,-6.582,-9.081,-13.15,-18.87,0,-15.25,-18.53,0,-15.62,-6.754,-18.32,-9.6,-23.19,-15.41,-30.99,-25.74,0.2684,1.10E-10,0.0717,9.14E-11,2.86E-11,4.24E-11,0.1812,0.2474,0,0,0,0,0,0,0,0
3.77E-06,0.001569,6.74E-10,1210,7.18E-14,951.1,-0.01968,-6.582,-9.08,-13.15,-18.87,0,-43.31,-39.92,0,-43.06,-35.75,-44.11,-33.85,-47.88,-37.47,-53.8,-47.24,0.2268,1.33E-10,0.00242,1.13E-10,3.25E-11,6.14E-11,0.001087,0.2081,0,2.75E-11,0.2013,0,0,0,0.03119,7.93E-12
2.44E-06,0.002194,2.17E-09,1017,7.43E-14,496.1,-0.01972,-6.581,-9.073,-13.14,-18.84,0,-41.01,-36.46,0,-46.79,-40.9,-48.31,-40.6,-50.95,-41.73,-54.26,-45.51,0.141,1.24E-10,0.003837,1.13E-10,3.57E-11,4.97E-11,0.001753,0.08538,0,1.68E-11,0.04925,0,0,0,0,0
2.60E-06,0.002137,1.14E-09,74.83,7.96E-13,587.6,-0.01974,-6.579,-9.07,-13.13,-18.82,1,-17.13,-34.3,0,-15.62,-24.76,-16.9,-24.83,-18.22,-23.44,-19.01,-19.47,0.2572,1.28E-10,0.03842,1.31E-10,6.22E-11,5.42E-11,0.04361,0.1765,3.01E-11,1.29E-11,0.03978,0.04768,0.04049,1.35E-11,0,0
4.25E-06,0.0005124,2.87E-09,1328,6.51E-13,519.5,-0.01967,-6.584,-9.087,-13.16,-18.88,0,-1.837,5.007,1,-6.059,6.046,-9.123,2.374,-14.78,-5.477,-23.55,-18.43,0.5692,1.34E-10,0.2332,1.27E-10,5.81E-11,6.08E-11,0.205,0.4579,1.93E-11,2.16E-11,0.1997,0.05481,0,0,0,0
4.98E-06,0.00211,1.22E-10,876,3.21E-13,74.46,-0.01965,-6.585,-9.089,-13.16,-18.88,0,-39.75,-28.49,0,-46.58,-35.41,-49.48,-38.98,-53.75,-46,-59.23,-56.43,0.1418,1.04E-10,0.005411,9.98E-11,5.80E-12,1.97E-11,0.0001712,0.0307,0,0,0,0,0,0,0,0
1.96E-06,0.002315,4.18E-10,538.7,5.29E-14,1391,-0.01973,-6.58,-9.071,-13.13,-18.83,0,-22.02,-28.76,0,-25.78,-28.29,-26.51,-25.8,-29.75,-26.99,-35.53,-32.45,0.1064,1.35E-10,0.06237,1.40E-10,6.85E-11,6.41E-11,0.05443,0.1075,2.85E-11,2.94E-11,0.0974,0.05274,0.03265,8.72E-12,0.03267,1.07E-11
1.32E-06,0.002487,1.83E-09,559.4,9.03E-13,1066,-0.01974,-6.58,-9.069,-13.13,-18.82,1,-14.29,-21.94,0,-17.68,-20.53,-20.08,-22.84,-23.83,-26.33,-28.46,-30.06,0.1175,1.10E-10,0.0523,1.07E-10,4.45E-11,0,0.03516,0,0,0,0,0,0,0,0,0
1.72E-06,0.001788,4.95E-10,596.2,5.36E-13,751.4,-0.01973,-6.58,-9.071,-13.13,-18.82,0,-13.8,-16.42,0,-16.37,-12.75,-18.8,-15.03,-22.93,-19.23,-28.95,-25.65,0.3124,1.32E-10,0.2089,1.24E-10,5.35E-11,5.75E-11,0.2254,0.2306,1.76E-11,1.68E-11,0.07665,0.1106,0,0,0,0
6.15E-06,0.0006617,1.81E-09,538.7,9.55E-13,619,-0.01968,-6.59,-9.106,-13.18,-18.88,1,0.3152,0.6898,1,1.617,10.13,-2.513,4.743,-9.892,-5.797,-20.06,-20.61,0.5868,1.15E-10,0.5213,9.00E-11,2.52E-11,4.18E-11,0.2541,0.3356,0,0,0,0,0,0,0.005973,9.25E-13
1.77E-06,0.001266,2.26E-09,146.8,7.03E-13,335.9,-0.01975,-6.579,-9.068,-13.13,-18.81,1,-10.74,-21.51,0,-13.04,-19.59,-14.26,-19.53,-15.42,-17.79,-15.46,-12.52,0.4394,1.34E-10,0.1597,1.41E-10,7.01E-11,5.79E-11,0.1646,0.3047,3.46E-11,1.90E-11,0.1268,0.164,0.161,1.58E-11,0,0
9.48E-06,0.001937,1.31E-09,1224,2.80E-13,114.1,-0.01956,-6.604,-9.111,-13.17,-18.86,0,-53.68,-40.21,0,-48.29,-38.16,-50.34,-44.66,-57.07,-57.07,-66.38,-72.36,0.1036,8.76E-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.20E-06,0.002396,6.88E-10,933.6,3.10E-13,692.4,-0.01956,-6.602,-9.111,-13.17,-18.87,0,-51.98,-47.52,0,-46.42,-35.02,-51.06,-44.71,-58.66,-58.3,-67.38,-73.08,0.04942,1.32E-10,0,0,0,5.29E-11,0,0.01912,0,0,0,0,0,0,0,0
5.45E-06,0.002254,3.44E-10,1302,9.95E-13,317.8,-0.01972,-6.59,-9.094,-13.17,-18.88,0,-77.78,-68,0,-61.6,-47.94,-59.2,-47.69,-59.32,-52.01,-62.9,-61.06,0.1357,1.29E-10,0.0002316,7.36E-11,0,5.02E-11,0,0.06474,0,0,0,0,0,0,0,0
2.47E-06,0.0005656,4.99E-10,583.1,2.71E-13,905.6,-0.01974,-6.578,-9.071,-13.14,-18.84,1,-3.066,-6.095,0,-2.147,2.273,-4.068,0.9451,-8.375,-3.522,-15.31,-11.54,0.389,1.38E-10,0.2656,1.34E-10,5.57E-11,6.58E-11,0.2678,0.386,1.84E-11,2.81E-11,0.2233,0.2015,0,0,0,0
9.63E-06,0.001798,2.13E-09,351.4,8.85E-13,207,-0.01956,-6.611,-9.118,-13.17,-18.87,0,0.7187,4.701,1,-3.813,4.258,-10.04,-5.874,-19.15,-20.19,-30.02,-36.2,0.2714,1.24E-10,0.7226,1.19E-10,2.59E-11,0,0.03525,0,0,0,0,0,0,0,0,0
3.23E-06,0.001734,2.34E-09,1370,3.76E-13,687.8,-0.0197,-6.582,-9.077,-13.14,-18.86,0,-47.57,-41.71,0,-57.38,-44.84,-56.52,-43.92,-55.87,-44.52,-57.21,-49.04,0.3579,1.40E-10,0.002945,1.37E-10,6.20E-11,6.85E-11,0.00251,0.3517,2.11E-11,2.88E-11,0.2189,0.001266,0,0,0,0
9.44E-06,0.0007944,2.20E-09,1432,3.12E-13,1109,-0.01955,-6.602,-9.11,-13.17,-18.86,0,-36.81,-32.31,0,-51.71,-40.05,-55.58,-49.18,-60.46,-59.98,-66.47,-72.03,0.4046,1.20E-10,0.00678,1.28E-10,4.78E-11,4.11E-11,0.00147,0.2759,0,8.77E-13,0.006375,0,0,0,0,0
8.21E-06,0.001372,1.05E-09,1281,5.94E-13,63.78,-0.01957,-6.598,-9.109,-13.17,-18.87,0,-45.51,-31.2,0,-51.85,-40.02,-54.8,-46.93,-59.96,-57.54,-66.42,-69.94,0.4603,9.41E-11,0.002968,7.98E-11,0,0,0,0,0,0,0,0,0,0,0,0
4.02E-06,0.001556,2.85E-09,1496,4.63E-13,1028,-0.01968,-6.583,-9.082,-13.15,-18.87,0,-50.92,-46.08,0,-59.19,-45.34,-57.24,-44.04,-56.56,-45.81,-58.69,-52.33,0.3134,1.30E-10,0.001714,1.35E-10,6.11E-11,5.99E-11,0.001481,0.3375,1.71E-11,2.19E-11,0.1924,0.0007761,0,0,0,0
