fW,current,ind,Rd,Cs,Rs,Stage 1 Region,channel 0.1G attenuation,channel 3.5G attenuation,channel 7G attenuation,channel 14G attenuation,channel 28G attenuation,stage 1 0.1G attenuation,stage 2 0.1G attenuation,Hard Constraint of 2 on 0.1G Status,stage 1 3.5G attenuation,stage 2 3.5G attenuation,stage 1 7G attenuation,stage 2 7G attenuation,stage 1 14G attenuation,stage 2 14G attenuation,stage 1 28G attenuation,stage 2 28G attenuation
4.78E-06,0.002234,1.98E-09,987,2.20E-13,1219,0,-0.01966,-6.585,-9.088,-13.16,-18.88,-48.66,-47.98,0,-50.98,-39.18,-52.73,-40.68,-55.41,-46.47,-59.73,-55.81
1.25E-06,0.0005289,3.10E-10,1303,9.44E-13,1162,0,-0.01975,-6.58,-9.07,-13.13,-18.82,-1.448,0.3229,1,-3.819,3.434,-6.35,0.8359,-10.61,-3.767,-16.94,-11.16
1.22E-06,0.001364,1.57E-09,1374,2.24E-13,251.4,0,-0.01974,-6.58,-9.069,-13.13,-18.82,-32.74,-27.12,0,-39.39,-32.78,-41.85,-34.67,-45.54,-38.22,-49.96,-43.05
2.79E-06,0.0006744,7.07E-10,1434,2.46E-13,806.1,0,-0.01971,-6.581,-9.074,-13.14,-18.85,-19.78,-14.93,0,-24.76,-13.73,-27.25,-15.75,-31.61,-20.87,-38.23,-30
9.65E-06,0.0007872,2.91E-09,1258,2.01E-13,796.2,0,-0.01955,-6.602,-9.11,-13.17,-18.86,-29.68,-24.22,0,-41.49,-30.53,-47.1,-40.99,-54.89,-54.77,-63.44,-69.33
2.09E-06,0.001683,1.72E-09,1157,2.76E-13,87.56,0,-0.01972,-6.58,-9.072,-13.13,-18.83,-36.29,-27.31,0,-43,-33.83,-45.62,-36.19,-49.26,-39.73,-53,-44.32
9.82E-06,0.001339,2.92E-09,350.4,7.07E-13,377.7,1,-0.01961,-6.611,-9.121,-13.17,-18.87,0.3652,1.033,1,0.1392,7.99,-6.332,-2.334,-15.4,-16.44,-26,-32.02
9.64E-06,0.0009252,2.99E-09,1265,4.89E-13,1068,0,-0.01955,-6.603,-9.111,-13.17,-18.86,-37.29,-33.16,0,-48.45,-37.16,-53.11,-47.11,-59.55,-59.39,-66.58,-72.37
7.95E-06,0.001553,2.61E-09,688.2,8.92E-13,860.1,0,-0.01959,-6.596,-9.108,-13.17,-18.87,-28.04,-26.63,0,-32.5,-20.97,-36.96,-29.17,-44.78,-42.17,-55.17,-58.1
5.65E-06,0.0008325,4.96E-11,45.35,3.26E-13,347.6,1,-0.01971,-6.578,-9.078,-13.15,-18.87,-17.45,-34.92,0,-18.76,-31,-19.83,-30.68,-24.61,-36.21,-33.33,-48.02
1.53E-06,0.001388,3.60E-10,1440,6.21E-13,999.6,0,-0.01974,-6.58,-9.07,-13.13,-18.82,-38.28,-35.19,0,-43.19,-33.76,-45.44,-36.01,-48.71,-39.56,-52.3,-44.17
1.58E-06,0.001673,1.01E-09,75.66,5.51E-13,186.9,1,-0.01975,-6.579,-9.068,-13.13,-18.81,-16.4,-32.92,0,-21.02,-35.62,-22.36,-35.81,-24.04,-35.12,-25.25,-31.85
6.23E-06,0.001959,1.97E-09,730.8,8.86E-13,1364,0,-0.01962,-6.589,-9.099,-13.17,-18.88,-37.6,-38.03,0,-41.34,-29.06,-44.7,-34.72,-50.76,-45.08,-58.98,-58.62
9.04E-06,0.0005824,3.66E-10,407.6,6.29E-13,1055,1,-0.01967,-6.601,-9.114,-13.17,-18.87,-4.822,-9.642,0,-0.4998,5.845,-6.383,-3.365,-15.46,-17.58,-26.82,-34.79
2.09E-06,0.000658,1.92E-09,417.2,3.31E-13,541.9,1,-0.01974,-6.578,-9.069,-13.13,-18.82,-3.567,-7.129,0,-4.99,-3.449,-6.743,-4.485,-10.15,-7.29,-14.37,-10.24
4.46E-06,0.001551,3.06E-10,865.4,2.77E-13,35.33,0,-0.01967,-6.584,-9.085,-13.16,-18.88,-29.68,-18.22,0,-36.41,-25.22,-39.34,-28.88,-44.62,-36.33,-52.49,-48.46
7.10E-06,0.00203,1.42E-09,840.6,8.97E-13,619.2,0,-0.0196,-6.593,-9.104,-13.17,-18.88,-42.68,-38.15,0,-51.16,-38.62,-53.95,-44.78,-58.37,-54.26,-64.27,-65.88
3.05E-06,0.002385,1.71E-09,282,7.66E-13,1388,1,-0.01973,-6.579,-9.076,-13.15,-18.87,-10.53,-20.08,0,-5.432,-2.586,-7.674,-4.498,-11.37,-7.619,-16.85,-11.92
7.78E-06,0.0005121,2.48E-09,722.4,2.57E-13,1144,1,-0.01967,-6.592,-9.117,-13.18,-18.87,-1.476,-2.889,0,1.969,11.19,-3.121,3.847,-11.91,-9.876,-22.9,-26.42
9.34E-06,0.001844,5.39E-10,765,9.48E-14,977.4,0,-0.01955,-6.602,-9.11,-13.17,-18.86,-40.13,-39.48,0,-39.5,-32.47,-43.3,-36.99,-51.03,-50.76,-61.35,-67.34
3.62E-06,0.002336,8.26E-10,520.1,8.50E-13,207.6,0,-0.01969,-6.582,-9.079,-13.15,-18.87,-21.92,-17.57,0,-27.35,-19.28,-29.94,-21.78,-34.63,-27.37,-42.1,-37.39
1.69E-06,0.001155,2.13E-09,1269,1.77E-13,519.4,0,-0.01973,-6.58,-9.07,-13.13,-18.82,-29.02,-24.26,0,-35.24,-27.42,-37.61,-28.77,-41.53,-32.44,-46.8,-38.18
5.72E-06,0.002151,7.28E-10,900.8,4.75E-13,1448,0,-0.01964,-6.587,-9.095,-13.17,-18.88,-47.3,-47.76,0,-57.53,-44.59,-57.03,-46.02,-58.06,-51.32,-62.1,-60.86
3.42E-06,0.002259,2.32E-09,936.2,8.56E-13,793,0,-0.01969,-6.582,-9.078,-13.15,-18.86,-43.02,-39.99,0,-48.44,-36.94,-50.37,-39.09,-52.94,-42.79,-56.29,-48.97
3.23E-06,0.002135,4.01E-10,101.3,4.31E-13,558.8,1,-0.01974,-6.578,-9.071,-13.14,-18.85,-13.72,-27.46,0,-12.25,-17.99,-13.88,-18.77,-17.64,-22.21,-23.12,-27.45
6.57E-06,0.001162,2.88E-09,1183,6.91E-13,63.09,0,-0.01962,-6.59,-9.101,-13.17,-18.88,-36.06,-22.71,0,-43.86,-31.2,-47.91,-37.66,-53.89,-48.26,-61.09,-61.04
2.63E-06,0.001279,6.86E-11,1142,6.67E-13,1276,0,-0.01971,-6.581,-9.074,-13.14,-18.84,-33.38,-31.74,0,-37.3,-26.26,-39.78,-28.83,-43.81,-33.61,-49.36,-41.34
4.24E-06,0.0009459,6.62E-10,445.3,8.57E-13,1256,1,-0.01972,-6.581,-9.087,-13.16,-18.88,-4.831,-9.539,0,0.1261,7.122,-2.835,3.898,-8.561,-3.132,-17.53,-15.21
5.94E-06,0.002228,2.81E-09,1284,2.95E-13,1475,0,-0.0197,-6.591,-9.097,-13.17,-18.88,-46.81,-45.15,0,-48.6,-34.83,-51.36,-39.92,-56.11,-49.47,-62.57,-61.57
1.70E-06,0.0005476,1.04E-09,534.1,4.52E-14,1300,1,-0.01975,-6.578,-9.066,-13.12,-18.81,-6.588,-13.16,0,-10.02,-13.51,-9.562,-10.18,-11.35,-9.847,-16.02,-13.74
9.24E-06,0.0008241,2.37E-09,1195,9.99E-13,1034,0,-0.01956,-6.601,-9.11,-13.17,-18.87,-28.91,-24.06,0,-35.28,-24.12,-40.43,-34.11,-48.76,-48.11,-59.02,-64.29
1.24E-06,0.00103,1.38E-09,691.2,3.43E-13,582.3,1,-0.01975,-6.579,-9.069,-13.13,-18.82,-3.418,-5.069,0,-6.357,-3.986,-8.554,-5.853,-12.48,-9.674,-17.96,-15.07
5.44E-06,0.0008948,1.96E-09,868,8.68E-13,1486,0,-0.01966,-6.586,-9.093,-13.17,-18.88,-11.94,-11.65,0,-13.89,-2.117,-17.2,-6.829,-23.41,-16.38,-33.02,-30.93
5.66E-06,0.001777,2.65E-09,1218,9.25E-13,10.44,0,-0.01964,-6.587,-9.095,-13.17,-18.88,-46.77,-32.33,0,-52.63,-39.2,-53.88,-42.57,-56.42,-49.14,-61.43,-59.48
1.32E-06,0.002208,2.53E-09,710.7,6.52E-14,130.8,0,-0.01974,-6.58,-9.069,-13.13,-18.82,-19.96,-19.69,0,-26.5,-26.17,-28.93,-28.45,-32.81,-31.8,-37.98,-35.56
2.15E-06,0.002286,1.00E-10,711.3,7.62E-13,1208,0,-0.01972,-6.58,-9.072,-13.13,-18.83,-31.47,-33.59,0,-34.06,-27.21,-36.53,-29.67,-40.6,-34.03,-46.3,-40.8
7.67E-06,0.002152,3.86E-10,380,9.14E-13,368.8,0,-0.0196,-6.596,-9.109,-13.17,-18.87,-10.91,-9.444,0,-14.57,-5.437,-19.1,-12.79,-27.14,-25.72,-38.1,-42.36
9.23E-06,0.001806,1.76E-09,714,3.58E-13,838.5,0,-0.01955,-6.602,-9.111,-13.17,-18.87,-36.48,-35.2,0,-47.24,-36.07,-52.04,-45.72,-58.88,-58.46,-66.35,-71.84
4.90E-06,0.001266,1.85E-09,1260,8.92E-13,554.1,0,-0.01966,-6.585,-9.088,-13.16,-18.88,-40.13,-32.89,0,-47.29,-33.65,-49.64,-37.38,-53.28,-44.37,-58.46,-54.55
6.25E-06,0.002112,5.28E-10,532.2,5.62E-13,1261,0,-0.01963,-6.589,-9.099,-13.17,-18.88,-28.57,-32.12,0,-30.09,-19.32,-33.6,-24.63,-40.27,-35.52,-50.19,-50.89
1.09E-06,0.0005753,2.84E-09,462,6.53E-13,102.6,1,-0.01975,-6.58,-9.068,-13.13,-18.81,-2.154,-4.316,0,-8.068,-9.59,-10.1,-11.17,-13.22,-13.41,-16.23,-14.11
2.53E-06,0.000759,1.58E-10,701.8,5.19E-14,370.4,1,-0.01972,-6.58,-9.071,-13.14,-18.84,1.981,4.698,1,-4.216,-1.131,-5.965,-2.104,-9.078,-4.054,-15.49,-10.69
2.24E-06,0.001715,1.15E-09,194.3,4.74E-14,578.6,1,-0.01974,-6.579,-9.067,-13.12,-18.81,-9.747,-19.45,0,-15.32,-24.04,-15.9,-22.75,-16.74,-20.43,-18.47,-18.41
2.25E-06,0.00175,2.09E-09,257.4,7.82E-13,1169,1,-0.01974,-6.579,-9.07,-13.13,-18.83,-10.29,-20.43,0,-6.979,-7.162,-8.989,-8.699,-11.75,-10.21,-14.22,-9.618
6.96E-06,0.002239,2.42E-09,292.9,6.40E-13,1436,0,-0.01968,-6.592,-9.114,-13.18,-18.88,-10.65,-19.52,0,-2.937,5.231,-7.213,-0.2527,-14.89,-11.36,-25.08,-25.92
1.16E-06,0.0008315,2.98E-10,262.9,5.92E-14,866.2,1,-0.01976,-6.579,-9.067,-13.13,-18.81,-11.45,-22.92,0,-15.88,-25.25,-16.37,-23.76,-19.02,-25.09,-24.1,-29.74
4.29E-06,0.001835,6.02E-10,186.4,9.44E-13,487.2,1,-0.01972,-6.58,-9.081,-13.16,-18.88,-6.923,-13.8,0,-4.767,-2.907,-7.238,-5.297,-12.08,-10.77,-19.78,-20.25
6.78E-06,0.002295,7.60E-10,252.7,3.24E-13,1064,1,-0.01969,-6.58,-9.109,-13.18,-18.88,-9.619,-18.54,0,-2.658,2.724,-5.683,0.06916,-13.71,-11.69,-24.46,-27.51
9.72E-06,0.001595,1.37E-09,609.1,5.97E-13,315.2,0,-0.01955,-6.603,-9.111,-13.17,-18.86,-22.79,-16.94,0,-30.19,-20.4,-35.64,-30.58,-44.36,-45.06,-55.33,-61.88
2.82E-06,0.002005,3.84E-11,109.3,8.17E-13,1146,1,-0.01974,-6.579,-9.072,-13.14,-18.84,-16.73,-33.46,0,-11.98,-17.44,-14.37,-19.73,-18.62,-24.17,-25.11,-31.45
1.57E-06,0.00192,1.17E-09,183.8,1.53E-13,436.2,1,-0.01975,-6.579,-9.068,-13.13,-18.81,-11.83,-23.59,0,-16.24,-25.83,-17.37,-25.61,-20.11,-27.04,-23.24,-27.73
8.04E-06,0.002239,2.48E-10,492.4,6.93E-14,922.1,0,-0.01959,-6.596,-9.107,-13.17,-18.87,-28.69,-31.17,0,-37.49,-35.6,-43.71,-38.48,-52.37,-50.45,-61.54,-65.91
7.97E-06,0.0007016,2.90E-11,1460,8.06E-13,1138,0,-0.01959,-6.596,-9.107,-13.17,-18.87,-31.04,-25.75,0,-37.27,-24.74,-41.61,-33.31,-49.11,-46.28,-58.65,-61.8
2.96E-06,0.00236,1.68E-09,1487,2.67E-13,1332,0,-0.02001,-6.597,-9.088,-13.15,-18.86,-31.09,-28.52,0,-51.68,-39.51,-57.96,-45.56,-58.44,-47.18,-59.03,-50.8
8.72E-06,0.001336,2.47E-09,230.8,9.87E-13,1381,1,-0.01969,-6.598,-9.117,-13.18,-18.87,-9.464,-18.91,0,-0.6764,5.414,-5.645,-1.84,-13.5,-13.45,-23.37,-27.57
6.15E-06,0.002204,1.76E-09,356.9,9.90E-13,1064,0,-0.01965,-6.59,-9.103,-13.18,-18.88,-11.68,-16.49,0,-10.09,-1.32,-13.81,-6.255,-20.75,-16.32,-30.78,-30.69
8.28E-06,0.002002,7.97E-12,162.5,7.87E-13,783.8,1,-0.01969,-6.591,-9.112,-13.17,-18.87,-9.886,-19.74,0,-2.769,1.179,-7.66,-5.958,-16.38,-19.33,-27.68,-36.31
1.47E-06,0.00231,9.35E-11,996,6.19E-14,1189,0,-0.01974,-6.58,-9.07,-13.13,-18.82,-38.9,-40.44,0,-46.54,-44.39,-49.46,-44.93,-52.08,-46.4,-54.08,-48.69
4.57E-06,0.002475,5.98E-10,316.5,7.95E-13,926.5,0,-0.01969,-6.583,-9.09,-13.17,-18.89,-10.38,-16.27,0,-7.858,-1.432,-10.82,-4.606,-16.6,-11.93,-25.77,-24.48
2.88E-06,0.001932,1.79E-09,1037,6.42E-13,505.1,0,-0.0197,-6.581,-9.075,-13.14,-18.85,-40.17,-34.97,0,-46.58,-35.57,-48.67,-37.63,-51.51,-41.18,-54.86,-46.67
7.22E-06,0.001694,2.44E-09,1029,7.07E-13,801.8,0,-0.0196,-6.593,-9.105,-13.17,-18.88,-45.29,-40.86,0,-56.53,-43.46,-57.37,-47.94,-59.92,-55.7,-64.93,-66.44
2.58E-06,0.001657,1.59E-09,324.4,5.31E-13,634.9,1,-0.01973,-6.578,-9.072,-13.14,-18.85,-5.649,-10.89,0,-4.784,-2.397,-6.822,-3.949,-10.43,-7.054,-15.34,-10.85
2.71E-06,0.002291,2.37E-09,833.4,8.75E-13,62.98,0,-0.01971,-6.581,-9.074,-13.14,-18.84,-35.11,-26.51,0,-41.85,-32.66,-44.35,-34.89,-48.05,-38.75,-52.65,-44.45
9.05E-06,0.001679,7.74E-10,376.7,1.57E-13,76.65,0,-0.01953,-6.605,-9.115,-13.17,-18.87,3.51,11.18,1,-4.953,1.258,-10.44,-6.927,-19.1,-20.15,-30.17,-36.73
9.74E-06,0.001329,2.34E-09,776.6,2.96E-13,13.33,0,-0.01954,-6.604,-9.111,-13.17,-18.86,-25.37,-11.62,0,-33.84,-24.3,-39.41,-34.4,-48.1,-48.59,-58.81,-65.02
7.40E-06,0.001197,2.67E-09,1393,9.73E-13,1002,0,-0.01959,-6.594,-9.106,-13.17,-18.87,-47.02,-41.04,0,-56.82,-43.48,-57.5,-48.09,-60.07,-55.97,-65.13,-66.85
9.77E-06,0.001935,1.16E-09,266.5,7.03E-13,101.6,1,-0.01955,-6.608,-9.119,-13.17,-18.87,4.111,8.954,1,-2.056,3.837,-7.851,-4.995,-17.05,-19.34,-27.95,-35.48
1.33E-06,0.001272,2.89E-09,799,8.89E-13,1210,0,-0.01974,-6.58,-9.07,-13.13,-18.82,-12.51,-14.72,0,-15.02,-10.74,-17.45,-13.07,-21.38,-16.7,-26.72,-21.09
4.10E-06,0.002274,9.59E-10,1257,8.26E-13,1357,0,-0.01972,-6.585,-9.084,-13.16,-18.87,-55.66,-52.56,0,-61.48,-48.13,-58.48,-46.02,-57.52,-47.63,-59.66,-54.25
7.99E-06,0.0008473,1.26E-09,788.9,4.50E-13,504.2,0,-0.0196,-6.598,-9.112,-13.17,-18.87,-2.719,1.844,0,-6.738,4.074,-11.62,-4.182,-20.03,-17.89,-31.13,-34.85
4.55E-06,0.0007947,2.34E-09,1465,5.75E-13,1146,0,-0.01967,-6.584,-9.085,-13.16,-18.88,-31.74,-27.39,0,-36.89,-23.27,-39.68,-27.1,-44.62,-34.96,-52.02,-47.11
1.95E-06,0.001295,8.10E-10,829.8,4.08E-13,1015,0,-0.01973,-6.58,-9.071,-13.13,-18.83,-18.7,-19.55,0,-21.45,-14.27,-23.9,-16.49,-28.06,-20.78,-34.16,-27.61
5.10E-06,0.001676,4.49E-10,657.5,1.66E-13,1029,0,-0.01965,-6.585,-9.089,-13.16,-18.88,-26.63,-27.99,0,-30.82,-22.74,-33.59,-23.66,-39.12,-31.74,-47.96,-45.68
1.11E-06,0.001765,1.09E-09,314.9,4.56E-13,1212,1,-0.01975,-6.58,-9.068,-13.13,-18.81,-16.45,-31.72,0,-19.21,-30.1,-21.58,-32.35,-25.34,-35.83,-29.97,-39.55
1.32E-06,0.001404,2.30E-09,947.4,5.85E-13,936.9,0,-0.01974,-6.58,-9.069,-13.13,-18.82,-22.4,-23.01,0,-26.03,-20.7,-28.48,-23.04,-32.5,-26.96,-38.09,-32.3
9.99E-06,0.002032,1.01E-09,501.1,2.38E-14,817.5,0,-0.01954,-6.604,-9.109,-13.17,-18.86,-26.8,-28.16,0,-34.29,-35.47,-38.07,-39.23,-44.08,-47.15,-52.93,-60.86
5.28E-06,0.001888,6.43E-10,1187,8.34E-13,1390,0,-0.01965,-6.586,-9.092,-13.17,-18.88,-52.46,-49.55,0,-59.25,-45.53,-57.65,-45.83,-57.95,-50.08,-61.51,-59
8.34E-06,0.001967,8.10E-10,981.6,4.93E-13,602,0,-0.01957,-6.598,-9.11,-13.17,-18.87,-47.99,-42.36,0,-53.9,-41.69,-56.85,-49.21,-61.41,-59.47,-67.34,-71.38
9.01E-06,0.00209,2.88E-09,564.5,3.05E-14,1038,0,-0.01956,-6.601,-9.108,-13.17,-18.87,-33.01,-35.18,0,-35.84,-36.48,-37.26,-35.5,-42.59,-41.56,-51.9,-56.59
3.55E-06,0.0007798,4.57E-10,251.9,2.43E-13,387.3,1,-0.01972,-6.578,-9.072,-13.14,-18.86,-4.632,-9.282,0,-7.141,-7.775,-8.139,-7.281,-12.06,-10.99,-19.08,-19.2
9.59E-06,0.002393,2.47E-09,1497,3.55E-13,464.2,0,-0.02012,-6.613,-9.109,-13.17,-18.86,-34.18,-25.81,0,-46.94,-37.73,-52.15,-48,-59.71,-61.38,-68.82,-76.47
2.84E-06,0.001798,1.91E-09,213.9,9.36E-13,942.8,1,-0.01974,-6.579,-9.072,-13.14,-18.85,-9.929,-19.78,0,-6.339,-6.005,-8.288,-7.417,-10.95,-8.703,-13.84,-8.664
1.84E-06,0.001456,1.50E-09,583.2,8.64E-13,1491,0,-0.01974,-6.58,-9.071,-13.13,-18.83,-9.268,-13.67,0,-9.144,-4.6,-11.61,-6.987,-15.67,-10.96,-21.47,-16.53
2.85E-06,0.001472,2.03E-09,1205,8.20E-13,1169,0,-0.0197,-6.581,-9.075,-13.14,-18.85,-39.45,-36.52,0,-44.14,-32.31,-46.4,-34.71,-49.71,-38.82,-53.74,-45.09
9.77E-06,0.002005,1.88E-10,1314,3.56E-13,533.5,0,-0.01958,-6.605,-9.111,-13.17,-18.86,-57.19,-49,0,-46.5,-35.67,-51.48,-46.05,-59.43,-59.96,-68.51,-75.1
6.97E-06,0.00174,4.67E-10,212.7,9.88E-14,1302,1,-0.01971,-6.575,-9.08,-13.18,-18.88,-12.13,-24.2,0,-9.834,-13.09,-7.531,-5.817,-12.68,-11.59,-23.75,-28.13
6.15E-06,0.0008277,2.10E-09,1467,3.14E-13,1424,0,-0.01963,-6.588,-9.097,-13.17,-18.88,-36.44,-33.52,0,-45.02,-31.21,-48,-36.63,-52.95,-46.31,-59.53,-58.58
3.87E-06,0.001531,1.62E-09,213.5,2.82E-13,836.4,1,-0.01973,-6.575,-9.072,-13.15,-18.88,-9.55,-19.07,0,-6.01,-5.46,-6.697,-4.333,-9.736,-6.239,-15.19,-10.88
6.81E-06,0.0007661,1.77E-09,499.4,9.38E-13,927.2,1,-0.01968,-6.594,-9.112,-13.18,-18.88,-1.971,-3.865,0,1.647,10.32,-2.999,3.873,-10.92,-7.836,-21.4,-23.25
3.65E-06,0.002468,1.89E-09,572.6,6.06E-13,1262,0,-0.01969,-6.582,-9.08,-13.15,-18.87,-31.74,-35.16,0,-33.29,-24.3,-35.9,-26.86,-40.49,-32.23,-47.57,-41.56
3.11E-06,0.001543,4.04E-10,1040,3.28E-15,1101,0,-0.0197,-6.582,-9.077,-13.14,-18.85,-36.93,-35.82,0,-37.72,-36.63,-35.42,-34.38,-34.73,-33.88,-37.24,-37.02
3.39E-06,0.002186,1.56E-09,623.1,8.05E-13,761,0,-0.01969,-6.582,-9.078,-13.15,-18.86,-28.74,-28.7,0,-32.03,-22.94,-34.62,-25.56,-39.12,-30.77,-46.03,-39.77
1.38E-06,0.001957,1.19E-09,409.7,9.86E-13,629.7,1,-0.01974,-6.58,-9.069,-13.13,-18.82,-8.125,-15.16,0,-11.02,-14.04,-13.42,-16.36,-17.27,-20.01,-22.22,-24.32
1.64E-06,0.001771,1.79E-09,223.5,9.08E-13,144.8,1,-0.01974,-6.58,-9.069,-13.13,-18.81,-6.674,-13.22,0,-11.67,-16.64,-13.62,-18.06,-16.41,-19.61,-18.75,-18.8
4.93E-06,0.001646,2.58E-09,1340,9.71E-13,667.8,0,-0.01966,-6.585,-9.089,-13.16,-18.88,-49.46,-42.49,0,-57.76,-43.77,-56.89,-44.45,-57.25,-48.33,-60.56,-56.71
2.00E-06,0.0008104,1.01E-09,1410,8.43E-13,722.3,0,-0.01973,-6.58,-9.071,-13.13,-18.83,-23.43,-18.38,0,-28.37,-17.75,-30.88,-20.3,-35.03,-24.86,-41,-32.19
8.26E-06,0.002486,1.51E-09,152.6,3.01E-13,1428,1,-0.0197,-6.575,-9.113,-13.18,-18.88,-15.22,-30.39,0,-4.087,-1.547,-5.81,-2.047,-13.73,-13.67,-23.58,-27.68
6.48E-06,0.001085,2.73E-09,948.6,5.24E-13,1395,0,-0.01962,-6.59,-9.099,-13.17,-18.88,-28.04,-27.73,0,-31.63,-18.89,-35.21,-24.98,-41.94,-36.29,-51.7,-51.53
2.11E-06,0.0007402,1.14E-09,591.8,1.14E-13,743.7,1,-0.01974,-6.578,-9.068,-13.13,-18.83,-2.278,-4.367,0,-4.796,-2.855,-5.278,-1.329,-8.536,-3.747,-14.5,-9.836
2.72E-06,0.002001,1.36E-09,300.1,7.99E-13,419.7,1,-0.01972,-6.579,-9.074,-13.14,-18.85,-4.422,-8.134,0,-5.22,-2.893,-7.441,-4.8,-11.25,-8.262,-16.62,-12.86
2.12E-06,0.0025,2.53E-09,450.1,6.89E-13,392.3,0,-0.01972,-6.58,-9.072,-13.13,-18.83,-13.53,-15.21,0,-17.18,-14.34,-19.5,-16.27,-23.31,-19.38,-28.68,-22.87
2.52E-06,0.002102,2.53E-09,1255,5.31E-13,31.76,0,-0.01972,-6.581,-9.074,-13.14,-18.84,-44.13,-32.97,0,-50.32,-39.16,-51.91,-40.77,-53.71,-42.94,-55.85,-46.67
1.87E-06,0.001301,3.02E-10,1453,5.31E-13,1267,0,-0.01973,-6.58,-9.071,-13.13,-18.83,-39.17,-36.62,0,-43.94,-33.33,-46.15,-35.54,-49.31,-39.1,-52.77,-43.92
8.24E-06,0.0005916,5.70E-11,792.6,3.09E-13,921.9,1,-0.01964,-6.601,-9.119,-13.18,-18.87,0.5539,1.411,1,1.861,11.75,-4.026,2.528,-13.28,-12.15,-24.77,-29.7
3.16E-06,0.002488,1.63E-09,1336,7.10E-13,68.42,0,-0.01989,-6.591,-9.084,-13.15,-18.86,-55.17,-43.43,0,-58.97,-46.83,-57.95,-45.86,-57.37,-46.47,-58.6,-50.87
7.03E-06,0.00158,1.51E-09,350,7.45E-13,607.6,1,-0.01966,-6.593,-9.115,-13.18,-18.88,-3.051,-5.364,0,-0.1059,8.195,-4.733,1.856,-12.87,-10.23,-23.4,-25.6
7.09E-06,0.002338,2.43E-09,388.9,9.78E-13,1146,0,-0.01962,-6.593,-9.106,-13.17,-18.88,-18.93,-23.28,0,-19.24,-9.44,-23.32,-15.71,-30.73,-27.21,-41.12,-42.38
3.66E-06,0.001641,1.38E-09,53.48,8.92E-13,21,1,-0.01971,-6.58,-9.073,-13.14,-18.85,-9.822,-19.72,0,-15.26,-24.05,-15.43,-21.9,-15.01,-17.06,-15.13,-11.72
8.89E-06,0.001537,2.07E-09,469.8,9.46E-13,1195,0,-0.0196,-6.603,-9.114,-13.17,-18.87,-9.926,-12.92,0,-9.973,-0.2815,-15.45,-9.805,-24.16,-23.78,-35.17,-40.19
6.41E-06,0.001786,2.55E-09,476.7,9.46E-14,1256,0,-0.01964,-6.587,-9.099,-13.17,-18.88,-17.54,-22.68,0,-19.43,-16.15,-21.54,-13.39,-27.91,-21.72,-37.89,-37.32
5.23E-06,0.0008402,2.35E-10,727.3,8.66E-13,1439,0,-0.01969,-6.588,-9.101,-13.18,-18.89,-2.965,-4.033,0,-0.459,10.07,-4.287,5.094,-11.27,-4.928,-21.49,-20.04
2.53E-06,0.001014,1.83E-09,27.82,1.57E-13,689,1,-0.01975,-6.578,-9.066,-13.12,-18.8,-26.88,-53.79,0,-23.55,-40.58,-19.15,-29.3,-16.32,-19.58,-14.09,-9.915
8.89E-06,0.001886,1.92E-09,761.9,9.15E-13,146.4,0,-0.01956,-6.601,-9.111,-13.17,-18.87,-36.88,-26.5,0,-46.71,-35.83,-51.6,-45.09,-58.56,-57.63,-66.22,-71.09
8.99E-06,0.0005637,1.28E-09,698.6,6.75E-13,1346,1,-0.01965,-6.61,-9.119,-13.17,-18.87,-1.67,-3.257,0,1.606,10.68,-4.898,0.1762,-14.2,-14.51,-25.55,-31.72
2.65E-06,0.001633,1.93E-09,1084,2.33E-13,15.48,0,-0.01971,-6.581,-9.074,-13.14,-18.84,-35.05,-24.25,0,-41.56,-30.81,-43.91,-33.3,-47.5,-37.41,-52.02,-43.53
6.90E-06,0.0009757,2.24E-10,825,6.68E-13,1043,0,-0.01962,-6.591,-9.102,-13.17,-18.88,-14.88,-13.74,0,-17.88,-6.145,-21.8,-12.89,-29.07,-24.97,-39.59,-41.23
8.07E-06,0.001817,4.69E-10,364.2,3.67E-13,607.4,0,-0.01963,-6.596,-9.116,-13.18,-18.87,-5.149,-7.162,0,-4.685,3.344,-9.549,-3.54,-18.33,-17.55,-29.61,-34.67
9.64E-06,0.0006633,5.34E-11,1088,6.59E-13,40.56,0,-0.01955,-6.602,-9.11,-13.17,-18.86,-7.129,6.192,0,-15.61,-6.032,-21.1,-15.95,-29.85,-30.3,-41.08,-47.6
8.74E-06,0.001967,1.29E-10,1285,7.07E-13,969.5,0,-0.01959,-6.601,-9.111,-13.17,-18.87,-56.91,-51.77,0,-53.95,-41.98,-57.46,-50.49,-62.6,-61.38,-68.83,-73.62
6.64E-06,0.001172,8.66E-10,935.9,1.08E-13,1084,0,-0.01962,-6.59,-9.1,-13.17,-18.88,-30.24,-29.06,0,-39.96,-31.2,-44.67,-34.63,-50.99,-45.58,-58.85,-59.45
3.35E-06,0.001703,2.89E-09,266.1,4.60E-13,1181,1,-0.01973,-6.577,-9.073,-13.14,-18.88,-9.958,-19.76,0,-3.93,-1.043,-5.3,-1.275,-7.573,-1.67,-12.4,-4.256
8.28E-06,0.00188,6.36E-10,744.9,6.62E-13,179,0,-0.01957,-6.598,-9.109,-13.17,-18.87,-35.52,-26.1,0,-45.08,-33.97,-49.79,-42.5,-56.75,-54.95,-64.68,-68.79
