fW,current,ind,Rd,Cs,Rs,channel 0.1G attenuation,stage 1 0.1G attenuation,stage 2 0.1G attenuation,channel 3.5G attenuation,stage 1 3.5G attenuation,stage 2 3.5G attenuation,channel 7G attenuation,stage 1 7G attenuation,stage 2 7G attenuation,channel 14G attenuation,stage 1 14G attenuation,stage 2 14G attenuation,channel 28G attenuation,stage 1 28G attenuation,stage 2 28G attenuation,eye_height Vout_1 7G,eye_maxHeight Vout_1 7G,eye_height_XY Vout_1 7G,eye_width Vout_1 7G,eye_maxWidth Vout_1 7G,eye_width_XY Vout_1 7G,eye_height Vout_2 7G,eye_maxHeight Vout_2 7G,eye_height_XY Vout_2 7G,eye_width Vout_2 7G,eye_maxWidth Vout_2 7G,eye_width_XY Vout_2 7G,Stage 1 Region,Stage 2 Region,eye_width Vout_1 14G,eye_maxHeight Vout_2 14G,eye_width_XY Vout_2 14G,eye_maxWidth Vout_1 14G,eye_height_XY Vout_2 14G,eye_maxHeight Vout_1 14G,eye_height_XY Vout_1 14G,eye_width_XY Vout_1 14G,eye_height Vout_2 14G,eye_height Vout_1 14G,eye_width Vout_2 14G,eye_maxWidth Vout_2 14G,eye_width Vout_1 28G,eye_height_XY Vout_2 28G,eye_width_XY Vout_1 28G,eye_height Vout_1 28G,eye_width_XY Vout_2 28G,eye_maxWidth Vout_1 28G,eye_maxHeight Vout_1 28G,eye_height Vout_2 28G,eye_maxHeight Vout_2 28G,eye_maxWidth Vout_2 28G,eye_width Vout_2 28G,eye_height_XY Vout_1 28G,eye_height Vout_1 56G,eye_width_XY Vout_2 56G,eye_maxWidth Vout_1 56G,eye_width Vout_1 56G,eye_maxHeight Vout_2 56G,eye_height Vout_2 56G,eye_maxWidth Vout_2 56G,eye_maxHeight Vout_1 56G,eye_width Vout_2 56G,eye_height_XY Vout_2 56G,eye_height_XY Vout_1 56G,eye_width_XY Vout_1 56G
6.613e-06,0.002405,2.31e-09,436.0,9.972e-13,1114.0,-0.01962,-24.48,-27.78,-6.591,-25.85,-15.6,-9.102,-29.6,-21.29,-13.17,-36.59,-32.18,-18.88,-46.72,-47.11,0.003728,0.04654,0.0383,8.333e-11,8.806e-11,8.549e-11,-0.0689,0.02035,0.01893,1.792e-11,5.402e-11,5.261e-11,1.0,2.0,1.882e-11,0.0,3.407e-12,1.652e-11,0.001103,0.01016,0.00877,1.642e-11,-0.09933,-0.0348,0.0,0.0,-1.574e-11,0.001417,7.668e-14,-0.05521,6.981e-13,6.876e-13,0.0007041,-0.1387,0.0,0.0,0.0,2.381e-05,-0.03953,3.58e-13,0.0,0.0,0.0,-0.09866,0.0,0.0,0.0,0.0004389,0.0001123,1.757e-13
1.863e-06,0.001249,1.0820000000000002e-09,73.13,9.218e-13,1109.0,-0.01975,-20.75,-41.54,-6.579,-18.25,-30.03,-9.069,-19.71,-30.47,-13.13,-21.18,-29.33,-18.81,-22.03,-25.42,0.1382,0.3097,0.26,1.091e-10,1.129e-10,1.118e-10,0.02013,0.02011,0.01975,1.181e-10,1.093e-10,1.091e-10,2.0,2.0,4.028e-11,0.03728,4.79e-11,4.308e-11,0.03557,0.2003,0.1572,4.286e-11,0.01544,0.04649,5.827e-11,4.897e-11,0.0,0.02745,6.805e-12,-0.1121,2.932e-11,0.0,0.0,0.003047,0.04151,2.955e-11,2.929e-11,0.02411,-0.1886,1.262e-11,0.0,0.0,0.04492,0.04598,1.266e-11,0.0,1.283e-11,0.0366,0.0001764,2.264e-14
8.851e-06,0.001108,1.005e-09,544.5,1.59e-13,608.6,-0.01961,-1.31,-0.39,-6.595,-3.705,3.176,-9.118,-8.03,-2.081,-13.17,-17.07,-16.7,-18.87,-28.5,-34.15,0.4182,0.4839,0.4747,1.248e-10,1.3e-10,1.3e-10,0.2166,0.4959,0.4643,1.329e-10,1.352e-10,1.352e-10,1.0,2.0,5.692e-11,0.4671,4.837e-11,5.919e-11,0.4338,0.4228,0.4143,5.918e-11,0.2165,0.2968,4.087e-11,4.84e-11,8.204e-12,0.001216,1.276e-11,-0.2815,2.002e-13,1.353e-11,0.02503,-0.3092,0.0,0.0,0.0,0.02481,-0.1974,1.934e-13,0.0,0.0,0.0,-0.2578,0.0,0.0,0.0,0.002477,0.001224,1.328e-13
8.223e-06,0.001544,1.0880000000000002e-09,767.2,9.093000000000001e-13,19.89,-0.01958,-29.34,-16.09,-6.598,-37.12,-26.37,-9.109,-41.94,-34.86,-13.17,-50.05,-48.15,-18.87,-60.08,-63.98,0.07307,0.3679,0.352,6.808e-11,8.929e-11,8.92e-11,-0.09073,0.05263,0.05261,5.886e-11,8.268e-11,8.258e-11,1.0,2.0,0.0,0.0,7.825e-13,0.0,0.0005211,0.0,0.001859,4.752e-13,-0.1211,-0.3092,0.0,0.0,0.0,5.947e-05,6.017e-13,-0.2562,3.598e-13,0.0,0.0,-0.09028,0.0,0.0,0.0,0.001111,-0.2423,2.249e-13,0.0,0.0,0.0,-0.06295,0.0,0.0,0.0,0.0001735,0.0005444,6.219e-14
9.41e-06,0.001082,2.967e-09,1055.0,2.994e-13,693.5,-0.01955,-34.01,-28.83,-6.602,-46.48,-35.14,-9.11,-51.63,-45.25,-13.17,-58.43,-57.96,-18.86,-65.77,-71.21,0.4662,0.5239,0.5234,1.312e-10,1.348e-10,1.348e-10,0.01618,0.02279,0.02271,1.284e-10,1.332e-10,1.332e-10,1.0,2.0,5.619e-11,0.006502,5.621e-11,6.018e-11,0.006499,0.4126,0.4126,6.016e-11,-0.008841,0.2135,5.126e-11,5.621e-11,0.0,4.736e-05,7.421e-13,-0.3729,2.419e-13,0.0,0.0,-0.0134,0.0,0.0,0.0,0.0007521,-0.236,1.697e-13,0.0,0.0,0.0,-0.01026,0.0,0.0,0.0,4.955e-05,0.001629,5.461e-13
5.661e-06,0.00152,1.858e-10,1175.0,3.634e-13,1087.0,-0.01964,-45.41,-42.39,-6.587,-57.06,-43.56,-9.094,-56.71,-45.09,-13.17,-57.67,-50.41,-18.88,-61.64,-59.96,0.3047,0.3021,0.3019,1.233e-10,1.282e-10,1.282e-10,0.003016,0.003559,0.003551,1.291e-10,1.317e-10,1.317e-10,1.0,2.0,5.287e-11,0.003315,6.229e-11,5.591e-11,0.003179,0.3158,0.3156,5.591e-11,0.001967,0.2181,6.038e-11,6.231e-11,7.532e-12,0.0002297,9.54e-12,-0.1763,1.073e-11,1.341e-11,0.05287,-0.001928,0.0002871,1.143e-11,5.561e-12,0.05233,-0.19,7.054e-14,0.0,0.0,0.0,-0.00198,0.0,0.0,0.0,8.135e-06,0.001049,2.828e-13
6.859e-06,0.0005878999999999,2.206e-09,1032.0,5.93e-13,1007.0,-0.01964,-0.4363,2.179,-6.596,-1.094,10.63,-9.112,-5.907,3.119,-13.18,-14.0,-9.652,-18.88,-24.87,-26.15,0.3916,0.4204,0.42,9.996e-11,1.091e-10,1.09e-10,0.1615,0.2093,0.2091,6.975e-11,9.144e-11,9.141e-11,1.0,2.0,3.908e-11,0.05944,1.942e-11,4.185e-11,0.05799,0.301,0.2919,4.089e-11,0.01152,0.1707,1.15e-11,1.948e-11,0.0,0.000969,2.469e-13,-0.3017,3.608e-13,0.0,0.0,-0.314,0.0,0.0,0.0,0.0006012,-0.2808,4.633e-14,6.587e-13,-8.62e-12,0.0,-0.2539,0.0,0.003528,0.0,0.0002678,0.0002385,3.01e-13
4.309e-06,0.001071,1.766e-09,1000.0,9.834e-13,321.7,-0.01967,-23.72,-16.18,-6.583,-29.45,-17.36,-9.084,-32.25,-20.8,-13.16,-37.34,-28.09,-18.87,-45.41,-40.31,0.4874,0.7147,0.6651,1.321e-10,1.349e-10,1.348e-10,0.09564,0.1342,0.1275,1.315e-10,1.335e-10,1.335e-10,1.0,2.0,5.699e-11,0.09227,5.918e-11,6.009e-11,0.08442,0.5446,0.4938,6.002e-11,-0.0004161,0.2126,5.695e-11,5.918e-11,9.303e-12,0.00934,1.366e-11,-0.2318,1.3e-11,1.435e-11,0.1063,-0.08241,0.009444,1.377e-11,1.058e-11,0.1042,-0.2769,1.796e-13,0.0,0.0,0.0,-0.07186,0.0,0.0,0.0,0.0001921,0.00176,1.023e-13
8.187e-06,0.001192,2.275e-10,624.0,6.181000000000002e-13,809.6,-0.0196,-10.1,-9.59,-6.598,-12.65,-2.088,-9.11,-17.48,-10.66,-13.17,-25.79,-24.34,-18.87,-36.88,-41.36,0.3926,0.4502,0.4497,1.029e-10,1.127e-10,1.127e-10,0.1029,0.3173,0.317,6.595e-11,8.848e-11,8.848e-11,1.0,2.0,3.517e-11,0.01479,8.178e-12,3.877e-11,0.01329,0.2419,0.237,3.835e-11,-0.1004,0.05527,-4.456e-12,2.588e-12,0.0,0.0007277,1.458e-13,-0.3622,2.775e-13,0.0,0.0,-0.321,0.0,0.0,0.0,0.0007025,-0.271,6.986e-13,0.0,0.0,0.0,-0.2776,0.0,0.0,0.0,0.003733,0.001095,2.36e-13
1.67e-06,0.00211,1.223e-11,1353.0,5.090000000000002e-13,951.3,-0.01976,-47.69,-44.76,-6.581,-50.82,-41.16,-9.071,-52.32,-42.6,-13.13,-53.89,-44.48,-18.82,-55.44,-47.19,0.1354,0.2412,0.2105,1.26e-10,1.289e-10,1.286e-10,0.002286,0.003016,0.002749,1.219e-10,1.254e-10,1.254e-10,1.0,2.0,5.211e-11,0.00256,5.32e-11,5.452e-11,0.001943,0.1715,0.1429,5.417e-11,0.0007271,0.05102,5.244e-11,5.33e-11,1.244e-11,0.0009999,1.452e-11,-0.06606,1.59e-11,1.457e-11,0.04706,-0.0004734,0.001158,1.656e-11,1.382e-11,0.04693,-0.1286,1.533e-13,0.0,0.0,0.0,-0.001616,0.0,0.0,0.0,1.151e-05,0.0001684,9.675e-14
8.079999999999999e-06,0.002018,1.217e-09,604.7,2.45e-13,412.6,-0.01958,-30.78,-26.58,-6.597,-39.9,-30.38,-9.108,-44.86,-37.23,-13.17,-52.44,-50.31,-18.87,-61.63,-65.41,0.02531,0.1357,0.1167,1.262e-10,1.305e-10,1.305e-10,0.06985,0.112,0.1063,1.363e-10,1.379e-10,1.379e-10,1.0,2.0,4.572e-11,0.04588,6.259e-11,5.038e-11,0.0452,0.05925,0.05883,5.038e-11,-0.02086,-0.05285,6.137e-11,6.272e-11,0.0,0.004031,1.174e-12,-0.09795,7.508e-12,0.0,0.0,-0.06888,0.0,0.0,0.0,0.0001305,-0.0775,4.844e-13,0.0,0.0,0.0,-0.0465,0.0,0.0,0.0,0.0003485,2.675e-05,5.144e-14
7.701e-06,0.001501,1.093e-09,417.3,8.886000000000002e-13,471.3,-0.01963,-1.769,-1.09,-6.6,-2.227,6.952,-9.117,-7.465,-1.045,-13.18,-16.06,-14.39,-18.88,-27.09,-30.86,0.3834,0.4929,0.482,1.233e-10,1.266e-10,1.265e-10,0.2945,0.4905,0.4893,7.433e-11,9.666e-11,9.662e-11,1.0,2.0,3.981e-11,0.04581,1.653e-11,4.409e-11,0.04279,0.2469,0.2447,4.401e-11,-0.1187,0.01846,1.027e-11,1.656e-11,0.0,0.0004822,1.023e-12,-0.2368,6.605e-14,0.0,0.0,-0.4993,0.0,0.0,0.0,0.002859,-0.2171,2.201e-13,0.0,0.0,0.0,-0.4523,0.0,0.0,0.0,0.003838,0.0002346,4.562e-14
9.872e-06,0.002182,6.722999999999998e-10,869.4,6.872000000000001e-13,63.63,-0.01954,-45.84,-32.5,-6.605,-52.99,-43.29,-9.112,-56.98,-51.98,-13.17,-62.93,-63.67,-18.86,-69.7,-76.42,-0.09584,0.04476,0.04392,6.047e-11,8.376e-11,8.364e-11,-0.002741,0.0,0.0001082,0.0,0.0,3.539e-11,1.0,2.0,0.0,0.0,5.702e-13,0.0,4.417e-06,0.0,0.0001676,3.166e-13,-0.002193,-0.07841,0.0,0.0,0.0,6.166e-07,2.309e-13,-0.0716,2.411e-13,0.0,0.0,-0.001373,0.0,0.0,0.0,0.0001573,-0.05019,9.64e-13,0.0,0.0,0.0,-0.0008039,0.0,0.0,0.0,2.717e-07,0.0001518,1.171e-13
7.947e-06,0.0009862,1.303e-09,1491.0,8.967000000000001e-13,635.7,-0.01958,-43.27,-35.03,-6.596,-54.17,-41.28,-9.108,-56.34,-47.77,-13.17,-60.04,-56.97,-18.87,-65.57,-68.44,0.4319,0.5764,0.5753,1.01e-10,1.093e-10,1.092e-10,0.002752,0.005253,0.00477,1.107e-10,1.156e-10,1.155e-10,1.0,2.0,3.046e-11,0.0008044,2.321e-11,3.334e-11,0.0007847,0.2319,0.2269,3.045e-11,-0.003246,-0.02526,2.336e-11,2.495e-11,0.0,2.009e-05,9.207e-13,-0.3801,6.931e-13,0.0,0.0,-0.003295,0.0,0.0,0.0,0.002843,-0.3133,1.964e-13,0.0,0.0,0.0,-0.002598,0.0,0.0,0.0,9.715e-06,0.0002924,8.92e-14
8.172e-06,0.0009920999999999,4.04e-11,1170.0,5.696000000000001e-13,252.4,-0.01958,-32.72,-22.3,-6.597,-42.03,-30.05,-9.108,-46.6,-38.68,-13.17,-53.82,-51.43,-18.87,-62.37,-65.97,0.5748,0.7857,0.737,1.248e-10,1.299e-10,1.299e-10,0.01181,0.02781,0.02736,1.185e-10,1.254e-10,1.254e-10,1.0,2.0,4.482e-11,0.002459,2.911e-11,4.813e-11,0.002285,0.3341,0.3296,4.802e-11,-0.01717,0.01453,2.126e-11,2.986e-11,0.0,0.0001365,1.253e-12,-0.3527,7.799e-13,0.0,0.0,-0.01829,0.0,0.0,0.0,0.007215,-0.2982,2.497e-13,0.0,0.0,0.0,-0.01224,0.0,0.0,0.0,4.503e-05,0.002696,3.847e-13
1.234e-06,0.0023279999999999,1.688e-09,125.3,7.191e-13,555.6,-0.01976,-22.2,-44.44,-6.581,-26.45,-46.33,-9.069,-28.09,-47.11,-13.13,-29.83,-46.48,-18.82,-30.96,-42.93,0.02474,0.122,0.09503,1.105e-10,1.186e-10,1.185e-10,0.001924,0.00574,0.004249,1.207e-10,1.242e-10,1.238e-10,2.0,2.0,3.009e-11,0.004245,5.04e-11,3.877e-11,0.003061,0.05759,0.04769,3.813e-11,-0.0002102,-0.01699,4.322e-11,5.041e-11,0.0,0.001103,2.033e-12,-0.05203,1.477e-11,0.0,0.0,-0.0002981,0.004073,8.103e-12,8.977e-12,0.001808,-0.07115,6.691e-12,2.155e-13,-5.234e-12,0.0,-0.001022,0.0,0.001282,0.0,0.001531,0.000175,4.148e-13
5.503999999999999e-06,0.00184,3.073e-10,184.4,9.267e-13,1200.0,-0.01972,-11.23,-22.42,-6.582,-3.38,-0.1114,-9.092,-6.468,-3.661,-13.17,-12.75,-11.99,-18.88,-22.42,-25.59,0.09742,0.2215,0.2005,9.897e-11,1.035e-10,1.035e-10,-0.2056,0.0,0.001219,0.0,0.0,2.507e-11,2.0,2.0,3.347e-11,0.02732,1.17e-11,3.286e-11,0.02329,0.116,0.1061,3.249e-11,-0.1139,-0.002513,5.014e-12,1.173e-11,0.0,0.001791,7.776e-13,-0.1738,1.473e-12,0.0,0.0,-0.2452,0.0,0.0,0.0,0.002111,-0.163,5.709e-14,0.0,0.0,0.0,-0.2113,0.0,0.0,0.0,0.0001116,0.0004217,1.646e-13
2.625e-06,0.001787,1.4190000000000002e-09,937.9,8.591e-13,579.3,-0.01971,-34.42,-30.63,-6.581,-39.45,-29.39,-9.074,-41.88,-31.84,-13.14,-45.77,-36.21,-18.84,-50.93,-42.95,0.2142,0.3647,0.3236,1.256e-10,1.283e-10,1.28e-10,0.01855,0.02443,0.02318,1.233e-10,1.262e-10,1.261e-10,1.0,2.0,5.138e-11,0.01985,5.293e-11,5.454e-11,0.01665,0.2671,0.2278,5.439e-11,0.007034,0.09892,5.136e-11,5.3e-11,1.081e-11,0.005351,1.263e-11,-0.06949,1.404e-11,1.345e-11,0.06826,-0.006482,0.005438,1.435e-11,1.254e-11,0.06608,-0.16,3.745e-14,0.0,0.0,0.0,-0.01322,0.0,0.0,0.0,4.237e-05,0.001092,2.503e-13
7.547999999999999e-06,0.00152,1.048e-09,1469.0,7.891e-13,572.2,-0.0196,-53.72,-45.17,-6.595,-56.68,-43.41,-9.107,-58.04,-48.96,-13.17,-61.12,-57.48,-18.87,-66.38,-68.66,0.3865,0.4409,0.4406,1.208e-10,1.244e-10,1.244e-10,-0.0009665,0.0,9.108e-07,0.0,0.0,1.01e-13,1.0,2.0,4.105e-11,0.0,6.749e-13,4.538e-11,3.693e-06,0.2571,0.2569,4.533e-11,-0.0009654,0.05262,0.0,0.0,0.0,3.878e-07,5.418e-13,-0.2482,5.077e-14,0.0,0.0,-0.0008128,0.0,0.0,0.0,0.002833,-0.2042,6.998e-14,0.0,0.0,0.0,-0.0007284,0.0,0.0,0.0,1.853e-06,0.0007179,1.649e-13
3.431e-06,0.001236,2.059e-09,548.3,1.256e-15,1377.0,-0.01972,-7.713,-13.03,-6.581,-14.26,-19.54,-9.073,-16.7,-21.89,-13.14,-20.58,-25.42,-18.84,-25.96,-29.71,0.01627,0.122,0.09341,8.791e-11,1.042e-10,1.041e-10,0.01387,0.06458,0.04894,8.892e-11,1.045e-10,1.044e-10,1.0,2.0,0.0,0.0,2.768e-11,0.0,0.01912,0.0,0.03503,2.626e-11,-0.01809,-0.03262,0.0,0.0,0.0,0.00209,1.811e-12,-0.0735,3.152e-12,0.0,0.0,-0.0348,0.0,0.0,0.0,0.001564,-0.08069,7.668e-13,0.0,0.0,0.0,-0.03407,0.0,0.0,0.0,0.0004221,6.325e-05,3.04e-14
3.096e-06,0.0016619999999999,7.519e-12,1434.0,1.862e-13,999.6,-0.0197,-48.52,-44.45,-6.581,-53.04,-41.54,-9.076,-53.94,-41.6,-13.14,-54.88,-43.61,-18.85,-56.78,-48.77,0.243,0.3018,0.3014,1.41e-10,1.414e-10,1.414e-10,0.0001515,0.001383,0.001055,1.089e-10,1.183e-10,1.183e-10,1.0,2.0,6.666e-11,0.0006518,3.633e-11,6.773e-11,0.0004798,0.3036,0.3033,6.773e-11,-2.372e-07,0.2697,2.551e-11,3.638e-11,3.003e-11,1.636e-05,3.102e-11,0.07015,1.354e-12,3.103e-11,0.21,-0.0007816,0.0,0.0,0.0,0.2084,-0.1893,1.063e-13,0.0,0.0,0.0,-0.001371,0.0,0.0,0.0,2.614e-06,0.0002351,3.373e-13
1.588e-06,0.002075,2.78e-09,424.6,8.529e-13,1079.0,-0.01974,-9.226,-16.49,-6.58,-9.704,-10.24,-9.07,-11.91,-12.15,-13.13,-15.09,-14.41,-18.82,-18.32,-14.99,0.08202,0.209,0.1684,1.118e-10,1.151e-10,1.129e-10,0.04876,0.08878,0.08831,1.126e-10,1.075e-10,1.075e-10,2.0,2.0,4.267e-11,0.103,4.237e-11,4.757e-11,0.08306,0.1419,0.113,4.727e-11,0.05091,0.01546,5.127e-11,4.459e-11,0.0,0.06334,9.869e-12,-0.05951,2.655e-11,0.0,0.0,-0.01668,0.07656,2.775e-11,2.692e-11,0.03349,-0.08384,9.369e-12,0.0,0.0,0.05019,0.03955,9.704e-12,0.0,9.304e-12,0.04985,0.0008248,3.076e-13
9.441e-06,0.0005847,2.061e-09,317.0,6.804e-13,1430.0,-0.01968,-8.364,-16.73,-6.6,-1.637,3.448,-9.114,-7.213,-5.129,-13.17,-15.71,-18.12,-18.87,-25.8,-32.74,0.2611,0.3269,0.3267,5.978e-11,7.775e-11,7.754e-11,-0.03373,0.0,0.002578,0.0,0.0,6.248e-12,2.0,2.0,0.0,0.0,8.023e-13,0.0,0.007831,0.0,0.0121,3.361e-12,-0.06298,-0.1445,0.0,0.0,0.0,0.003157,1.106e-13,-0.3406,3.509e-13,0.0,0.0,-0.2333,0.0,0.0,0.0,0.0005827,-0.2834,2.508e-13,0.0,0.0,0.0,-0.265,0.0,0.0,0.0,0.0007413,0.0006067,1.036e-13
4.188e-06,0.0013939999999999,2.5269999999999996e-10,1306.0,2.0730000000000006e-13,1389.0,-0.01967,-44.64,-42.81,-6.583,-54.53,-42.07,-9.083,-55.02,-42.35,-13.16,-55.57,-45.42,-18.87,-58.24,-52.78,0.2129,0.2772,0.2768,1.355e-10,1.372e-10,1.372e-10,0.003333,0.003033,0.003023,1.411e-10,1.413e-10,1.413e-10,1.0,2.0,5.779e-11,0.003125,6.887e-11,6.12e-11,0.003096,0.2838,0.2832,6.12e-11,0.002193,0.2255,6.834e-11,6.886e-11,2.096e-11,0.001928,2.454e-11,0.05225,2.787e-11,2.454e-11,0.1725,0.0002229,0.002073,2.788e-11,2.562e-11,0.1714,-0.2368,1.342e-14,0.0,0.0,0.0,-0.001913,0.0,0.0,0.0,5.28e-07,0.000767,1.713e-14
8.939e-06,0.000615,2.171e-09,1325.0,6.648000000000001e-14,88.9,-0.01957,-16.8,-3.674,-6.599,-24.84,-14.79,-9.108,-29.94,-23.91,-13.17,-38.51,-37.8,-18.87,-49.82,-54.99,0.09308,0.431,0.3912,7.153e-11,9.117e-11,9.118e-11,-0.1101,0.02625,0.02621,5.599e-11,8.008e-11,7.997e-11,1.0,2.0,0.0,0.0,1.714e-12,0.0,0.0002592,0.0,0.002061,5.65e-13,-0.09083,-0.373,0.0,0.0,0.0,0.0001596,5.513e-13,-0.3633,7.167e-13,0.0,0.0,-0.08929,0.0,0.0,0.0,0.002166,-0.3233,1.962e-13,0.0,0.0,0.0,-0.04842,0.0,0.0,0.0,5.022e-05,0.000209,8.527e-14
2.915e-06,0.001047,2.9430000000000003e-09,512.6,5.206e-13,1279.0,-0.01973,-5.446,-10.41,-6.578,-1.183,5.116,-9.075,-3.349,3.363,-13.14,-7.157,0.07119,-18.87,-13.32,-5.474,0.2638,0.3205,0.3199,1.196e-10,1.245e-10,1.244e-10,0.1813,0.1082,0.1056,1.121e-10,1.202e-10,1.202e-10,2.0,2.0,5.543e-11,0.1325,4.537e-11,5.648e-11,0.1284,0.3551,0.3059,5.551e-11,0.1634,0.2065,4.343e-11,4.56e-11,2e-11,0.24,2.126e-11,0.01723,1.594e-11,2.179e-11,0.2174,0.1798,0.2492,1.717e-11,1.664e-11,0.1904,-0.1722,2.734e-12,0.0,0.0,0.02109,-0.1884,1.051e-12,0.0,1.955e-12,0.01409,0.00462,1.876e-12
4.105999999999999e-06,0.0007865,1.622e-10,1182.0,8.508000000000002e-13,167.3,-0.01968,-17.75,-7.711,-6.583,-24.04,-11.95,-9.082,-26.81,-15.23,-13.15,-31.82,-22.41,-18.87,-39.85,-34.67,0.3105,0.6379,0.5571,1.212e-10,1.273e-10,1.273e-10,0.0385,0.1348,0.1146,1.279e-10,1.32e-10,1.32e-10,1.0,2.0,4.343e-11,0.06849,5.475e-11,4.986e-11,0.06516,0.3883,0.3414,4.966e-11,-0.03327,0.09226,4.882e-11,5.483e-11,0.0,0.0004742,3.876e-12,-0.3115,2.094e-12,0.0,0.0,-0.07826,0.0,0.0,0.0,0.01049,-0.3023,1.319e-13,0.0,0.0,0.0,-0.07382,0.0,0.0,0.0,0.000131,0.001212,3.978e-13
7.07e-06,0.002356,4.709e-10,1042.0,2.963e-13,763.7,-0.01962,-54.43,-50.05,-6.593,-47.63,-34.85,-9.104,-50.89,-41.28,-13.17,-56.81,-52.64,-18.88,-64.29,-66.05,0.03216,0.07938,0.07029,1.276e-10,1.309e-10,1.309e-10,-0.0004303,0.0,1.558e-06,0.0,0.0,9.627e-13,1.0,2.0,6.006e-11,0.0,1.45e-13,6.092e-11,2.34e-07,0.0454,0.04444,6.026e-11,-0.0004094,-0.01071,0.0,0.0,0.0,3.938e-07,2.943e-12,-0.05017,1.542e-13,0.0,0.0,-0.0002766,0.0,0.0,0.0,0.0002449,-0.03377,1.561e-13,0.0,0.0,0.0,-0.0001855,0.0,0.0,0.0,4.901e-07,0.0001006,1.326e-13
7.392e-06,0.001432,2.771e-09,151.1,8.787000000000002e-13,514.6,-0.01969,-8.169,-16.34,-6.584,-3.249,0.02774,-9.105,-5.327,-1.506,-13.18,-10.61,-7.746,-18.88,-19.91,-20.75,0.4298,0.5023,0.502,1.225e-10,1.256e-10,1.251e-10,0.3649,0.176,0.1753,9.474e-11,1.086e-10,1.086e-10,2.0,2.0,4.257e-11,0.1814,3.466e-11,4.624e-11,0.1746,0.3182,0.318,4.624e-11,0.03451,0.09727,2.269e-11,3.467e-11,0.0,0.00241,5.798e-13,-0.2625,4.073e-13,0.0,0.0,-0.3052,0.0,0.0,0.0,0.002381,-0.2379,4.59e-13,0.0,0.0,0.0,-0.3112,0.0,0.0,0.0,0.0004556,0.0005665,9.45e-14
5.384999999999999e-06,0.001097,1.1790000000000002e-09,1357.0,4.128000000000001e-13,1016.0,-0.01964,-40.6,-36.18,-6.586,-50.34,-36.53,-9.092,-52.28,-40.18,-13.17,-55.15,-47.09,-18.88,-59.84,-57.2,0.4611,0.3954,0.395,1.213e-10,1.267e-10,1.267e-10,0.004493,0.005812,0.0058,1.21e-10,1.265e-10,1.265e-10,1.0,2.0,4.901e-11,0.006048,5.31e-11,5.295e-11,0.00559,0.4173,0.4162,5.291e-11,0.003436,0.2696,4.949e-11,5.318e-11,1.012e-11,0.0002296,8.365e-12,-0.1596,4.445e-12,1.208e-11,0.0732,-0.00369,0.0,0.0,0.0,0.06857,-0.2862,4.081e-13,0.0,0.0,0.0,-0.004106,0.0,0.0,0.0,2.402e-05,0.001836,3.792e-13
1.541e-06,0.0007725,1.149e-09,1055.0,8.558e-13,916.3,-0.01974,-6.618,-5.226,-6.58,-9.65,-2.261,-9.07,-12.15,-4.759,-13.13,-16.33,-9.102,-18.82,-22.44,-15.82,0.1561,0.3095,0.2563,1.139e-10,1.173e-10,1.158e-10,0.08498,0.1624,0.1461,1.034e-10,1.084e-10,1.078e-10,1.0,2.0,4.325e-11,0.1198,3.909e-11,4.66e-11,0.09676,0.1993,0.1564,4.597e-11,0.05225,0.04736,4.113e-11,4.063e-11,0.0,0.02729,8.207e-12,-0.0998,7.783e-12,0.0,0.0,-0.06376,0.0,0.0,0.0,0.03459,-0.1854,7.161e-15,0.0,0.0,0.002915,-0.1388,5.1e-13,0.0,-8.173e-12,2.96e-05,0.0007274,8.151e-14
8.48e-06,0.001151,1.139e-09,684.3,1.7800000000000002e-13,851.7,-0.01959,-14.2,-13.64,-6.597,-18.5,-9.209,-9.109,-22.86,-15.61,-13.17,-30.97,-29.5,-18.87,-41.96,-46.52,0.3355,0.4304,0.4241,1.367e-10,1.382e-10,1.381e-10,0.1005,0.2662,0.2658,1.258e-10,1.315e-10,1.315e-10,1.0,2.0,5.57e-11,0.2557,4.464e-11,5.908e-11,0.2286,0.4233,0.4206,5.908e-11,0.0005741,0.2698,3.332e-11,4.464e-11,0.0,0.001195,7.978e-12,-0.2284,4.521e-13,0.0,0.0,-0.2591,0.0,0.0,0.0,0.01894,-0.2125,3.002e-13,0.0,0.0,0.0,-0.2042,0.0,0.0,0.0,0.001281,0.001908,1.409e-13
1.556e-06,0.0009942999999999,1.061e-09,941.5,5.4e-13,493.5,-0.01974,-10.47,-8.001,-6.58,-14.94,-8.337,-9.07,-17.38,-10.62,-13.13,-21.5,-14.82,-18.82,-27.49,-21.28,0.2251,0.4068,0.357,1.347e-10,1.365e-10,1.364e-10,0.1886,0.2444,0.2387,1.327e-10,1.346e-10,1.346e-10,1.0,2.0,5.765e-11,0.2111,6.211e-11,6.069e-11,0.1843,0.298,0.2518,6.066e-11,0.1006,0.06391,6.158e-11,6.263e-11,1.49e-11,0.1024,1.926e-11,-0.09119,2.387e-11,1.944e-11,0.1159,-0.03274,0.1082,2.431e-11,2.128e-11,0.1098,-0.1759,1.144e-13,0.0,0.0,0.0,-0.1148,0.0,0.0,0.0,0.0001699,0.0005985,2.45e-13
