fW,current,ind,Rd,Cs,Rs,channel 0.1G attenuation,stage 1 0.1G attenuation,stage 2 0.1G attenuation,channel 3.5G attenuation,stage 1 3.5G attenuation,stage 2 3.5G attenuation,channel 7G attenuation,stage 1 7G attenuation,stage 2 7G attenuation,channel 14G attenuation,stage 1 14G attenuation,stage 2 14G attenuation,channel 28G attenuation,stage 1 28G attenuation,stage 2 28G attenuation,eye_height Vout_1 7G,eye_maxHeight Vout_1 7G,eye_height_XY Vout_1 7G,eye_width Vout_1 7G,eye_maxWidth Vout_1 7G,eye_width_XY Vout_1 7G,eye_height Vout_2 7G,eye_maxHeight Vout_2 7G,eye_height_XY Vout_2 7G,eye_width Vout_2 7G,eye_maxWidth Vout_2 7G,eye_width_XY Vout_2 7G,Stage 1 Region,Stage 2 Region,eye_maxHeight Vout_1 14G,eye_maxHeight Vout_2 14G,eye_height Vout_2 14G,eye_height Vout_1 14G,eye_width_XY Vout_2 14G,eye_height_XY Vout_2 14G,eye_width_XY Vout_1 14G,eye_width Vout_2 14G,eye_height_XY Vout_1 14G,eye_width Vout_1 14G,eye_maxWidth Vout_1 14G,eye_maxWidth Vout_2 14G,eye_maxHeight Vout_2 28G,eye_maxWidth Vout_1 28G,eye_maxHeight Vout_1 28G,eye_height Vout_1 28G,eye_height_XY Vout_2 28G,eye_height_XY Vout_1 28G,eye_width Vout_1 28G,eye_height Vout_2 28G,eye_width_XY Vout_2 28G,eye_width Vout_2 28G,eye_width_XY Vout_1 28G,eye_maxWidth Vout_2 28G,eye_maxWidth Vout_2 56G,eye_maxWidth Vout_1 56G,eye_maxHeight Vout_2 56G,eye_height Vout_1 56G,eye_width Vout_1 56G,eye_height_XY Vout_1 56G,eye_width_XY Vout_1 56G,eye_height Vout_2 56G,eye_height_XY Vout_2 56G,eye_width_XY Vout_2 56G,eye_maxHeight Vout_1 56G,eye_width Vout_2 56G
8.353999999999998e-06,0.0020659999999999,1.883e-09,814.6,7.303e-13,401.5,-0.01957,-42.55,-35.95,-6.598,-54.54,-42.75,-9.11,-57.29,-49.86,-13.17,-61.34,-59.46,-18.87,-66.99,-70.94,0.0186,0.1544,0.135,1.231e-10,1.261e-10,1.259e-10,-0.0001474,0.005069,0.004993,1.181e-10,1.23e-10,1.23e-10,1.0,2.0,0.04717,0.0,-0.004342,-0.08728,2.015e-11,0.0002712,4.287e-11,0.0,0.04693,3.884e-11,4.292e-11,0.0,0.0,0.0,0.0,-0.1019,1.356e-05,0.0004202,0.0,-0.003716,1.186e-13,0.0,3.959e-13,0.0,0.0,0.0,0.0,-0.06941,0.0,0.0001273,2.656e-14,-0.002545,1.181e-05,3.585e-13,0.0,0.0
9.733e-06,0.0007282999999999,2.694e-09,284.3,1.884e-13,887.4,-0.01967,-7.022,-14.04,-6.583,-3.455,-0.3,-9.116,-6.339,-3.297,-13.17,-14.92,-16.5,-18.87,-25.11,-31.37,0.3429,0.4671,0.4599,1.312e-10,1.353e-10,1.353e-10,-0.2795,0.182,0.07381,1.142e-10,1.237e-10,1.238e-10,2.0,2.0,0.4284,0.0,-0.3382,0.1589,2.696e-11,0.09508,5.545e-11,0.0,0.4149,4.944e-11,5.548e-11,0.0,0.0,0.0,0.0,-0.281,0.005557,0.001056,0.0,-0.3516,6.014e-13,0.0,3.998e-14,0.0,0.0,1.043e-12,0.0,-0.2233,-6.691e-12,0.0004471,2.8e-13,-0.2852,0.001441,3.466e-13,0.003123,0.0
3.173e-06,0.001986,2.383e-09,432.5,5.341e-13,546.5,-0.0197,-9.29,-10.85,-6.58,-10.98,-5.015,-9.078,-13.33,-6.788,-13.15,-17.6,-10.67,-18.87,-24.43,-17.31,0.2299,0.3183,0.2929,1.364e-10,1.374e-10,1.373e-10,0.3053,0.2656,0.2655,1.269e-10,1.31e-10,1.31e-10,1.0,2.0,0.2537,0.2706,0.2069,0.1181,5.652e-11,0.2698,6.329e-11,5.185e-11,0.2232,6.177e-11,6.33e-11,5.662e-11,0.2064,2.171e-11,0.1006,-0.05163,0.2022,0.1006,1.805e-11,0.04261,2.257e-11,2.143e-11,2.142e-11,2.286e-11,0.0,0.0,0.0,-0.1388,0.0,0.0001931,4.092e-14,-0.2473,0.005868,1.658e-12,0.0,0.0
5.67e-06,0.001498,2.926e-09,1356.0,3.7430000000000003e-13,150.9,-0.01964,-46.77,-34.47,-6.587,-51.48,-38.42,-9.095,-53.03,-41.36,-13.17,-56.31,-48.75,-18.88,-61.48,-59.38,0.2433,0.4417,0.3947,1.026e-10,1.142e-10,1.141e-10,-0.0001525,0.002853,0.002236,7.32e-11,9.226e-11,9.215e-11,1.0,2.0,0.2326,0.0,-0.001897,0.1276,7.919e-13,2.152e-05,3.526e-11,0.0,0.2149,2.458e-11,3.526e-11,0.0,0.0,0.0,0.0,-0.2146,1.41e-05,0.0008787,0.0,-0.002368,2.914e-13,0.0,1.057e-12,0.0,0.0,0.0,0.0,-0.217,0.0,0.0004651,2.933e-13,-0.001933,1.272e-05,3.21e-13,0.0,0.0
1.073e-06,0.001159,9.539e-10,1042.0,7.456000000000001e-15,747.8,-0.01975,-17.57,-17.73,-6.58,-24.14,-24.28,-9.069,-26.65,-26.71,-13.13,-30.77,-30.59,-18.82,-36.65,-35.85,-0.003996,0.1186,0.09054,8.724e-11,1.037e-10,1.036e-10,-0.00117,0.0328,0.0251,8.658e-11,1.039e-10,1.037e-10,1.0,2.0,0.0,0.0,-0.01165,-0.03891,2.57e-11,0.008847,2.556e-11,0.0,0.03163,0.0,0.0,0.0,0.0,0.0,0.0,-0.08481,0.0002708,0.0007724,0.0,-0.02246,1.89e-13,0.0,1.905e-13,0.0,0.0,0.0,0.0,-0.08089,0.0,0.0001752,7.676e-14,-0.02279,6.302e-05,1.168e-13,0.0,0.0
7.855e-06,0.001362,2.796e-09,1103.0,6.595000000000002e-13,1334.0,-0.01958,-43.77,-41.51,-6.596,-53.52,-40.69,-9.108,-55.91,-47.31,-13.17,-59.85,-56.69,-18.87,-65.46,-68.12,0.2541,0.2902,0.2892,9.176e-11,9.995e-11,9.995e-11,0.0006978,0.00415,0.004134,7.041e-11,8.909e-11,8.894e-11,1.0,2.0,0.1799,0.0,-0.00303,0.08447,1.106e-11,0.000174,3.024e-11,0.0,0.1789,2.966e-11,3.145e-11,0.0,0.0,0.0,0.0,-0.3492,1.444e-05,0.001307,0.0,-0.005729,2.804e-13,0.0,1.972e-13,0.0,0.0,0.0,0.0,-0.2544,0.0,0.000782,5.602e-13,-0.004551,1.019e-05,1.75e-13,0.0,0.0
2.39e-06,0.0012569999999999,2.555e-09,803.2,8.902000000000002e-13,760.4,-0.01972,-16.79,-15.5,-6.58,-20.3,-11.79,-9.073,-22.81,-14.21,-13.14,-27.03,-18.43,-18.84,-33.3,-24.96,0.2029,0.4163,0.3601,1.215e-10,1.245e-10,1.239e-10,0.09809,0.1863,0.1859,1.119e-10,1.154e-10,1.153e-10,1.0,2.0,0.3069,0.1973,0.1176,0.109,4.722e-11,0.1685,5.187e-11,4.936e-11,0.2447,5.132e-11,5.21e-11,4.938e-11,0.1083,1.616e-11,0.1136,-0.06882,0.1031,0.1085,1.541e-11,-0.01093,1.679e-11,1.443e-11,1.614e-11,1.885e-11,7.243e-13,0.0,0.004562,-0.1807,0.0,0.0006104,1.6e-13,-0.1282,0.0004523,1.137e-12,0.0,-2.819e-12
3.494e-06,0.001312,1.1830000000000002e-09,712.2,8.466e-13,12.71,-0.01969,-12.44,-2.823,-6.582,-19.07,-9.532,-9.079,-21.76,-12.46,-13.15,-26.49,-18.07,-18.86,-34.03,-28.07,0.08302,0.4981,0.4038,8.813e-11,1.04e-10,1.038e-10,0.1921,0.5263,0.4535,8.757e-11,1.038e-10,1.036e-10,1.0,2.0,0.1397,0.0,0.03,-0.04939,1.962e-11,0.1373,2.167e-11,0.0,0.1282,5.869e-12,2.176e-11,0.0,0.0,5.158e-13,0.006167,-0.2765,0.001005,0.0008575,-1.58e-11,-0.2389,1.149e-13,0.0,3.135e-13,0.0,0.0,0.0,0.0,-0.3003,0.0,0.0005398,5.931e-14,-0.2701,0.002036,1.412e-13,0.0,0.0
5.941e-06,0.0008345,2.153e-10,1155.0,3.3200000000000005e-13,1112.0,-0.01964,-24.93,-22.32,-6.587,-29.64,-16.89,-9.095,-32.94,-22.05,-13.17,-39.2,-32.69,-18.88,-48.72,-47.83,0.3916,0.3895,0.3892,1.217e-10,1.272e-10,1.272e-10,-0.003451,0.02939,0.02931,1.137e-10,1.227e-10,1.227e-10,1.0,2.0,0.4045,0.02935,-0.01601,0.2259,3.99e-11,0.02823,5.047e-11,3.1e-11,0.4038,4.262e-11,5.05e-11,3.991e-11,0.0,7.812e-12,0.01647,-0.2574,0.0003412,0.01632,6.565e-12,-0.05333,3.946e-13,0.0,7.443e-12,0.0,0.0,0.0,0.0,-0.2809,0.0,0.0007086,2.509e-13,-0.03834,4.132e-05,1.99e-13,0.0,0.0
9.026999999999998e-06,0.001085,1.519e-09,1270.0,2.6610000000000005e-13,1044.0,-0.01956,-42.06,-38.06,-6.601,-50.0,-37.89,-9.11,-54.07,-46.99,-13.17,-60.01,-58.87,-18.87,-66.77,-71.69,0.3682,0.3966,0.3964,1.236e-10,1.297e-10,1.297e-10,0.0005525,0.003419,0.003088,1.294e-10,1.323e-10,1.323e-10,1.0,2.0,0.3717,0.0,-0.002589,0.1517,1.195e-11,0.0001041,5.078e-11,0.0,0.3702,4.13e-11,5.088e-11,0.0,0.0,0.0,0.0,-0.3701,1.109e-05,0.000687,0.0,-0.00216,1.174e-12,0.0,3.268e-13,0.0,0.0,0.0,0.0,-0.2519,0.0,0.001876,2.777e-13,-0.001665,4.303e-06,1.978e-13,0.0,0.0
6.410999999999999e-06,0.0015249999999999,2.0530000000000003e-09,43.68,6.796e-14,65.18,-0.01968,-10.19,-20.43,-6.582,-13.97,-21.43,-9.081,-12.53,-16.09,-13.16,-11.44,-9.899,-18.89,-17.12,-15.06,0.0902,0.4017,0.3545,8.184e-11,9.924e-11,9.912e-11,0.1465,0.1741,0.1732,1.117e-10,1.226e-10,1.226e-10,2.0,2.0,0.0,0.1373,0.08244,-0.0901,4.991e-11,0.09348,2.227e-12,4.707e-11,0.01051,0.0,0.0,4.993e-11,0.04432,0.0,0.0,-0.246,0.04035,0.0009017,0.0,0.0618,1.574e-11,1.925e-11,1.45e-13,1.61e-11,0.0,0.0,0.0,-0.216,0.0,0.001509,2.562e-13,-0.1423,0.0005228,8.052e-14,0.0,0.0
7.152e-06,0.002219,1.248e-09,624.8,2.471000000000001e-13,366.0,-0.0196,-33.86,-28.92,-6.593,-43.44,-33.81,-9.104,-48.28,-39.51,-13.17,-54.79,-50.97,-18.88,-62.37,-64.33,0.002349,0.08267,0.07065,1.211e-10,1.271e-10,1.271e-10,0.008049,0.03586,0.03366,1.335e-10,1.357e-10,1.357e-10,1.0,2.0,0.03894,0.01774,-0.01248,-0.04308,5.82e-11,0.01759,4.72e-11,5.536e-11,0.03783,4.117e-11,4.738e-11,5.826e-11,0.0,0.0,0.0,-0.07179,0.0001308,0.0001256,0.0,-0.0258,3.944e-12,0.0,3.082e-13,0.0,0.0,0.0,0.0,-0.04929,0.0,0.0002456,2.916e-13,-0.01683,0.0001304,3.221e-13,0.0,0.0
5.391e-06,0.001363,2.491e-09,466.8,7.468e-13,681.8,-0.01968,-3.262,-4.321,-6.586,-1.78,7.302,-9.101,-5.213,3.35,-13.18,-11.82,-5.463,-18.89,-21.46,-18.98,0.4074,0.4564,0.456,1.227e-10,1.257e-10,1.257e-10,0.6502,0.344,0.3421,9.322e-11,1.085e-10,1.084e-10,1.0,2.0,0.413,0.3763,0.2497,0.2319,3.386e-11,0.3623,5.355e-11,2.925e-11,0.3963,5.235e-11,5.407e-11,3.388e-11,0.0,0.0,0.0,-0.2022,0.004575,0.01207,0.0,-0.3429,8.224e-13,0.0,2.955e-12,0.0,0.0,0.0,0.0,-0.2509,0.0,0.001972,4.834e-13,-0.4052,0.006129,8.108e-13,0.0,0.0
7.081999999999999e-06,0.001295,1.523e-09,508.8,5.65e-13,1077.0,-0.01965,-6.231,-9.187,-6.595,-3.755,6.328,-9.113,-8.388,-0.5717,-13.18,-16.49,-13.2,-18.88,-27.3,-29.36,0.333,0.3512,0.3506,1.032e-10,1.128e-10,1.128e-10,0.3566,0.1524,0.1483,6.844e-11,8.888e-11,8.873e-11,1.0,2.0,0.2972,0.03276,-0.1523,0.1489,2.581e-12,0.0157,4.386e-11,-7.015e-12,0.2968,4.135e-11,4.426e-11,2.035e-12,0.0,0.0,0.0,-0.3414,0.009004,0.002422,0.0,-0.4695,2.207e-13,0.0,2.107e-13,0.0,0.0,0.0,0.0,-0.2546,0.0,0.0003532,1.205e-13,-0.4057,0.004782,3.527e-13,0.0,0.0
1.564e-06,0.0005884999999999,2.4430000000000004e-09,51.3,1.415e-13,1225.0,-0.01976,-26.28,-52.6,-6.579,-22.73,-38.94,-9.066,-19.93,-30.85,-13.12,-18.04,-22.91,-18.8,-16.57,-14.31,0.2834,0.2851,0.2833,1.42e-10,1.422e-10,1.422e-10,-0.02551,0.01371,0.01335,1.389e-10,8.864e-11,1.386e-10,2.0,2.0,0.2849,0.01302,-0.03619,0.2101,4.163e-11,0.01176,6.982e-11,2.866e-11,0.2804,6.929e-11,6.984e-11,2.228e-11,0.0,3.393e-11,0.2262,0.03311,0.0121,0.1812,3.331e-11,-0.1673,1.712e-11,0.0,3.393e-11,0.0,4.018e-12,1.355e-11,0.01297,0.007209,1.216e-11,0.1139,1.354e-11,-0.2165,0.01165,9.359e-12,0.1151,6.43e-12
8.782e-06,0.0007268999999999,1.569e-09,1392.0,3.093000000000001e-13,576.8,-0.01957,-29.95,-22.14,-6.599,-39.95,-28.15,-9.109,-44.83,-37.57,-13.17,-52.47,-50.98,-18.87,-61.47,-66.02,0.5737,0.6335,0.6333,1.348e-10,1.371e-10,1.371e-10,0.01635,0.02248,0.02246,1.369e-10,1.384e-10,1.384e-10,1.0,2.0,0.4565,0.006071,-0.005553,0.2011,5.883e-11,0.005975,6.331e-11,5.558e-11,0.4558,6.039e-11,6.342e-11,5.887e-11,0.00044,0.0,0.0,-0.4173,0.0002829,0.0006531,0.0,-0.01119,8.859e-12,-9.876e-12,2.466e-12,9.049e-12,0.0,0.0,0.0,-0.2481,0.0,0.0008573,1.132e-13,-0.007548,2.367e-05,1.908e-13,0.0,0.0
1.189e-06,0.00112,8.611000000000001e-10,715.9,9.587e-13,47.96,-0.01974,-1.403,0.7595,-6.58,-7.802,-5.446,-9.069,-10.18,-7.697,-13.13,-14.2,-11.7,-18.82,-19.97,-17.65,0.03576,0.231,0.179,9.164e-11,1.065e-10,1.065e-10,0.05667,0.2589,0.2024,9.478e-11,1.087e-10,1.087e-10,2.0,2.0,0.0,0.0,-0.04055,-0.05996,3.02e-11,0.08365,2.752e-11,0.0,0.06786,0.0,0.0,0.0,0.0,0.0,0.0,-0.1445,0.00808,0.003684,0.0,-0.1441,2.632e-12,0.0,1.074e-12,0.0,0.0,0.0,0.0,-0.1475,0.0,0.0006124,2.499e-13,-0.1668,0.0003263,6.935e-14,0.0,0.0
3.074e-06,0.001516,1.659e-09,160.8,9.088e-13,1280.0,-0.01974,-13.46,-26.91,-6.579,-7.921,-9.319,-9.072,-9.743,-10.48,-13.14,-12.09,-11.15,-18.85,-14.45,-10.18,0.1541,0.2998,0.291,1.083e-10,1.132e-10,1.13e-10,0.03286,0.01644,0.01383,1.03e-10,1.082e-10,1.066e-10,2.0,2.0,0.2463,0.05555,0.01826,0.1271,4.473e-11,0.05177,4.292e-11,4.721e-11,0.2044,4.382e-11,4.353e-11,4.492e-11,0.1014,7.545e-12,0.032,-0.08569,0.09813,0.03139,6.82e-12,0.045,1.736e-11,1.886e-11,7.102e-12,1.911e-11,2.345e-12,0.0,0.02584,-0.2339,0.0,0.0003004,7.145e-14,-0.01284,0.02267,4.09e-12,0.0,3.72e-12
7.410999999999999e-06,0.001062,1.0860000000000002e-09,610.7,4.3870000000000004e-13,201.5,-0.01959,1.387,8.311,-6.596,-4.251,5.218,-9.113,-8.702,-1.152,-13.18,-16.92,-14.12,-18.88,-27.94,-30.82,0.4111,0.6569,0.6044,1.104e-10,1.197e-10,1.196e-10,0.8514,0.9239,0.923,1.172e-10,1.238e-10,1.238e-10,1.0,2.0,0.2861,0.4403,0.4237,0.1023,4.349e-11,0.4315,3.886e-11,4.081e-11,0.2856,3.109e-11,3.887e-11,4.35e-11,0.0,0.0,0.0,-0.3651,0.006046,0.001866,0.0,-0.2719,5.932e-13,0.0,8.452e-13,0.0,0.0,0.0,0.0,-0.2954,0.0,0.001944,2.147e-13,-0.2684,0.004297,4.202e-13,0.0,0.0
2.478e-06,0.0006742,7.826e-10,1252.0,8.136000000000001e-13,75.56,-0.01971,-9.224,0.5469,-6.581,-15.67,-5.373,-9.074,-18.18,-7.791,-13.14,-22.55,-12.68,-18.84,-29.21,-21.19,0.08811,0.411,0.3251,9.981e-11,1.121e-10,1.12e-10,-0.01424,0.132,0.102,1.028e-10,1.144e-10,1.143e-10,1.0,2.0,0.1775,0.05387,-0.06202,-0.0393,3.587e-11,0.04589,3.333e-11,2.663e-11,0.1472,2.276e-11,3.339e-11,3.591e-11,0.0,0.0,0.0,-0.2378,0.0008768,0.01402,0.0,-0.1097,2.032e-13,0.0,2.173e-12,0.0,0.0,0.0,0.0,-0.2578,0.0,0.0009679,9.717e-14,-0.09209,0.0003873,1.684e-13,0.0,0.0
3.602e-06,0.001143,2.171e-09,621.8,6.577000000000001e-13,759.3,-0.0197,-4.756,-4.891,-6.581,-5.224,3.556,-9.082,-7.901,0.9484,-13.16,-12.89,-4.658,-18.88,-20.87,-14.59,0.3771,0.46,0.4596,1.245e-10,1.277e-10,1.276e-10,0.4537,0.3495,0.3483,1.047e-10,1.177e-10,1.177e-10,1.0,2.0,0.4413,0.3946,0.3588,0.2577,4.568e-11,0.3917,5.679e-11,4.395e-11,0.391,5.703e-11,5.767e-11,4.571e-11,0.1541,2.099e-11,0.202,-0.05594,0.1483,0.2016,1.718e-11,0.1053,8.141e-12,1.162e-11,1.988e-11,1.219e-11,0.0,0.0,0.0,-0.284,0.0,0.001071,3.181e-13,-0.3989,0.001754,4.194e-13,0.0,0.0
9.419e-06,0.001287,2.401e-09,925.3,6.755000000000001e-13,302.8,-0.01955,-33.32,-24.64,-6.602,-43.0,-32.13,-9.111,-48.22,-42.2,-13.17,-56.03,-55.74,-18.86,-64.82,-70.39,0.5813,0.6973,0.6859,1.321e-10,1.347e-10,1.347e-10,0.01694,0.04512,0.04496,1.371e-10,1.382e-10,1.381e-10,1.0,2.0,0.2304,0.004955,-0.03067,-0.06878,3.024e-11,0.002785,4.473e-11,-1.506e-11,0.2238,3.566e-11,4.475e-11,1.344e-11,0.0,0.0,0.0,-0.2809,2.037e-05,0.001705,0.0,-0.02175,1.057e-13,0.0,2.541e-13,0.0,0.0,0.0,0.0,-0.2466,0.0,0.0002182,1.333e-14,-0.01798,2.895e-05,3.807e-13,0.0,0.0
7.989e-06,0.001936,1.191e-09,50.49,3.1e-14,1051.0,-0.01971,-22.65,-45.3,-6.58,-26.82,-47.09,-9.073,-24.55,-40.09,-13.14,-19.55,-26.13,-18.89,-20.15,-21.23,-0.01392,0.06914,0.05617,9.457e-11,1.086e-10,1.085e-10,0.004441,0.008723,0.005711,5.42e-11,3.49e-11,8.637e-11,2.0,2.0,0.01842,0.008257,8.208e-05,-0.02642,3.18e-11,0.007406,2.671e-11,-1.774e-11,0.01776,1.721e-11,2.681e-11,3.204e-11,0.0,0.0,0.0,-0.06522,0.005253,0.0003103,0.0,-0.001394,1.569e-11,0.0,2.105e-13,0.0,0.0,0.0,0.0,-0.05053,0.0,8.4e-05,1.187e-13,-0.003717,0.001998,6.149e-12,0.0,0.0
5.495e-06,0.0006544999999999,2.168e-11,790.0,1.8030000000000002e-13,1061.0,-0.01969,-0.9461,-1.334,-6.58,0.9446,9.638,-9.1,-1.951,7.247,-13.18,-9.281,-3.271,-18.89,-19.91,-19.19,0.3135,0.399,0.3988,1.388e-10,1.398e-10,1.398e-10,0.1699,0.2982,0.2981,1.301e-10,1.345e-10,1.345e-10,2.0,2.0,0.4008,0.3003,0.02899,0.3121,5.072e-11,0.2994,6.271e-11,4.094e-11,0.4007,5.832e-11,6.275e-11,5.073e-11,0.0,2.453e-11,0.1567,-0.00995,0.0003527,0.1538,2.114e-11,-0.131,7.499e-13,0.0,2.443e-11,0.0,0.0,0.0,0.0,-0.241,0.0,0.0005773,3.826e-13,-0.2704,0.0009793,1.181e-13,0.0,0.0
8.507999999999999e-06,0.001774,1.176e-09,646.8,7.684e-13,1096.0,-0.01957,-31.83,-32.33,-6.599,-36.09,-24.94,-9.11,-40.86,-34.03,-13.17,-48.92,-47.61,-18.87,-59.16,-63.69,0.1281,0.2236,0.2058,8.591e-11,9.365e-11,9.331e-11,-0.04291,0.0558,0.05419,3.207e-11,5.683e-11,5.679e-11,1.0,2.0,0.03783,0.0,-0.1481,-0.1183,4.423e-13,0.0001389,8.805e-12,0.0,0.03052,1.507e-11,1.552e-11,0.0,0.0,0.0,0.0,-0.1994,0.0002613,0.0002985,0.0,-0.1286,2.665e-13,0.0,3.704e-13,0.0,0.0,0.0,0.0,-0.1473,0.0,0.0002563,1.82e-13,-0.0946,0.0001961,1.184e-13,0.0,0.0
2.791e-06,0.0005507,4.821e-10,41.22,1.566e-13,197.1,-0.01974,-18.86,-37.77,-6.579,-24.5,-42.48,-9.069,-25.36,-41.72,-13.13,-26.58,-40.12,-18.82,-28.08,-37.46,0.06834,0.3349,0.2581,1.025e-10,1.148e-10,1.146e-10,0.01152,0.04183,0.03069,1.261e-10,1.309e-10,1.309e-10,2.0,2.0,0.158,0.02802,0.01507,-0.01115,5.864e-11,0.0228,3.774e-11,5.689e-11,0.1281,2.886e-11,3.774e-11,5.867e-11,0.02614,0.0,0.0,-0.1381,0.023,0.01081,0.0,0.02396,2.621e-11,2.653e-11,1.881e-12,2.636e-11,1.26e-11,0.0,0.02408,-0.2023,0.0,0.001789,4.031e-13,0.01962,0.02322,1.26e-11,0.0,1.208e-11
4.482999999999999e-06,0.002177,2.496e-09,744.4,9.965e-13,564.3,-0.01966,-36.42,-32.89,-6.584,-41.57,-30.03,-9.085,-44.25,-33.33,-13.16,-48.85,-40.09,-18.88,-55.46,-50.67,0.06201,0.1724,0.1433,1.167e-10,1.202e-10,1.191e-10,0.007646,0.01989,0.01636,1.027e-10,1.093e-10,1.092e-10,1.0,2.0,0.09617,0.009401,-0.002708,-0.02972,3.728e-11,0.008575,4.574e-11,4.017e-11,0.08146,4.426e-11,4.612e-11,3.826e-11,0.0,0.0,0.0,-0.1,0.0001223,0.005047,0.0,-0.01128,5.579e-13,0.0,6.337e-12,0.0,0.0,0.0,0.0,-0.09851,0.0,0.0008157,1.505e-13,-0.01227,0.0001059,1.613e-13,0.0,0.0
2.166e-06,0.001617,9.997e-10,1082.0,5.663e-13,562.2,-0.01972,-34.92,-30.7,-6.58,-40.42,-30.77,-9.072,-42.79,-33.02,-13.13,-46.48,-37.04,-18.83,-51.1,-42.89,0.2897,0.4132,0.3782,1.344e-10,1.361e-10,1.361e-10,0.01519,0.01916,0.01916,1.328e-10,1.343e-10,1.343e-10,1.0,2.0,0.3284,0.01712,0.008313,0.1216,6.154e-11,0.015,6.155e-11,5.995e-11,0.284,5.956e-11,6.16e-11,6.17e-11,0.008224,2.037e-11,0.1323,-0.07563,0.007949,0.1281,1.709e-11,-0.002154,2.203e-11,1.99e-11,2.007e-11,2.251e-11,0.0,0.0,0.0,-0.1794,0.0,0.0001509,3.286e-14,-0.008184,4.862e-05,1.35e-13,0.0,0.0
1.905e-06,0.001772,4.988e-10,40.26,4.833000000000001e-13,646.2,-0.01975,-24.36,-48.79,-6.579,-24.16,-41.89,-9.069,-25.64,-42.38,-13.13,-27.6,-42.24,-18.82,-29.25,-39.86,0.232,0.3536,0.3228,1.352e-10,1.364e-10,1.363e-10,0.0183,0.0217,0.02169,1.329e-10,1.353e-10,1.352e-10,2.0,2.0,0.2791,0.02239,0.02044,0.1105,6.468e-11,0.02233,6.182e-11,6.355e-11,0.2406,6.034e-11,6.19e-11,6.468e-11,0.0242,2.069e-11,0.1117,-0.06251,0.02122,0.1088,1.736e-11,0.01188,3.081e-11,3.084e-11,2.046e-11,3.108e-11,1.407e-11,0.0,0.0177,-0.152,0.0,0.000366,4.312e-14,0.0056,0.01628,1.387e-11,0.0,1.303e-11
4.216e-06,0.002099,1.323e-09,432.8,4.779e-13,1129.0,-0.01968,-16.31,-21.45,-6.583,-15.57,-7.869,-9.085,-18.28,-10.35,-13.16,-23.47,-16.66,-18.88,-31.84,-27.9,0.1201,0.1749,0.1688,1.138e-10,1.19e-10,1.189e-10,0.04689,0.06712,0.06592,1.042e-10,6.906e-12,1.15e-10,1.0,2.0,0.1332,0.07613,-0.04165,0.04324,3.281e-11,0.07566,4.976e-11,2.034e-11,0.1182,4.971e-11,5.108e-11,3.281e-11,0.007636,1.365e-11,0.02788,-0.07573,0.002207,0.02771,9.477e-12,-0.1669,2.003e-12,-4.296e-12,1.194e-11,7.234e-13,0.0,0.0,0.0,-0.1089,0.0,0.0009438,2.567e-13,-0.2306,0.0004377,1.459e-13,0.0,0.0
8.074e-06,0.00189,9.585e-10,403.8,8.014e-13,1134.0,-0.01962,-12.32,-16.73,-6.599,-11.53,-1.993,-9.112,-16.45,-10.24,-13.17,-24.8,-23.68,-18.87,-35.81,-40.28,0.06975,0.1764,0.1468,8.256e-11,9.01e-11,8.971e-11,-0.3175,0.0,0.006825,0.0,0.0,4.439e-11,1.0,2.0,0.0,0.0,-0.4284,-0.1028,1.479e-12,0.009944,6.799e-13,0.0,0.01556,0.0,0.0,0.0,0.0,0.0,0.0,-0.1789,0.002299,0.0008174,0.0,-0.4134,4.997e-13,0.0,2.56e-13,0.0,0.0,0.0,0.0,-0.1229,0.0,0.0004652,2.272e-13,-0.29,0.003399,1.093e-12,0.0,0.0
6.663e-06,0.002124,2.523e-09,637.8,5.974000000000002e-13,1491.0,-0.01961,-36.68,-39.55,-6.591,-39.63,-27.65,-9.102,-43.24,-33.73,-13.17,-49.81,-44.88,-18.88,-58.68,-59.07,0.01644,0.1067,0.08425,8.226e-11,9.191e-11,9.165e-11,-0.01218,0.0161,0.01589,4.02e-11,6.425e-11,6.355e-11,1.0,2.0,0.03207,0.001765,-0.02928,-0.02819,2.834e-12,0.0003647,1.936e-11,-6.507e-12,0.02939,2.586e-11,2.349e-11,3.505e-12,0.0,0.0,0.0,-0.08459,0.0004829,0.0003779,0.0,-0.0425,6.735e-13,0.0,1.978e-13,0.0,0.0,0.0,0.0,-0.07627,0.0,0.0001458,2.128e-13,-0.03074,9.762e-05,1.352e-13,0.0,0.0
5.586999999999999e-06,0.002064,7.752999999999998e-10,548.2,9.245000000000002e-13,1180.0,-0.01964,-27.1,-29.18,-6.587,-29.13,-18.45,-9.094,-32.38,-23.08,-13.17,-38.52,-32.64,-18.88,-48.0,-47.12,0.009078,0.1381,0.1136,9.053e-11,9.848e-11,9.812e-11,-0.005773,0.05692,0.05672,4.082e-11,6.22e-11,6.204e-11,1.0,2.0,0.05129,0.0,-0.1004,-0.03923,1.137e-12,0.001282,2.644e-11,0.0,0.04652,2.919e-11,2.699e-11,0.0,0.0,0.0,0.0,-0.1306,0.001578,0.001002,0.0,-0.2191,6.633e-13,0.0,9.766e-13,0.0,0.0,0.0,0.0,-0.1046,0.0,0.0004738,1.371e-13,-0.1729,0.001929,8.798e-13,0.0,0.0
