fW,current,ind,Rd,Cs,Rs,channel 0.1G attenuation,stage 1 0.1G attenuation,stage 2 0.1G attenuation,channel 3.5G attenuation,stage 1 3.5G attenuation,stage 2 3.5G attenuation,channel 7G attenuation,stage 1 7G attenuation,stage 2 7G attenuation,channel 14G attenuation,stage 1 14G attenuation,stage 2 14G attenuation,channel 28G attenuation,stage 1 28G attenuation,stage 2 28G attenuation,eye_height Vout_1 7G,eye_maxHeight Vout_1 7G,eye_height_XY Vout_1 7G,eye_width Vout_1 7G,eye_maxWidth Vout_1 7G,eye_width_XY Vout_1 7G,eye_height Vout_2 7G,eye_maxHeight Vout_2 7G,eye_height_XY Vout_2 7G,eye_width Vout_2 7G,eye_maxWidth Vout_2 7G,eye_width_XY Vout_2 7G,Stage 1 Region,Stage 2 Region,eye_height_XY Vout_2 14G,eye_height Vout_2 14G,eye_maxWidth Vout_1 14G,eye_width Vout_2 14G,eye_width_XY Vout_1 14G,eye_width_XY Vout_2 14G,eye_height Vout_1 14G,eye_maxWidth Vout_2 14G,eye_maxHeight Vout_2 14G,eye_maxHeight Vout_1 14G,eye_height_XY Vout_1 14G,eye_width Vout_1 14G,eye_maxWidth Vout_2 28G,eye_maxWidth Vout_1 28G,eye_maxHeight Vout_2 28G,eye_height Vout_2 28G,eye_height_XY Vout_2 28G,eye_height_XY Vout_1 28G,eye_width_XY Vout_1 28G,eye_width Vout_2 28G,eye_maxHeight Vout_1 28G,eye_height Vout_1 28G,eye_width Vout_1 28G,eye_width_XY Vout_2 28G,eye_height Vout_2 56G,eye_width_XY Vout_1 56G,eye_height_XY Vout_2 56G,eye_height Vout_1 56G,eye_maxWidth Vout_1 56G,eye_height_XY Vout_1 56G,eye_maxHeight Vout_2 56G,eye_width Vout_2 56G,eye_maxWidth Vout_2 56G,eye_width Vout_1 56G,eye_maxHeight Vout_1 56G,eye_width_XY Vout_2 56G
2.615e-06,0.002278,2.8580000000000003e-09,874.3,2.427e-13,724.4,-0.01971,-38.83,-36.97,-6.581,-45.8,-37.3,-9.074,-47.99,-38.45,-13.14,-50.89,-41.24,-18.84,-54.16,-45.33,0.1788,0.2125,0.2042,1.412e-10,1.415e-10,1.415e-10,0.01106,0.01135,0.01135,1.39e-10,1.398e-10,1.398e-10,1.0,2.0,0.01068,0.008059,6.943e-11,6.549e-11,6.943e-11,6.704e-11,0.1049,6.708e-11,0.01143,0.1893,0.1686,6.908e-11,3.033e-11,3.054e-11,0.007406,0.001294,0.007142,0.1085,3.047e-11,2.868e-11,0.1147,-0.007021,2.855e-11,3.033e-11,-0.004885,4.914e-12,0.000834,-0.07758,4.941e-12,0.008362,0.0,0.0,0.0,6.572e-13,0.008499,6.282e-12
5.703e-06,0.002079,1.109e-09,518.6,3.971e-14,836.1,-0.01964,-24.97,-26.7,-6.587,-32.15,-32.27,-9.093,-36.12,-33.39,-13.17,-43.42,-38.14,-18.88,-52.78,-51.51,0.005169,0.07355,0.05649,1.083e-10,1.185e-10,1.184e-10,0.02087,0.06171,0.04529,1.341e-10,1.362e-10,1.362e-10,1.0,2.0,0.05793,0.04101,4.107e-11,6.109e-11,4.102e-11,6.244e-11,-0.01635,6.244e-11,0.05855,0.03437,0.02884,3.319e-11,2.323e-11,0.0,0.0463,0.0232,0.04624,0.001725,1.703e-12,2.185e-11,0.0,-0.05317,0.0,2.295e-11,-0.04958,1.067e-13,0.0001394,-0.0494,5.962e-13,0.0001673,0.0,0.0,0.0,-7.959e-12,0.0008697,3.198e-13
7.981999999999999e-06,0.002038,1.832e-09,186.1,2.284e-13,79.56,-0.01961,2.271,4.654,-6.591,-4.261,-1.747,-9.107,-7.109,-4.71,-13.18,-13.26,-12.69,-18.88,-22.74,-25.97,-0.07532,0.1036,0.0937,7.455e-11,9.347e-11,9.336e-11,-0.1096,0.1386,0.1275,8.021e-11,9.847e-11,9.837e-11,2.0,2.0,0.002204,-0.2038,2.42e-12,0.0,2.285e-12,2.228e-12,-0.1485,0.0,0.0,0.002133,0.0004826,-2.673e-11,0.0,0.0,0.0,-0.1799,0.0005142,0.0001018,3.577e-13,0.0,0.0,-0.1296,0.0,2.752e-14,-0.1161,1.574e-13,0.0002405,-0.0939,0.0,0.0001307,0.0,0.0,0.0,0.0,0.0,2.292e-13
3.806e-06,0.001191,2.222e-09,1129.0,8.990000000000001e-13,1294.0,-0.01968,-33.51,-30.86,-6.582,-37.72,-25.18,-9.08,-40.35,-28.3,-13.15,-44.82,-34.51,-18.87,-51.41,-44.74,0.2398,0.3369,0.3364,1.058e-10,1.1e-10,1.093e-10,0.005056,0.01183,0.0117,9.628e-11,1.007e-10,1.006e-10,1.0,2.0,0.0126,0.002667,4.309e-11,3.807e-11,4.13e-11,3.643e-11,0.1752,3.963e-11,0.01407,0.3119,0.2638,4.366e-11,5.246e-12,8.947e-12,0.001226,-0.01259,0.0007439,0.05301,7.302e-12,2.548e-12,0.05481,-0.1196,5.706e-12,3.536e-12,-0.02046,5.289e-14,0.0001531,-0.287,0.0,0.0006464,0.0,0.0,0.0,0.0,0.0,3.219e-13
7.597e-06,0.0005816,2.512e-09,1397.0,7.679e-13,726.2,-0.01961,-17.51,-10.8,-6.593,-23.19,-10.75,-9.104,-27.36,-18.65,-13.17,-34.93,-31.45,-18.87,-45.49,-47.86,0.4251,0.5337,0.5132,1.01e-10,1.091e-10,1.09e-10,0.00873,0.04907,0.04903,7.66e-11,9.399e-11,9.386e-11,1.0,2.0,0.002567,-0.07212,3.753e-11,0.0,3.533e-11,1.034e-11,0.09349,0.0,0.0,0.2687,0.2597,3.809e-11,0.0,0.0,0.0,-0.0763,0.0001279,0.0006291,8.779e-14,0.0,0.0,-0.3789,0.0,2.483e-13,-0.04578,8.512e-14,0.0002875,-0.294,0.0,0.0002255,0.0,0.0,0.0,0.0,0.0,5.289e-13
9.118e-06,0.00118,3.5519999999999997e-10,1195.0,3.878e-13,763.7,-0.01956,-41.85,-36.29,-6.601,-55.03,-43.25,-9.111,-57.88,-51.15,-13.17,-61.94,-61.08,-18.87,-67.61,-72.81,0.4095,0.4692,0.469,1.213e-10,1.268e-10,1.268e-10,0.003949,0.006005,0.006003,1.379e-10,1.386e-10,1.383e-10,1.0,2.0,0.0009293,-0.002775,5.309e-11,3.204e-11,5.309e-11,4.245e-11,0.09126,4.28e-11,0.0009309,0.2944,0.2921,4.656e-11,0.0,0.0,0.0,-0.002974,8.228e-06,0.001065,2.619e-13,0.0,0.0,-0.3363,0.0,3.006e-13,-0.002342,1.064e-13,1.106e-06,-0.2361,0.0,0.0004746,0.0,0.0,0.0,0.0,0.0,3.698e-13
4.618999999999999e-06,0.001498,1.0209999999999999e-09,669.6,4.0750000000000003e-13,232.6,-0.01966,-18.61,-12.29,-6.584,-24.57,-15.02,-9.086,-27.33,-17.46,-13.16,-32.67,-24.85,-18.88,-41.32,-37.76,0.3292,0.4685,0.4316,1.165e-10,1.238e-10,1.238e-10,0.4364,0.4768,0.4729,1.234e-10,1.29e-10,1.29e-10,1.0,2.0,0.3853,0.3547,4.799e-11,5.443e-11,4.799e-11,5.626e-11,0.2018,5.627e-11,0.4064,0.3223,0.2883,4.181e-11,1.27e-11,0.0,0.03418,-0.1234,0.03335,0.007958,4.199e-12,1.16e-11,0.0,-0.1036,0.0,1.224e-11,-0.1793,2.969e-14,0.0005242,-0.1946,0.0,0.0002181,0.0,0.0,0.0,0.0,0.0,1.561e-13
5.177e-06,0.002157,1.318e-09,433.3,4.092e-13,434.2,-0.01965,-15.38,-14.62,-6.585,-18.95,-10.88,-9.092,-21.82,-13.37,-13.17,-27.68,-21.52,-18.88,-36.98,-35.05,0.09205,0.1776,0.1585,1.39e-10,1.398e-10,1.398e-10,0.1888,0.2662,0.2661,1.25e-10,1.304e-10,1.304e-10,1.0,2.0,0.2665,0.1056,6.389e-11,4.295e-11,6.388e-11,5.028e-11,-0.006081,5.028e-11,0.2679,0.1163,0.1083,6.144e-11,0.0,1.665e-11,0.0,-0.1682,0.004543,0.02088,1.662e-11,0.0,0.02116,-0.08834,9.845e-12,5.894e-12,-0.1579,1.038e-13,0.0008993,-0.08201,0.0,0.0001734,0.0,0.0,0.0,0.0,0.0,1.324e-13
3.256e-06,0.001725,1.946e-09,908.5,5.994000000000002e-13,855.5,-0.01969,-35.08,-33.04,-6.581,-39.62,-28.7,-9.077,-42.1,-31.21,-13.14,-46.18,-36.18,-18.86,-51.86,-44.35,0.2436,0.3203,0.3203,1.263e-10,1.288e-10,1.287e-10,0.01793,0.01905,0.01905,1.178e-10,1.221e-10,1.221e-10,1.0,2.0,0.01875,0.01156,5.698e-11,5.209e-11,5.687e-11,5.351e-11,0.1746,5.448e-11,0.02081,0.2944,0.2652,5.602e-11,1.705e-11,1.872e-11,0.008725,-0.005732,0.008599,0.1208,1.818e-11,1.307e-11,0.1208,-0.05156,1.637e-11,1.695e-11,-0.01578,9.979e-14,0.000121,-0.1836,3.356e-13,0.0005236,0.0,0.0,0.0,-8.335e-12,0.003204,1.449e-13
9.146e-06,0.0005912999999999,2.657e-09,929.6,1.085e-13,594.8,-0.01959,3.107,7.703,-6.599,-1.912,5.674,-9.118,-6.502,-0.6137,-13.17,-15.55,-15.18,-18.87,-26.92,-32.54,0.3181,0.3847,0.3847,1.222e-10,1.279e-10,1.279e-10,0.3287,0.382,0.3734,1.231e-10,1.288e-10,1.288e-10,2.0,2.0,0.2855,0.2236,5.715e-11,5.274e-11,5.715e-11,5.656e-11,0.2055,5.657e-11,0.2867,0.3384,0.3165,5.41e-11,0.0,1.668e-11,0.0,-0.2379,0.0009311,0.06734,1.666e-11,0.0,0.07036,-0.1717,1.391e-11,4.13e-13,-0.1564,1.453e-13,0.0006842,-0.1918,3.789e-13,0.0005013,0.0,0.0,0.0,-1.006e-11,0.002896,5.488e-13
3.685e-06,0.001308,1.322e-09,1333.0,8.357000000000002e-13,111.7,-0.01968,-39.27,-27.63,-6.582,-46.75,-33.91,-9.08,-49.11,-36.57,-13.15,-52.13,-41.39,-18.87,-56.05,-49.16,0.2727,0.5322,0.4526,1.086e-10,1.185e-10,1.185e-10,0.002572,0.009804,0.007954,1.026e-10,1.143e-10,1.143e-10,1.0,2.0,0.003688,0.0002741,4.018e-11,2.522e-11,4.014e-11,3.432e-11,0.09788,3.435e-11,0.004466,0.2913,0.2413,3.038e-11,0.0,0.0,0.0,-0.004719,2.158e-05,0.02231,1.531e-12,0.0,0.0,-0.1552,0.0,6.323e-13,-0.005547,1.178e-13,2.929e-05,-0.2286,0.0,0.001351,0.0,0.0,0.0,0.0,0.0,2.443e-13
5.902e-06,0.002492,1.037e-09,720.6,7.303e-13,37.93,-0.01963,-38.66,-26.89,-6.588,-45.8,-34.52,-9.097,-49.28,-39.55,-13.17,-54.58,-48.66,-18.88,-61.11,-60.5,-0.04024,0.05146,0.0434,8.482e-11,1.011e-10,1.009e-10,-0.004182,0.004187,0.003854,7.918e-11,9.712e-11,9.697e-11,1.0,2.0,2.385e-05,-0.005343,1.315e-11,0.0,1.301e-11,2.972e-12,-0.05543,0.0,0.0,0.006232,0.005749,-6.882e-12,7.462e-13,0.0,4.825e-05,-0.00495,7.006e-06,0.0001998,1.435e-13,-2.179e-11,0.0,-0.048,0.0,8.88e-14,-0.003381,9.562e-14,1.724e-06,-0.03976,5.63e-13,0.0001217,0.0,0.0,0.0,-1.018e-11,0.0004751,3.464e-13
2.029e-06,0.0006071,6.696e-10,462.0,9.33e-15,1129.0,-0.01975,-6.583,-13.15,-6.58,-12.97,-19.38,-9.068,-14.98,-20.96,-13.13,-17.56,-22.23,-18.81,-20.26,-22.37,0.005004,0.1323,0.09958,8.979e-11,1.063e-10,1.062e-10,-0.01037,0.06424,0.04675,9.66e-11,1.096e-10,1.095e-10,2.0,2.0,0.02163,-0.008555,0.0,0.0,3.002e-11,3.592e-11,-0.03253,0.0,0.0,0.0,0.03942,0.0,7.83e-12,0.0,0.006171,-0.02461,0.001247,0.000446,5.354e-13,1.803e-11,0.0,-0.05715,0.0,6.742e-12,0.004089,1.493e-13,0.01171,-0.06246,0.0,0.0005948,0.01284,8.952e-12,9.489e-12,0.0,0.0,9.486e-12
8.573e-06,0.002464,2.414e-09,1345.0,2.0280000000000005e-13,450.3,-0.01992,-39.01,-30.41,-6.606,-43.52,-32.8,-9.109,-47.13,-40.47,-13.17,-54.43,-53.56,-18.87,-64.29,-69.42,-0.01296,0.03181,0.02753,1.099e-10,1.191e-10,1.191e-10,-0.0001978,0.0,7.677e-06,0.0,0.0,3.184e-11,1.0,2.0,8.993e-06,-0.0002601,3.274e-11,0.0,3.261e-11,1.621e-12,-0.02759,0.0,0.0,0.009004,0.008978,2.217e-11,0.0,0.0,0.0,-0.0002892,8.919e-07,0.0001906,3.055e-13,0.0,0.0,-0.02752,0.0,3.323e-14,-0.0002081,2.922e-13,2.535e-07,-0.01996,0.0,0.0001014,0.0,0.0,0.0,0.0,0.0,1.589e-13
8.917e-06,0.001782,2.766e-09,1199.0,4.9020000000000015e-14,557.0,-0.01956,-51.29,-43.99,-6.601,-36.45,-29.17,-9.109,-37.64,-31.95,-13.17,-43.54,-42.63,-18.87,-53.53,-58.57,-0.00367,0.131,0.1125,8.171e-11,9.957e-11,9.947e-11,-0.002798,0.0,0.000224,0.0,0.0,3.66e-11,1.0,2.0,2.199e-05,-0.003015,0.0,0.0,1.151e-11,1.815e-12,-0.07523,0.0,0.0,0.0,0.01088,0.0,0.0,0.0,0.0,-0.002783,1.091e-05,0.0002413,3.353e-13,0.0,0.0,-0.1015,0.0,7.499e-14,-0.002328,4.013e-13,1.182e-05,-0.08809,0.0,0.0003812,0.0,0.0,0.0,0.0,0.0,6.227e-14
5.511e-06,0.002456,2.489e-09,234.9,6.622000000000001e-13,673.7,-0.01969,-7.086,-13.51,-6.581,-2.292,3.273,-9.098,-4.674,1.453,-13.18,-10.14,-4.601,-18.9,-19.12,-16.3,0.02998,0.07901,0.06587,1.162e-10,1.207e-10,1.204e-10,0.0328,0.04952,0.04936,1.044e-10,1.149e-10,1.148e-10,2.0,2.0,0.0527,0.008147,4.516e-11,2.217e-11,4.495e-11,3.334e-11,-0.02085,3.341e-11,0.05313,0.03959,0.03555,4.378e-11,0.0,0.0,0.0,-0.0583,4.814e-05,0.001274,4.238e-12,0.0,0.0,-0.04834,0.0,1.139e-12,-0.06523,9.853e-14,0.0003958,-0.0407,0.0,4.788e-05,0.0,0.0,0.0,0.0,0.0,2.673e-13
3.846e-06,0.00117,8.447999999999998e-10,1495.0,5.721000000000002e-13,157.0,-0.01968,-40.72,-29.04,-6.582,-48.91,-35.73,-9.081,-51.19,-38.32,-13.15,-53.53,-42.78,-18.87,-56.86,-50.33,0.312,0.5503,0.4771,1.131e-10,1.217e-10,1.216e-10,0.001376,0.006855,0.005369,1.006e-10,1.13e-10,1.129e-10,1.0,2.0,0.002379,8.761e-05,4.496e-11,2.134e-11,4.496e-11,3.306e-11,0.1492,3.307e-11,0.00299,0.3387,0.2833,3.757e-11,0.0,0.0,0.0,-0.003325,7.457e-05,0.01185,4.087e-12,0.0,0.0,-0.1447,0.0,9.651e-13,-0.00414,1.082e-13,3.592e-05,-0.244,0.0,0.002082,0.0,0.0,0.0,0.0,0.0,4.75e-13
6.614e-06,0.001012,2.371e-09,1499.0,9.146000000000002e-13,1028.0,-0.01961,-43.62,-37.49,-6.591,-51.86,-37.99,-9.101,-53.96,-43.32,-13.17,-57.45,-51.77,-18.88,-62.8,-62.84,0.3683,0.4195,0.4182,9.29e-11,1.002e-10,9.999e-11,0.002119,0.004049,0.004007,8.829e-11,9.699e-11,9.68e-11,1.0,2.0,0.001626,-0.0003084,3.371e-11,2.851e-11,3.002e-11,2.672e-11,0.1085,2.742e-11,0.001702,0.2647,0.2626,3.289e-11,0.0,0.0,0.0,-0.004324,1.999e-05,0.002483,7.418e-13,0.0,0.0,-0.3972,0.0,3.672e-13,-0.00331,5.611e-13,1.826e-05,-0.3212,0.0,0.0005203,0.0,0.0,0.0,0.0,0.0,4.879e-14
9.766e-06,0.001473,1.4810000000000002e-09,375.2,7.322000000000003e-13,306.3,-0.01958,1.329,3.724,-6.612,-1.064,6.905,-9.119,-7.68,-3.832,-13.17,-17.09,-18.69,-18.86,-28.19,-35.24,0.4174,0.5582,0.5485,1.294e-10,1.329e-10,1.329e-10,0.512,0.7603,0.7436,1.007e-10,1.138e-10,1.138e-10,2.0,2.0,0.06166,-0.4587,3.456e-11,3.502e-12,3.427e-11,1.718e-11,-0.1738,1.739e-11,0.06231,0.1039,0.1011,2.213e-11,0.0,0.0,0.0,-0.4188,0.0002015,0.001295,3.066e-13,0.0,0.0,-0.2288,0.0,1.668e-13,-0.4177,2.171e-13,0.00212,-0.2073,0.0,0.000264,0.0,0.0,0.0,0.0,0.0,4.089e-13
9.505e-06,0.0006883999999999,1.705e-09,1200.0,4.29e-14,867.2,-0.01957,-19.96,-15.48,-6.6,-29.41,-23.87,-9.107,-36.32,-31.61,-13.17,-46.18,-46.35,-18.86,-56.96,-63.22,0.09665,0.2147,0.1853,1.15e-10,1.228e-10,1.228e-10,-0.01157,0.01161,0.01146,7.406e-11,9.353e-11,9.343e-11,1.0,2.0,1.321e-05,-0.01386,4.812e-11,0.0,4.812e-11,3.55e-13,0.07803,0.0,0.0,0.1641,0.1476,4.18e-11,0.0,1.186e-11,0.0,-0.01415,2.645e-05,0.0382,1.174e-11,0.0,0.03962,-0.06973,9.769e-12,1.201e-13,-0.01006,3.054e-13,6.221e-05,-0.143,0.0,0.001053,0.0,0.0,0.0,0.0,0.0,7.329e-13
4.288999999999999e-06,0.0008619,1.492e-09,1001.0,2.351000000000001e-13,930.4,-0.01968,-16.1,-13.92,-6.583,-19.81,-9.091,-9.083,-22.51,-11.33,-13.16,-27.65,-18.46,-18.87,-35.97,-31.01,0.4112,0.4286,0.4284,1.382e-10,1.391e-10,1.391e-10,0.06204,0.108,0.1079,1.333e-10,1.361e-10,1.361e-10,1.0,2.0,0.1093,0.01766,6.403e-11,5.14e-11,6.402e-11,5.708e-11,0.3638,5.71e-11,0.1094,0.4342,0.434,6.142e-11,1.756e-11,2.758e-11,0.03575,-0.05412,0.03477,0.2552,2.758e-11,1.072e-11,0.2586,0.05746,2.459e-11,1.752e-11,-0.1277,2.526e-13,0.0005137,-0.2826,0.0,0.0006265,0.0,0.0,0.0,0.0,0.0,1.969e-13
9.097e-06,0.001587,2.767e-09,208.1,5.418e-13,159.9,-0.01961,0.7815,1.606,-6.594,-2.131,2.486,-9.119,-5.751,-1.983,-13.18,-13.55,-13.47,-18.87,-23.65,-28.09,0.2165,0.3876,0.3623,9.458e-11,1.079e-10,1.08e-10,0.5102,0.644,0.6426,1.269e-10,1.311e-10,1.311e-10,2.0,2.0,0.2305,0.03303,0.0,4.988e-11,7.613e-12,4.969e-11,-0.1851,4.969e-11,0.2316,0.0,0.007019,0.0,0.0,0.0,0.0,-0.3149,0.006517,0.002037,5.781e-13,0.0,0.0,-0.205,0.0,1.228e-12,-0.2512,6.15e-13,0.0009127,-0.1767,0.0,0.0006548,0.0,0.0,0.0,0.0,0.0,1.716e-13
7.151e-06,0.0012649999999999,2.151e-09,560.2,7.215000000000001e-13,960.6,-0.01963,-7.665,-8.906,-6.595,-7.802,2.785,-9.109,-12.23,-4.159,-13.18,-20.05,-16.51,-18.88,-30.71,-32.42,0.3191,0.3897,0.3888,1.029e-10,1.09e-10,1.09e-10,0.1933,0.2361,0.234,5.127e-11,8.267e-11,8.258e-11,1.0,2.0,0.005193,-0.02336,3.929e-11,0.0,3.803e-11,1.306e-12,0.1394,0.0,0.0,0.2805,0.2777,3.815e-11,0.0,0.0,0.0,-0.3451,0.01262,0.0005032,4.915e-13,0.0,0.0,-0.3401,0.0,9.699e-13,-0.3412,3.617e-13,0.008853,-0.2649,0.0,0.001921,0.0,0.0,0.0,0.0,0.0,6.948e-13
7.967999999999999e-06,0.0005107,1.307e-09,1493.0,3.8890000000000005e-14,1275.0,-0.01961,-15.56,-12.13,-6.593,-23.66,-17.67,-9.102,-28.57,-21.72,-13.17,-36.05,-33.52,-18.87,-46.38,-50.01,0.1179,0.1809,0.154,1.277e-10,1.318e-10,1.318e-10,-0.002281,0.009405,0.007985,9.423e-11,1.076e-10,1.076e-10,1.0,2.0,0.002048,-0.003747,5.931e-11,7.511e-12,5.93e-11,2.176e-11,0.1375,2.186e-11,0.002098,0.1767,0.1655,5.527e-11,0.0,2.397e-11,0.0,-0.007928,1.646e-05,0.1265,2.368e-11,0.0,0.1267,0.05563,2.262e-11,1.923e-13,-0.005952,4.717e-13,6.307e-06,-0.1417,0.0,0.0001253,0.0,0.0,0.0,0.0,0.0,6.756e-14
7.485999999999999e-06,0.0005748999999999,2.204e-09,634.9,5.975e-13,503.8,-0.01964,2.402,4.877,-6.597,1.924,11.0,-9.115,-3.233,3.488,-13.18,-11.69,-9.443,-18.88,-22.47,-25.54,0.4988,0.6574,0.6455,1.243e-10,1.29e-10,1.29e-10,0.6058,0.6751,0.6748,9.836e-11,1.103e-10,1.103e-10,2.0,2.0,0.3554,0.3289,5.643e-11,3.009e-11,5.622e-11,3.757e-11,0.1432,3.759e-11,0.3554,0.4264,0.4229,5.446e-11,0.0,0.0,0.0,-0.4106,0.00181,0.002186,1.571e-12,0.0,0.0,-0.3689,0.0,6.763e-13,-0.3459,3.618e-13,0.002056,-0.2838,0.0,0.00255,0.0,0.0,0.0,0.0,0.0,2.447e-13
3.121e-06,0.0005933,5.912999999999998e-10,145.3,2.343e-13,1492.0,-0.01975,-17.29,-34.58,-6.577,-12.1,-17.7,-9.069,-13.43,-17.88,-13.13,-16.97,-20.92,-18.84,-22.03,-25.38,0.2836,0.2875,0.2873,1.297e-10,1.328e-10,1.328e-10,-0.01074,0.03288,0.03206,1.281e-10,1.329e-10,1.328e-10,2.0,2.0,0.033,0.05831,5.806e-11,4.787e-11,5.804e-11,5.463e-11,0.2428,5.463e-11,0.03325,0.2995,0.2991,5.329e-11,1.345e-11,2.315e-11,0.03522,-0.01335,0.03396,0.1823,2.294e-11,7.013e-12,0.1864,0.03122,2.24e-11,1.341e-11,-0.08785,1.626e-12,0.00262,-0.2061,0.0,0.003618,0.003951,-3.776e-12,1.16e-12,0.0,0.0,1.224e-12
9.588e-06,0.0006816,1.916e-09,1382.0,6.14e-13,526.9,-0.01956,-27.09,-18.75,-6.602,-35.31,-24.37,-9.11,-40.59,-34.7,-13.17,-49.0,-48.89,-18.86,-59.22,-65.13,0.5174,0.6747,0.6667,1.133e-10,1.201e-10,1.2e-10,0.003235,0.02642,0.02581,1.036e-10,1.137e-10,1.137e-10,1.0,2.0,0.0001344,-0.02248,4.142e-11,5.71e-12,4.115e-11,1.259e-11,-0.07541,1.601e-11,0.0004157,0.2397,0.2325,3.588e-11,0.0,0.0,0.0,-0.02329,6.088e-06,0.0008625,8.636e-14,0.0,0.0,-0.3845,0.0,1.839e-13,-0.01348,1.574e-13,2.404e-05,-0.2911,0.0,0.001062,0.0,0.0,0.0,0.0,0.0,2.874e-13
4.691e-06,0.0005357,3.886e-10,684.2,8.168e-13,652.9,-0.01969,1.196,2.466,-6.584,1.791,10.41,-9.093,-1.667,6.349,-13.17,-8.186,-2.292,-18.88,-17.88,-16.15,0.364,0.5224,0.4649,1.172e-10,1.21e-10,1.21e-10,0.6347,0.5066,0.5056,9.51e-11,1.028e-10,1.025e-10,2.0,2.0,0.493,0.448,4.788e-11,3.647e-11,4.787e-11,3.718e-11,0.139,3.913e-11,0.4969,0.3405,0.3,4.833e-11,0.0,0.0,0.0,-0.2593,0.009393,0.01883,7.119e-12,0.0,0.0,-0.2067,0.0,1.123e-12,-0.3184,3.24e-13,0.0005781,-0.2541,0.0,0.0004638,0.0,0.0,0.0,0.0,0.0,4.066e-13
2.862e-06,0.001084,2.988e-09,1125.0,6.001e-13,1404.0,-0.01971,-28.58,-27.54,-6.581,-31.97,-20.71,-9.075,-34.51,-23.26,-13.14,-38.79,-28.09,-18.85,-45.12,-36.21,0.2486,0.3001,0.2994,1.168e-10,1.2e-10,1.197e-10,0.003671,0.01735,0.01731,1.08e-10,1.137e-10,1.136e-10,1.0,2.0,0.0208,0.006131,5.367e-11,4.711e-11,5.2e-11,4.76e-11,0.1877,4.764e-11,0.02396,0.327,0.2731,5.335e-11,1.603e-11,2.109e-11,0.0133,-0.005793,0.01182,0.1753,2.035e-11,1.586e-11,0.198,-0.007063,1.812e-11,1.405e-11,-0.0232,1.719e-12,0.0003208,-0.1508,0.0,0.007069,0.0,0.0,0.0,0.0,0.0,2.424e-12
4.905999999999999e-06,0.002017,1.636e-09,797.6,6.139e-13,471.5,-0.01965,-37.11,-32.29,-6.585,-43.86,-31.96,-9.089,-46.57,-35.48,-13.16,-51.12,-42.99,-18.88,-57.49,-54.08,0.1682,0.2664,0.2395,1.334e-10,1.35e-10,1.348e-10,0.01461,0.02177,0.02008,1.247e-10,1.279e-10,1.279e-10,1.0,2.0,0.0135,0.003493,5.956e-11,5.636e-11,5.949e-11,5.714e-11,0.01395,5.78e-11,0.01392,0.1758,0.159,5.799e-11,0.0,1.214e-11,0.0,-0.01114,0.0002006,0.01885,1.155e-11,0.0,0.01931,-0.1269,-6.233e-12,4.429e-12,-0.009658,7.36e-14,3.928e-05,-0.1218,0.0,0.000724,0.0,0.0,0.0,0.0,0.0,1.709e-13
5.661999999999999e-06,0.0009947,9.507999999999999e-10,208.3,7.521000000000001e-13,1300.0,-0.01972,-11.25,-22.51,-6.581,-3.645,-0.761,-9.09,-6.477,-3.836,-13.17,-12.21,-11.09,-18.88,-20.84,-22.6,0.3581,0.3455,0.3442,9.621e-11,1.033e-10,1.031e-10,0.1758,0.004071,0.002398,5.317e-11,1.269e-12,2.636e-11,2.0,2.0,0.01346,0.0004048,3.862e-11,1.295e-12,3.666e-11,5.938e-12,0.1498,5.679e-12,0.02985,0.2968,0.2879,3.637e-11,0.0,0.0,0.0,-0.2302,0.01018,0.004792,9.339e-13,0.0,0.0,-0.3073,0.0,7.987e-13,-0.2975,3.122e-13,0.006736,-0.3115,0.0,0.001494,0.0,0.0,0.0,0.0,0.0,2.149e-13
4.163e-06,0.0023889999999999,9.674e-10,1239.0,8.19e-13,152.2,-0.01974,-53.34,-42.29,-6.586,-58.99,-46.03,-9.085,-57.88,-45.6,-13.16,-57.57,-47.88,-18.87,-59.93,-54.79,-0.002729,0.1093,0.08916,1.143e-10,1.225e-10,1.225e-10,-0.0004359,0.0005288,0.0003977,6.768e-11,9.005e-11,8.988e-11,1.0,2.0,6.274e-06,-0.0005095,4.261e-11,0.0,4.257e-11,1.257e-12,-0.04497,0.0,0.0,0.05158,0.0456,3.394e-11,0.0,0.0,0.0,-0.0005828,1.938e-06,0.0001461,8.364e-13,0.0,0.0,-0.07951,0.0,5.227e-13,-0.000484,3.698e-13,8.644e-07,-0.06458,0.0,0.0001325,0.0,0.0,0.0,0.0,0.0,8.848e-14
9.993e-06,0.0006491,2.7300000000000003e-09,198.7,1.0240000000000001e-13,428.3,-0.01965,-5.584,-11.18,-6.584,-9.541,-12.54,-9.103,-9.633,-10.11,-13.18,-15.37,-17.46,-18.87,-25.05,-31.36,0.2024,0.3902,0.3585,1.077e-10,1.175e-10,1.175e-10,0.2389,0.2921,0.2918,1.194e-10,1.259e-10,1.259e-10,2.0,2.0,0.2415,0.2052,4.115e-11,5.13e-11,4.114e-11,5.544e-11,0.04369,5.545e-11,0.2473,0.2101,0.2058,3.288e-11,1.537e-11,0.0,0.02466,-0.1031,0.02458,0.001229,1.016e-12,1.391e-11,0.0,-0.3176,0.0,1.085e-11,-0.1387,2.116e-13,0.0008172,-0.2049,0.0,0.0003061,0.0,0.0,0.0,0.0,0.0,2.383e-13
