fW,current,ind,Rd,Cs,Rs,channel 0.1G attenuation,stage 1 0.1G attenuation,stage 2 0.1G attenuation,channel 3.5G attenuation,stage 1 3.5G attenuation,stage 2 3.5G attenuation,channel 7G attenuation,stage 1 7G attenuation,stage 2 7G attenuation,channel 14G attenuation,stage 1 14G attenuation,stage 2 14G attenuation,channel 28G attenuation,stage 1 28G attenuation,stage 2 28G attenuation,eye_height Vout_1 7G,eye_maxHeight Vout_1 7G,eye_height_XY Vout_1 7G,eye_width Vout_1 7G,eye_maxWidth Vout_1 7G,eye_width_XY Vout_1 7G,eye_height Vout_2 7G,eye_maxHeight Vout_2 7G,eye_height_XY Vout_2 7G,eye_width Vout_2 7G,eye_maxWidth Vout_2 7G,eye_width_XY Vout_2 7G,Stage 1 Region,Stage 2 Region,eye_height_XY Vout_2 14G,eye_height Vout_2 14G,eye_height_XY Vout_1 14G,eye_maxHeight Vout_2 14G,eye_width Vout_1 14G,eye_maxWidth Vout_2 14G,eye_width_XY Vout_1 14G,eye_maxHeight Vout_1 14G,eye_height Vout_1 14G,eye_width_XY Vout_2 14G,eye_width Vout_2 14G,eye_maxWidth Vout_1 14G,eye_maxHeight Vout_1 28G,eye_height_XY Vout_2 28G,eye_height Vout_2 28G,eye_width_XY Vout_2 28G,eye_maxWidth Vout_1 28G,eye_maxHeight Vout_2 28G,eye_width_XY Vout_1 28G,eye_height Vout_1 28G,eye_width Vout_2 28G,eye_width Vout_1 28G,eye_maxWidth Vout_2 28G,eye_height_XY Vout_1 28G,eye_width Vout_1 56G,eye_height_XY Vout_2 56G,eye_width Vout_2 56G,eye_maxWidth Vout_1 56G,eye_maxHeight Vout_2 56G,eye_maxWidth Vout_2 56G,eye_height Vout_2 56G,eye_height_XY Vout_1 56G,eye_width_XY Vout_2 56G,eye_maxHeight Vout_1 56G,eye_width_XY Vout_1 56G,eye_height Vout_1 56G
2.719e-06,0.002126,3.761e-10,792.1,1.6180000000000005e-13,1255.0,-0.0197,-36.11,-38.11,-6.581,-41.3,-34.19,-9.074,-43.57,-34.87,-13.14,-47.28,-38.63,-18.84,-52.1,-45.26,0.168,0.188,0.188,1.4e-10,1.4e-10,1.4e-10,0.00682,0.0161,0.0161,1.35e-10,1.37e-10,1.37e-10,1.0,2.0,0.01625,0.01161,0.1895,0.01626,6.553e-11,6.027e-11,6.691e-11,0.1896,0.1601,6.027e-11,5.641e-11,6.701e-11,0.1224,0.01138,0.002854,2.311e-11,3.022e-11,0.01183,3.019e-11,0.01496,1.935e-11,2.862e-11,2.314e-11,0.1203,0.0,6.72e-05,0.0,0.0,0.0,0.0,-0.01339,0.0005591,7.579e-13,0.0,2.152e-12,-0.1053
8.798999999999998e-06,0.001367,9.472e-10,1377.0,1.355e-13,1432.0,-0.0196,-49.04,-46.6,-6.6,-39.15,-27.22,-9.11,-43.47,-35.82,-13.17,-51.46,-49.95,-18.87,-61.79,-66.43,0.0776,0.268,0.268,1.37e-10,1.38e-10,1.38e-10,-0.00314,0.000638,0.000563,5.13e-11,8.14e-11,8.14e-11,1.0,2.0,0.0002559,-0.006413,0.267,0.0002632,5.133e-11,1.11e-11,5.678e-11,0.2687,0.1478,1.088e-11,-8.353e-12,5.679e-11,0.0,1.263e-05,-0.005335,1.232e-13,0.0,0.0,4.728e-12,-0.2401,0.0,0.0,0.0,0.004758,0.0,5.967e-06,0.0,0.0,0.0,0.0,-0.003919,0.002127,1.293e-13,0.0,3.314e-13,-0.1664
7.431e-06,0.001368,2.84e-09,322.0,7.847000000000002e-13,1233.0,-0.0197,-7.032,-13.92,-6.593,0.833,8.841,-9.117,-3.715,2.64,-13.18,-11.5,-8.685,-18.88,-21.58,-23.22,0.242,0.313,0.312,9.03e-11,9.91e-11,9.9e-11,-0.353,0.00511,0.00247,3.69e-11,4.48e-12,4.47e-11,2.0,2.0,0.01982,-0.4749,0.1818,0.02199,2.925e-11,2.334e-12,2.691e-11,0.185,0.08485,2.084e-12,-1.418e-11,3.076e-11,0.0,0.01129,-0.5965,6.679e-13,0.0,0.0,3.065e-13,-0.3317,0.0,0.0,0.0,0.0006857,0.0,0.01159,0.0,0.0,0.0,0.0,-0.5243,0.0001931,7.491e-13,0.0,4.571e-14,-0.2575
1.912e-06,0.001286,1.703e-09,127.0,2.179e-13,1289.0,-0.0198,-18.07,-36.17,-6.578,-14.66,-22.82,-9.067,-15.32,-21.68,-13.13,-16.69,-20.36,-18.81,-17.3,-16.13,0.284,0.284,0.284,1.36e-10,1.38e-10,1.38e-10,0.0384,0.0344,0.0341,1.35e-10,1.37e-10,1.37e-10,2.0,2.0,0.03432,0.03433,0.2891,0.03451,6.322e-11,6.524e-11,6.51e-11,0.2915,0.1925,6.522e-11,6.267e-11,6.511e-11,0.2086,0.03539,-0.009687,2.952e-11,2.885e-11,0.0358,2.853e-11,0.03786,2.835e-11,2.803e-11,2.959e-11,0.1871,6.132e-12,0.06129,1.348e-11,8.448e-12,0.06429,1.375e-11,0.02657,0.05621,1.373e-11,0.05627,8.419e-12,-0.08624
7.538999999999999e-06,0.001902,1.073e-09,406.2,7.459000000000001e-13,295.8,-0.0196,-7.577,-4.616,-6.596,-11.76,-2.535,-9.11,-16.2,-9.421,-13.18,-24.19,-22.14,-18.87,-35.03,-38.42,0.105,0.277,0.244,1.32e-10,1.34e-10,1.34e-10,0.393,0.524,0.524,1.04e-10,1.16e-10,1.16e-10,1.0,2.0,0.163,-0.1089,0.09991,0.1675,4.247e-11,4.353e-11,4.946e-11,0.1003,-0.07825,4.352e-11,3.548e-11,4.948e-11,0.0,0.0007182,-0.3829,4.005e-13,0.0,0.0,4.391e-13,-0.1442,0.0,0.0,0.0,0.0001615,0.0,0.0005397,0.0,0.0,0.0,0.0,-0.2637,0.0004912,2.679e-13,0.0,2.145e-13,-0.1215
1.0229999999999998e-06,0.001528,6.556e-10,1459.0,7.285000000000002e-13,921.3,-0.0198,-37.07,-35.18,-6.58,-41.9,-35.4,-9.069,-44.19,-37.7,-13.13,-47.58,-41.29,-18.82,-51.37,-45.78,0.0422,0.125,0.0983,1.12e-10,1.16e-10,1.15e-10,0.00188,0.00398,0.00324,1.12e-10,1.16e-10,1.14e-10,1.0,2.0,0.002047,0.0001028,0.05586,0.002569,3.671e-11,4.563e-11,4.143e-11,0.06737,-0.004554,4.399e-11,4.037e-11,4.152e-11,0.0,0.0004175,-0.001295,5.787e-12,0.0,0.0,1.779e-12,-0.05764,0.0,0.0,0.0,0.000587,0.0,1.368e-05,0.0,0.0,0.0,0.0,-0.002368,0.0005579,1.229e-13,0.0,3.392e-13,-0.07036
6.285e-06,0.002195,6.117999999999999e-10,1448.0,2.823e-13,417.4,-0.0198,-44.96,-35.75,-6.597,-47.77,-34.94,-9.101,-50.45,-39.95,-13.17,-55.76,-50.22,-18.88,-63.09,-63.35,0.0323,0.112,0.0985,1.32e-10,1.35e-10,1.35e-10,-0.00067,3.62e-05,5.23e-06,-1.55e-11,2.19e-11,4.27e-12,1.0,2.0,4.743e-06,-0.0005875,0.06338,0.0,5.39e-11,0.0,5.791e-11,0.06661,-0.03251,2.481e-12,0.0,5.798e-11,0.0,1.801e-06,-0.0004885,1.985e-13,0.0,6.624e-06,2.071e-12,-0.07108,-2.112e-11,0.0,1.051e-12,0.001092,0.0,1.809e-06,0.0,0.0,0.0,0.0,-0.0003904,0.0001556,2.414e-13,0.0,1.758e-13,-0.06012
8.982e-06,0.0007086,2.434e-09,453.0,2.234e-13,1143.0,-0.0197,-4.948,-9.868,-6.589,0.167,7.271,-9.119,-4.672,0.381,-13.18,-13.84,-14.05,-18.87,-24.65,-30.15,0.273,0.394,0.394,1.25e-10,1.31e-10,1.31e-10,-0.222,0.163,0.142,8.64e-11,1.08e-10,1.08e-10,2.0,2.0,0.06338,-0.537,0.393,0.0,4.18e-11,0.0,4.974e-11,0.3935,0.1148,1.491e-11,0.0,4.977e-11,0.0,0.001134,-0.4659,1.667e-13,0.0,0.0,6.554e-13,-0.2952,0.0,0.0,0.0,0.002666,0.0,0.002396,0.0,0.0,0.0,0.0,-0.3978,0.003328,1.904e-13,0.0,1.268e-13,-0.2398
6.991e-06,0.001986,2.922e-09,995.9,1.5640000000000005e-13,1093.0,-0.0196,-48.31,-46.58,-6.592,-42.68,-31.12,-9.103,-45.92,-35.51,-13.17,-52.41,-47.49,-18.88,-61.25,-62.25,0.14,0.166,0.165,1.34e-10,1.36e-10,1.36e-10,-0.000213,0.000928,0.000782,9.62e-11,1.08e-10,1.08e-10,1.0,2.0,1.205e-06,-0.001251,0.1311,0.0,5.714e-11,0.0,6.088e-11,0.1479,0.06261,1.211e-13,0.0,6.09e-11,0.03128,4.781e-06,-0.0009371,2.193e-13,2.243e-11,0.0,2.235e-11,-0.05761,0.0,1.611e-11,0.0,0.03061,0.0,2.131e-06,0.0,0.0,0.0,0.0,-0.0007469,2.185e-05,4.16e-13,0.0,6.677e-14,-0.07641
2.814e-06,0.001967,3.17e-10,543.5,7.079e-13,958.9,-0.0197,-19.01,-21.7,-6.581,-20.67,-13.72,-9.075,-23.21,-16.22,-13.14,-27.62,-21.08,-18.85,-34.43,-29.46,0.161,0.254,0.228,1.19e-10,1.22e-10,1.22e-10,0.204,0.139,0.138,9.75e-11,1.1e-10,1.1e-10,1.0,2.0,0.1744,0.09396,0.1547,0.179,4.809e-11,3.957e-11,4.921e-11,0.1848,0.06774,3.937e-11,3.693e-11,4.934e-11,0.0,0.03023,-0.08998,9.115e-12,0.0,0.03023,9.467e-12,-0.1025,6.809e-12,0.0,9.407e-12,0.02795,0.0,0.002864,0.0,0.0,0.0,0.0,-0.248,0.0008026,5.098e-13,0.0,4.902e-14,-0.1382
1.347e-06,0.00155,1.397e-09,1435.0,4.3180000000000005e-14,1390.0,-0.0197,-40.62,-40.1,-6.58,-47.62,-44.13,-9.069,-50.02,-44.02,-13.13,-52.35,-44.8,-18.82,-54.21,-46.66,0.0707,0.124,0.11,1.32e-10,1.35e-10,1.35e-10,0.000604,0.0021,0.00157,1.17e-10,1.24e-10,1.24e-10,1.0,2.0,0.001018,0.0003629,0.103,0.001375,6.26e-11,5.142e-11,6.353e-11,0.1103,0.07872,5.131e-11,4.442e-11,6.354e-11,0.1048,0.0005491,-0.0001097,1.605e-11,2.993e-11,0.0,2.957e-11,0.05034,0.0,2.943e-11,0.0,0.08955,1.156e-11,2.219e-05,0.0,1.273e-11,0.0,0.0,-0.0009589,0.04818,2.505e-13,0.05356,1.244e-11,-0.01499
4.434999999999999e-06,0.002484,7.952e-11,354.6,6.753e-13,857.7,-0.0197,-13.66,-18.44,-6.583,-13.08,-6.196,-9.087,-15.94,-9.227,-13.16,-21.46,-16.42,-18.88,-30.41,-29.07,0.0286,0.0833,0.0682,1.11e-10,1.16e-10,1.16e-10,0.0578,0.0532,0.0528,8.93e-11,1.05e-10,1.05e-10,1.0,2.0,0.05591,0.0003685,0.03708,0.0577,4.336e-11,2.56e-11,4.246e-11,0.04284,-0.01141,2.538e-11,1.844e-11,4.259e-11,0.0,0.0006132,-0.07095,6.59e-13,0.0,0.0,5.032e-12,-0.05007,0.0,0.0,0.0,0.003832,0.0,0.0001207,0.0,0.0,0.0,0.0,-0.0909,0.0002616,7.102e-14,0.0,1.798e-13,-0.04836
1.562e-06,0.001085,4.372e-10,1435.0,6.705e-13,778.9,-0.0197,-31.48,-27.36,-6.58,-36.51,-26.98,-9.07,-38.95,-29.41,-13.13,-42.83,-33.59,-18.82,-47.93,-39.73,0.176,0.344,0.294,1.24e-10,1.27e-10,1.26e-10,0.00753,0.0146,0.0126,1.19e-10,1.23e-10,1.22e-10,1.0,2.0,0.008528,0.003141,0.1932,0.01065,4.881e-11,5.067e-11,5.196e-11,0.2362,0.05471,5.023e-11,4.965e-11,5.24e-11,0.06258,0.003633,-0.004155,1.368e-11,1.335e-11,0.003722,1.325e-11,-0.09918,1.232e-11,1.136e-11,1.452e-11,0.06201,0.0,1.393e-05,0.0,0.0,0.0,0.0,-0.009026,0.0005538,1.664e-13,0.0,2.003e-13,-0.1842
2.376e-06,0.0007918,2.115e-09,1069.0,1.175e-13,846.2,-0.0197,-11.11,-8.919,-6.58,-15.36,-8.403,-9.073,-17.32,-8.465,-13.14,-21.45,-12.08,-18.84,-27.92,-19.45,0.277,0.317,0.307,1.37e-10,1.39e-10,1.39e-10,0.088,0.119,0.115,1.4e-10,1.41e-10,1.41e-10,1.0,2.0,0.1116,0.1351,0.2952,0.113,6.718e-11,6.787e-11,6.777e-11,0.2962,0.2795,6.787e-11,6.684e-11,6.778e-11,0.2708,0.1146,0.06678,3.073e-11,3.236e-11,0.1151,3.23e-11,0.132,2.952e-11,3.223e-11,3.074e-11,0.2396,1.229e-11,0.04863,1.102e-11,1.321e-11,0.04926,1.218e-11,-0.0127,0.1258,1.216e-11,0.1269,1.313e-11,-0.009676
5.981e-06,0.002034,1.2150000000000003e-09,687.0,8.088e-13,13.82,-0.0196,-31.32,-19.18,-6.588,-38.27,-26.97,-9.097,-41.71,-32.23,-13.17,-48.04,-42.33,-18.88,-56.93,-56.4,-0.0656,0.159,0.135,8.37e-11,1e-10,9.99e-11,-0.0376,0.0388,0.0361,7.96e-11,9.71e-11,9.7e-11,1.0,2.0,5.911e-05,-0.05947,0.01065,0.001041,-1.164e-11,4.134e-12,8.166e-12,0.01089,-0.1411,1.88e-12,-2.006e-11,8.349e-12,0.0,0.000106,-0.04632,6.559e-13,0.0,0.0,6.021e-13,-0.1635,0.0,0.0,0.0,0.0009914,0.0,3.072e-05,0.0,0.0,0.0,0.0,-0.03234,0.0006441,1.85e-13,0.0,3.19e-13,-0.1279
6.201e-06,0.002225,2.123e-10,1413.0,9.653e-13,84.78,-0.0198,-72.95,-59.51,-6.596,-58.61,-45.47,-9.101,-58.51,-48.11,-13.17,-60.34,-54.7,-18.88,-64.81,-64.88,-0.0531,0.0964,0.081,9.64e-11,1.09e-10,1.1e-10,-0.00028,0.000134,0.000123,1.67e-11,4.94e-11,4.92e-11,1.0,2.0,9.573e-07,-0.0004606,0.02184,0.0,5.125e-12,0.0,2.339e-11,0.02196,-0.08314,4.57e-13,0.0,2.343e-11,0.0,7.108e-07,-0.0003875,3.795e-13,0.0,0.0,6.481e-14,-0.1006,0.0,0.0,0.0,9.489e-05,0.0,4.208e-07,0.0,0.0,0.0,0.0,-0.0002704,0.0001991,5.077e-14,0.0,1.686e-13,-0.06864
4.769e-06,0.001178,2.02e-10,1005.0,3.382e-13,923.8,-0.0197,-30.31,-27.74,-6.584,-35.54,-23.45,-9.087,-38.39,-26.84,-13.16,-43.59,-35.06,-18.88,-51.59,-48.0,0.507,0.408,0.408,1.31e-10,1.34e-10,1.34e-10,0.0389,0.029,0.029,1.24e-10,1.3e-10,1.29e-10,1.0,2.0,0.02952,0.01162,0.4197,0.02981,5.464e-11,5.148e-11,5.936e-11,0.4205,0.3211,5.147e-11,4.506e-11,5.936e-11,0.153,0.0009121,-0.02048,6.061e-12,2.011e-11,0.001926,2.003e-11,-0.05714,7.629e-12,1.787e-11,7.303e-12,0.1469,0.0,6.425e-05,0.0,0.0,0.0,0.0,-0.02935,0.0006456,1.69e-13,0.0,4.49e-14,-0.2676
5.216999999999999e-06,0.0012649999999999,2.171e-09,183.3,4.244e-13,1236.0,-0.0197,-12.86,-25.71,-6.576,-4.621,-2.742,-9.082,-5.764,-2.502,-13.17,-9.15,-4.96,-18.89,-16.26,-13.01,0.363,0.322,0.322,1.19e-10,1.24e-10,1.24e-10,0.0558,0.0257,0.0247,1.12e-10,1.21e-10,1.21e-10,2.0,2.0,0.03072,-0.1627,0.3508,0.03155,4.862e-11,1.454e-12,5.17e-11,0.3515,0.2408,4.17e-11,2.977e-11,5.172e-11,0.08099,0.02416,-0.1646,3.666e-12,1.277e-11,0.02743,9.73e-12,-0.1313,-1.888e-12,1.097e-11,3.873e-12,0.08097,0.0,0.005125,0.0,0.0,0.0,0.0,-0.3661,0.002892,2.783e-13,0.0,1.992e-13,-0.2648
4.283e-06,0.001469,2.211e-09,693.9,6.311000000000001e-13,1391.0,-0.0197,-22.95,-25.06,-6.583,-24.52,-13.88,-9.084,-27.32,-16.99,-13.16,-32.44,-23.78,-18.88,-40.66,-35.51,0.24,0.272,0.27,1.12e-10,1.16e-10,1.16e-10,0.148,0.0745,0.0723,8.9e-11,1.03e-10,1.03e-10,1.0,2.0,0.1123,0.04446,0.2841,0.1147,4.801e-11,3.273e-11,4.837e-11,0.311,0.1952,3.272e-11,3.082e-11,4.955e-11,0.09854,0.01378,-0.1103,3.765e-12,1.358e-11,0.0,1.179e-11,-0.1277,0.0,7.182e-12,0.0,0.09716,0.0,0.002541,0.0,0.0,0.0,0.0,-0.2267,0.0002774,2.733e-13,0.0,4.009e-14,-0.2316
7.126e-06,0.002029,1.351e-09,1027.0,3.377e-13,246.1,-0.0196,-47.45,-37.56,-6.593,-49.78,-37.72,-9.105,-52.38,-42.93,-13.17,-57.64,-53.4,-18.88,-64.42,-66.04,-0.0134,0.145,0.124,1.12e-10,1.21e-10,1.21e-10,-0.00112,0.000682,0.000659,4.44e-11,7.08e-11,7.06e-11,1.0,2.0,2.174e-06,-0.001435,0.05279,0.0,3.135e-11,0.0,3.892e-11,0.05321,-0.06899,2.044e-13,0.0,3.892e-11,0.0,1.981e-06,-0.001258,2.091e-13,0.0,0.0,1.161e-13,-0.1053,0.0,0.0,0.0,0.000197,0.0,8.393e-07,0.0,0.0,0.0,0.0,-0.0008679,0.0003666,1.102e-13,0.0,4.9e-13,-0.09387
9.451e-06,0.0005896,8.991e-10,503.7,9.059e-13,1237.0,-0.0197,-3.133,-6.251,-6.608,0.306,7.643,-9.116,-6.111,-2.677,-13.17,-15.37,-17.25,-18.87,-26.67,-34.35,0.279,0.345,0.286,5.71e-11,7.08e-11,6.99e-11,0.134,0.0,0.0324,0.0,0.0,1.61e-12,2.0,2.0,0.01604,-0.2392,0.005869,0.0,0.0,0.0,3.058e-12,0.0,-0.2466,1.259e-12,0.0,0.0,0.0,0.009842,-0.3364,1.059e-12,0.0,0.0,1.689e-13,-0.3571,0.0,0.0,0.0,0.001062,0.0,0.000907,0.0,0.0,0.0,0.0,-0.3476,0.0007553,4.176e-13,0.0,1.255e-13,-0.2982
1.6519999999999998e-06,0.001077,2.552e-10,748.2,1.016e-13,1343.0,-0.0197,-8.586,-12.44,-6.579,-9.832,-7.07,-9.069,-11.17,-6.52,-13.13,-14.99,-9.787,-18.83,-21.14,-16.41,0.226,0.248,0.242,1.4e-10,1.41e-10,1.41e-10,0.0924,0.138,0.131,1.42e-10,1.42e-10,1.42e-10,1.0,2.0,0.1345,0.08074,0.2404,0.1349,6.647e-11,6.529e-11,6.764e-11,0.2411,0.2398,6.529e-11,6.216e-11,6.765e-11,0.1951,0.1353,0.03688,2.472e-11,3.193e-11,0.1357,3.193e-11,0.07222,2.04e-11,3.11e-11,2.474e-11,0.1819,7.341e-12,0.001359,0.0,9.487e-12,0.0,0.0,-0.05471,0.04788,6.39e-13,0.04923,9.298e-12,-0.08649
1.6599999999999998e-06,0.001451,1.876e-09,1437.0,7.606000000000001e-13,596.8,-0.0197,-39.12,-33.83,-6.58,-44.82,-34.88,-9.07,-46.97,-37.02,-13.13,-49.96,-40.22,-18.82,-53.09,-44.15,0.185,0.358,0.307,1.25e-10,1.28e-10,1.28e-10,0.00386,0.00767,0.00646,1.24e-10,1.28e-10,1.27e-10,1.0,2.0,0.004303,0.001341,0.206,0.005855,5.033e-11,5.334e-11,5.458e-11,0.2527,0.05033,5.297e-11,4.923e-11,5.47e-11,0.0,0.002478,-0.001632,1.634e-11,0.0,0.002779,1.518e-11,-0.0844,1.341e-11,0.0,1.645e-11,0.08084,0.0,1.636e-05,0.0,0.0,0.0,0.0,-0.003395,0.0001399,2.654e-13,0.0,1.331e-13,-0.162
3.014e-06,0.002406,3.12e-10,25.64,9.062e-13,639.8,-0.0197,-26.18,-52.4,-6.579,-23.54,-40.64,-9.071,-25.2,-41.49,-13.13,-27.39,-41.8,-18.84,-29.63,-40.62,0.0559,0.148,0.122,1.18e-10,1.21e-10,1.2e-10,0.00647,0.00863,0.0086,1.11e-10,1.18e-10,1.18e-10,2.0,2.0,0.009085,0.005562,0.0735,0.0104,4.576e-11,4.841e-11,4.764e-11,0.08825,-0.01257,4.778e-11,4.868e-11,4.806e-11,0.0,0.005881,0.001692,1.715e-11,0.0,0.006817,3.827e-12,-0.08143,2.091e-11,0.0,1.891e-11,0.004382,0.0,0.00192,0.0,0.0,0.0,0.0,-0.002867,0.000158,4.516e-12,0.0,3.92e-13,-0.08625
4.873e-06,0.002496,1.64e-09,1366.0,8.19e-13,667.0,-0.02,-36.29,-29.67,-6.599,-63.16,-49.72,-9.096,-61.94,-50.11,-13.17,-60.24,-52.04,-18.88,-62.62,-59.58,0.0195,0.077,0.0634,1.14e-10,1.18e-10,1.17e-10,-6.98e-05,0.000129,9.75e-05,1.15e-10,1.19e-10,1.18e-10,1.0,2.0,5.471e-05,9.87e-06,0.03394,7.079e-05,4.325e-11,4.548e-11,4.317e-11,0.03967,-0.02125,4.5e-11,4.003e-11,4.345e-11,0.0,5.387e-06,-0.0001949,1.215e-12,0.0,0.0,3.311e-12,-0.05739,0.0,0.0,0.0,0.001372,0.0,9.475e-08,0.0,0.0,0.0,0.0,-0.0001306,0.0002285,2.184e-14,0.0,9.15e-14,-0.04374
7.045e-06,0.002452,2.386e-09,443.0,2.988e-14,1162.0,-0.0196,-27.83,-32.93,-6.592,-35.0,-38.23,-9.102,-38.91,-38.67,-13.17,-46.17,-41.99,-18.87,-55.39,-55.87,-0.0122,0.019,0.0163,8.3e-11,9.96e-11,9.95e-11,-0.00189,0.0137,0.00786,1.39e-10,1.4e-10,1.4e-10,1.0,2.0,0.006287,-0.0007492,0.0009393,0.008503,-1.255e-11,5.992e-11,6.485e-12,0.0009975,-0.01877,5.982e-11,6.019e-11,6.686e-12,0.0,0.005712,-0.002619,1.973e-11,0.0,0.005738,1.212e-13,-0.02226,1.914e-11,0.0,1.979e-11,1.784e-05,0.0,2.275e-05,-7.544e-12,0.0,0.0001317,5.025e-13,-0.01092,3.44e-05,1.584e-13,0.0,2.003e-13,-0.01453
3.395e-06,0.001638,2.867e-09,1054.0,5.855e-14,1007.0,-0.0197,-39.43,-37.55,-6.582,-43.61,-38.32,-9.078,-44.89,-36.21,-13.15,-48.39,-37.82,-18.86,-53.51,-45.28,0.121,0.201,0.161,1.31e-10,1.34e-10,1.34e-10,0.00122,0.00461,0.00355,1.19e-10,1.26e-10,1.26e-10,1.0,2.0,0.002604,0.001626,0.1743,0.003121,6.039e-11,5.189e-11,6.253e-11,0.1809,0.1757,5.172e-11,4.808e-11,6.26e-11,0.1832,0.00178,0.001655,1.774e-11,2.883e-11,0.002182,2.846e-11,0.1624,1.71e-11,2.812e-11,1.819e-11,0.1823,1.208e-11,4.968e-05,0.0,1.305e-11,0.0,0.0,-0.001965,0.09918,4.406e-13,0.09922,1.302e-11,0.01053
2.278e-06,0.001082,2.864e-09,544.2,4.365000000000001e-13,339.6,-0.0197,-0.0263,1.01,-6.579,-2.995,1.895,-9.072,-4.868,0.718,-13.14,-8.356,-2.084,-18.84,-13.39,-5.803,0.292,0.486,0.433,1.34e-10,1.36e-10,1.36e-10,0.608,0.637,0.636,1.42e-10,1.42e-10,1.42e-10,2.0,2.0,0.6382,0.5569,0.3185,0.6384,5.939e-11,7.004e-11,6.266e-11,0.3864,0.1488,7.004e-11,6.963e-11,6.265e-11,0.2235,0.5249,0.3759,3.349e-11,2.529e-11,0.5425,2.517e-11,0.01125,3.287e-11,2.328e-11,3.351e-11,0.1937,2.912e-12,0.3563,1.294e-11,5.569e-12,0.3567,1.414e-11,0.1621,0.03903,1.411e-11,0.03909,5.568e-12,-0.1061
5.054e-06,0.001884,1.683e-09,531.9,8.316000000000001e-13,1405.0,-0.0197,-22.19,-25.65,-6.585,-23.04,-12.91,-9.09,-26.09,-16.71,-13.17,-31.84,-24.93,-18.88,-40.94,-38.21,0.0805,0.195,0.176,9.87e-11,1.04e-10,1.03e-10,0.0406,0.0331,0.0279,5.61e-11,7.49e-11,7.35e-11,1.0,2.0,0.05668,-0.00955,0.102,0.05805,3.531e-11,1.005e-11,3.353e-11,0.1167,0.006957,9.632e-12,7.989e-12,3.433e-11,0.0,0.00509,-0.2985,1.082e-12,0.0,0.005452,7.219e-13,-0.1451,-1.213e-11,0.0,1.087e-12,0.001089,0.0,0.001352,0.0,0.0,0.0,0.0,-0.2659,0.0005704,4.434e-13,0.0,1.079e-13,-0.1533
1.019e-06,0.001454,1.964e-09,1021.0,7.595e-13,69.94,-0.0198,-20.36,-17.75,-6.58,-26.81,-23.94,-9.069,-29.23,-26.21,-13.13,-33.21,-30.09,-18.82,-38.71,-35.49,-0.0151,0.133,0.101,8.69e-11,1.06e-10,1.06e-10,-0.0018,0.0385,0.0294,9.38e-11,1.09e-10,1.09e-10,1.0,2.0,0.0126,-0.006622,0.04043,0.0,0.0,0.0,2.84e-11,0.0,-0.02647,3.024e-11,0.0,0.0,0.0,0.001353,-0.02281,3.058e-12,0.0,0.0,3.908e-12,-0.07021,0.0,0.0,0.0,0.005158,0.0,7.609e-05,0.0,0.0,0.0,0.0,-0.02511,0.000293,2.408e-13,0.0,3.179e-13,-0.08695
1.591e-06,0.001459,7.483999999999998e-10,1331.0,2.363e-13,713.8,-0.0197,-36.85,-33.18,-6.58,-43.23,-34.78,-9.07,-45.48,-36.48,-13.13,-48.73,-39.83,-18.82,-52.31,-44.29,0.269,0.33,0.313,1.38e-10,1.39e-10,1.39e-10,0.00919,0.01,0.01,1.41e-10,1.42e-10,1.42e-10,1.0,2.0,0.008425,0.005252,0.2517,0.009609,6.501e-11,7.003e-11,6.656e-11,0.2861,0.1561,6.996e-11,6.985e-11,6.657e-11,0.1618,0.005449,-0.0002712,3.061e-11,2.712e-11,0.006192,2.704e-11,-0.019,2.826e-11,2.469e-11,3.061e-11,0.1509,0.0,0.0009257,0.0,0.0,0.0,0.0,-0.00355,0.0008018,4.874e-12,0.0,1.737e-13,-0.1287
4.442e-06,0.001851,2.735e-09,1457.0,1.1280000000000001e-13,444.8,-0.0197,-54.94,-46.27,-6.585,-44.34,-33.6,-9.086,-44.88,-32.94,-13.16,-48.81,-38.88,-18.88,-55.67,-50.61,0.102,0.202,0.176,1.18e-10,1.25e-10,1.25e-10,-0.000643,0.000573,0.000409,5.36e-11,7.54e-11,7.5e-11,1.0,2.0,5.902e-06,-0.001636,0.1318,0.0,4.649e-11,0.0,5.122e-11,0.1544,0.108,1.159e-12,0.0,5.134e-11,0.06973,8.714e-06,-0.002169,4.961e-13,1.683e-11,0.0,1.646e-11,0.009351,0.0,1.556e-11,0.0,0.06777,0.0,2.946e-06,0.0,0.0,0.0,0.0,-0.002037,0.0002124,1.195e-13,0.0,9.994e-14,-0.1186
6.38e-06,0.001035,2.783e-09,987.8,1.646e-13,1056.0,-0.0196,-27.26,-25.54,-6.589,-33.82,-22.76,-9.098,-37.31,-26.53,-13.17,-43.74,-37.62,-18.88,-53.11,-52.66,0.263,0.39,0.383,1.41e-10,1.41e-10,1.41e-10,-0.00971,0.0371,0.036,1.39e-10,1.4e-10,1.4e-10,1.0,2.0,0.03652,-0.001646,0.388,0.03652,5.78e-11,5.625e-11,6.197e-11,0.3881,0.23,5.624e-11,4.864e-11,6.198e-11,0.1755,4.253e-05,-0.03509,1.956e-13,2.332e-11,0.0,2.331e-11,0.01912,0.0,1.989e-11,0.0,0.1709,0.0,3.048e-05,0.0,0.0,0.0,0.0,-0.03554,0.0009545,4.991e-14,0.0,1.556e-13,-0.2718
