fW,current,ind,Rd,Cs,Rs,channel 0.1G attenuation,stage 1 0.1G attenuation,stage 2 0.1G attenuation,channel 3.5G attenuation,stage 1 3.5G attenuation,stage 2 3.5G attenuation,channel 7G attenuation,stage 1 7G attenuation,stage 2 7G attenuation,channel 14G attenuation,stage 1 14G attenuation,stage 2 14G attenuation,channel 28G attenuation,stage 1 28G attenuation,stage 2 28G attenuation,eye_height Vout_1 7G,eye_maxHeight Vout_1 7G,eye_height_XY Vout_1 7G,eye_width Vout_1 7G,eye_maxWidth Vout_1 7G,eye_width_XY Vout_1 7G,eye_height Vout_2 7G,eye_maxHeight Vout_2 7G,eye_height_XY Vout_2 7G,eye_width Vout_2 7G,eye_maxWidth Vout_2 7G,eye_width_XY Vout_2 7G,Stage 1 Region,Stage 2 Region,eye_height_XY Vout_2 14G,eye_height_XY Vout_1 14G,eye_width Vout_2 14G,eye_height Vout_2 14G,eye_width Vout_1 14G,eye_maxHeight Vout_2 14G,eye_maxWidth Vout_1 14G,eye_maxWidth Vout_2 14G,eye_maxHeight Vout_1 14G,eye_width_XY Vout_1 14G,eye_width_XY Vout_2 14G,eye_height Vout_1 14G,eye_maxWidth Vout_1 28G,eye_height Vout_2 28G,eye_height Vout_1 28G,eye_height_XY Vout_1 28G,eye_width Vout_2 28G,eye_width Vout_1 28G,eye_maxWidth Vout_2 28G,eye_width_XY Vout_2 28G,eye_maxHeight Vout_2 28G,eye_height_XY Vout_2 28G,eye_maxHeight Vout_1 28G,eye_width_XY Vout_1 28G,eye_maxWidth Vout_1 56G,eye_height Vout_2 56G,eye_height Vout_1 56G,eye_height_XY Vout_2 56G,eye_width_XY Vout_1 56G,eye_maxHeight Vout_1 56G,eye_height_XY Vout_1 56G,eye_width Vout_1 56G,eye_maxHeight Vout_2 56G,eye_width_XY Vout_2 56G,eye_width Vout_2 56G,eye_maxWidth Vout_2 56G
1.965e-06,0.001244,1.41e-09,1048.0,5.155000000000001e-13,1195.0,-0.01973,-27.05,-26.65,-6.58,-30.43,-21.5,-9.071,-32.9,-23.88,-13.13,-37.0,-28.18,-18.83,-42.83,-34.81,0.2024,0.305,0.3049,1.192e-10,1.228e-10,1.226e-10,0.01741,0.02804,0.02799,1.092e-10,1.169e-10,1.168e-10,1.0,2.0,0.0271,0.2343,4.637e-11,0.0146,5.293e-11,0.03248,5.362e-11,4.945e-11,0.2756,5.219e-11,4.883e-11,0.1259,1.95e-11,-0.01193,-0.05761,0.1283,1.305e-11,1.572e-11,1.542e-11,1.414e-11,0.01452,0.01289,0.1354,1.809e-11,0.0,-0.02958,-0.1857,0.0002483,4.936e-13,0.0,0.00135,0.0,0.0006433,2.164e-13,-4.314e-12,7.67e-13
9.430999999999998e-06,0.001494,2.7300000000000003e-09,471.8,8.939000000000002e-13,1150.0,-0.0196,-9.08,-11.98,-6.606,-9.128,0.3572,-9.115,-14.97,-9.881,-13.17,-23.86,-24.11,-18.87,-34.86,-40.42,0.2009,0.2967,0.2963,7.869e-11,8.714e-11,8.711e-11,-0.2946,0.0,0.03225,0.0,0.0,2.515e-11,1.0,2.0,0.001133,0.006222,0.0,-0.459,0.0,0.0,0.0,0.0,0.0,4.353e-12,3.979e-13,-0.1722,0.0,-0.4195,-0.2594,0.002855,0.0,0.0,0.0,7.861e-13,0.0,0.003479,0.0,2.88e-13,0.0,-0.3907,-0.2211,0.006772,3.388e-13,0.0,0.002799,0.0,0.0,1.191e-12,0.0,0.0
6.874999999999999e-06,0.0009037,6.472e-11,726.7,9.605e-13,422.8,-0.01962,-0.8133,4.073,-6.595,-4.301,6.555,-9.11,-8.827,-0.5378,-13.18,-16.75,-13.06,-18.88,-27.66,-29.66,0.5006,0.7243,0.6852,1.222e-10,1.254e-10,1.253e-10,0.5143,0.6017,0.6005,9.569e-11,1.081e-10,1.081e-10,1.0,2.0,0.247,0.3827,3.318e-11,0.1948,4.245e-11,0.2546,4.709e-11,3.445e-11,0.3884,4.702e-11,3.202e-11,0.02587,0.0,-0.349,-0.4489,0.002493,0.0,0.0,0.0,1.068e-13,0.0,0.00157,0.0,1.44e-13,0.0,-0.288,-0.3287,0.001763,1.134e-13,0.0,0.0009461,0.0,0.0,2.627e-13,0.0,0.0
9.046e-06,0.0013859999999999,5.214e-10,996.5,1.3530000000000001e-13,586.5,-0.01956,-39.39,-33.65,-6.601,-42.59,-33.05,-9.11,-46.46,-39.67,-13.17,-54.01,-53.11,-18.87,-63.55,-68.8,0.2947,0.3878,0.3821,1.14e-10,1.222e-10,1.222e-10,-0.0001288,0.005159,0.005158,7.995e-11,9.775e-11,9.76e-11,1.0,2.0,1.252e-05,0.2423,0.0,-0.005003,4.577e-11,0.0,4.865e-11,0.0,0.245,4.862e-11,7.801e-13,0.2044,0.0,-0.004227,-0.196,0.0002169,0.0,0.0,0.0,4.405e-13,0.0,1.215e-05,0.0,7.34e-13,0.0,-0.003499,-0.1506,2.876e-06,2.521e-13,0.0,0.001666,0.0,0.0,2.861e-13,0.0,0.0
2.122e-06,0.0005493999999999,2.201e-09,1207.0,1.819e-13,147.6,-0.01971,2.874,10.72,-6.58,-3.494,4.658,-9.073,-5.761,2.816,-13.14,-9.916,-1.143,-18.84,-16.67,-8.753,-0.005348,0.3162,0.2388,9.771e-11,1.113e-10,1.113e-10,0.01064,0.2479,0.1891,1.01e-10,1.135e-10,1.134e-10,1.0,2.0,0.09068,0.1083,3.096e-11,0.0002495,0.0,0.1162,0.0,3.762e-11,0.0,3.498e-11,3.754e-11,-0.0275,0.0,-0.04796,-0.1164,0.01158,0.0,0.0,0.0,4.402e-12,0.0,0.01274,0.0,2.159e-12,0.0,-0.1208,-0.1469,0.0007573,3.856e-13,0.0,0.0008688,0.0,0.0,3.655e-13,0.0,0.0
1.586e-06,0.001768,2.692e-09,285.8,5.572000000000001e-13,1030.0,-0.01975,-10.82,-21.42,-6.579,-10.05,-13.21,-9.069,-11.94,-14.5,-13.13,-14.36,-15.32,-18.81,-15.83,-12.95,0.1396,0.2667,0.2275,1.233e-10,1.269e-10,1.265e-10,0.05911,0.07328,0.07325,1.281e-10,1.31e-10,1.308e-10,2.0,2.0,0.08699,0.1548,6.37e-11,0.02671,5.34e-11,0.08904,5.403e-11,6.363e-11,0.197,5.371e-11,6.361e-11,0.0548,1.88e-11,0.02254,-0.04313,0.0774,3.077e-11,1.846e-11,3.084e-11,3.051e-11,0.1164,0.03242,0.08683,1.875e-11,0.0,0.09868,-0.07251,0.1189,9.351e-13,0.0,0.002579,0.0,0.1195,1.303e-11,1.256e-11,1.304e-11
4.951999999999999e-06,0.001211,1.292e-09,1430.0,3.405e-13,1091.0,-0.01965,-44.62,-40.37,-6.585,-56.76,-42.9,-9.089,-56.21,-43.56,-13.16,-56.56,-47.56,-18.88,-59.85,-56.1,0.3341,0.3598,0.3593,1.272e-10,1.311e-10,1.311e-10,0.003153,0.00344,0.003435,1.353e-10,1.364e-10,1.364e-10,1.0,2.0,0.003072,0.3749,6.575e-11,0.002103,5.134e-11,0.003495,5.649e-11,6.672e-11,0.3757,5.648e-11,6.656e-11,0.2933,1.776e-11,-0.0006929,-0.0911,0.1317,1.636e-11,1.623e-11,2.082e-11,2.07e-11,0.001492,0.001463,0.1355,1.763e-11,0.0,-0.002059,-0.2845,1.405e-05,1.389e-13,0.0,0.002002,0.0,0.0,1.928e-13,0.0,0.0
1.4719999999999998e-06,0.0009281,2.83e-09,56.84,2.789e-13,1178.0,-0.01976,-25.08,-50.21,-6.579,-20.29,-34.11,-9.067,-18.29,-27.59,-13.12,-16.64,-20.13,-18.8,-15.06,-11.38,0.2591,0.2932,0.2931,1.348e-10,1.369e-10,1.368e-10,-0.01175,0.01517,0.01503,1.343e-10,1.358e-10,1.356e-10,2.0,2.0,0.01492,0.2402,2.948e-11,-0.01431,6.686e-11,0.01576,6.724e-11,2.058e-11,0.2879,6.695e-11,4.022e-11,0.1429,3.076e-11,-0.1936,-0.0348,0.1343,0.0,3.001e-11,0.0,1.644e-11,0.0,0.0192,0.1951,3.075e-11,1.072e-11,-0.2547,-0.01964,0.01692,1.046e-11,0.07215,0.07168,9.269e-12,0.02255,8.147e-12,5.394e-12,8.24e-12
4.985e-06,0.00246,1.984e-09,1165.0,1.571e-13,249.7,-0.01971,-55.83,-46.05,-6.588,-47.29,-36.42,-9.091,-47.34,-36.18,-13.16,-51.17,-42.8,-18.88,-58.15,-54.94,-0.02236,0.05732,0.04529,1.013e-10,1.134e-10,1.134e-10,-0.0002045,0.0003256,0.0002557,6.919e-11,8.803e-11,8.776e-11,1.0,2.0,4.492e-06,0.01977,-1.601e-11,-0.0005391,2.308e-11,1.058e-05,3.333e-11,2.314e-12,0.0221,3.33e-11,4.561e-13,-0.03279,0.0,-0.0006065,-0.04461,0.0002161,0.0,0.0,0.0,3.704e-13,0.0,2.299e-06,0.0,3.288e-13,0.0,-0.0004226,-0.04193,2.122e-06,1.426e-13,0.0,0.000147,0.0,0.0,1.012e-13,0.0,0.0
5.177e-06,0.002125,2.568e-09,1388.0,9.838000000000001e-13,1324.0,-0.01973,-46.67,-42.07,-6.589,-63.39,-49.42,-9.092,-59.52,-47.48,-13.17,-59.06,-50.93,-18.88,-62.28,-59.43,0.02732,0.1181,0.09469,8.979e-11,9.51e-11,9.376e-11,-2.913e-05,0.000294,0.0002224,9.571e-11,9.868e-11,9.584e-11,1.0,2.0,0.0001126,0.04035,3.641e-11,8.525e-05,2.913e-11,0.0001512,2.66e-11,3.28e-11,0.047,2.61e-11,3.125e-11,-0.04292,0.0,-0.00036,-0.1184,0.00117,0.0,0.0,0.0,2.68e-13,0.0,1.035e-06,0.0,4.35e-13,0.0,-0.0003358,-0.101,7.639e-07,1.914e-13,0.0,0.0003531,0.0,0.0,8.462e-14,0.0,0.0
4.421999999999999e-06,0.002224,2.158e-09,1369.0,7.018e-13,983.8,-0.01976,-46.32,-41.51,-6.588,-63.79,-50.08,-9.088,-59.48,-46.91,-13.16,-58.33,-48.8,-18.88,-60.69,-55.96,0.07193,0.1363,0.1099,1.08e-10,1.125e-10,1.122e-10,6.464e-05,0.0004035,0.0003194,1.163e-10,1.187e-10,1.179e-10,1.0,2.0,0.0001834,0.06256,4.486e-11,-2.209e-05,4.3e-11,0.0002345,4.13e-11,4.725e-11,0.07349,4.081e-11,4.712e-11,-0.008593,0.0,-0.0001686,-0.08623,0.005494,0.0,0.0,0.0,1.795e-12,0.0,9.499e-06,0.0,5.728e-12,0.0,-0.0003975,-0.08598,1.466e-06,3.279e-13,0.0,0.0007497,0.0,0.0,7.121e-14,0.0,0.0
8.716e-06,0.0007541,1.198e-10,248.5,6.813e-13,194.1,-0.01963,0.09064,0.1591,-6.594,-3.121,0.3976,-9.11,-7.811,-6.406,-13.17,-16.43,-19.66,-18.87,-27.68,-36.62,0.4225,0.7459,0.6865,1.172e-10,1.247e-10,1.247e-10,0.7258,0.7411,0.741,1.364e-10,1.378e-10,1.378e-10,2.0,2.0,0.3681,0.2046,5.572e-11,0.1784,3.031e-11,0.3747,3.754e-11,5.818e-11,0.2085,3.714e-11,5.798e-11,-0.1649,0.0,-0.1794,-0.3519,0.003365,-1.059e-11,0.0,7.903e-12,7.319e-12,0.02819,0.01796,0.0,5.112e-13,0.0,-0.279,-0.3143,0.005023,2.38e-13,0.0,0.00119,0.0,0.0,7.367e-13,0.0,0.0
2.472e-06,0.001856,2.425e-09,107.9,2.23e-13,134.3,-0.01973,-9.018,-18.08,-6.579,-14.18,-21.85,-9.068,-13.98,-18.97,-13.13,-13.11,-13.24,-18.82,-11.43,-4.954,0.03555,0.2704,0.2102,9.918e-11,1.125e-10,1.125e-10,0.03209,0.1143,0.08385,1.346e-10,1.369e-10,1.369e-10,2.0,2.0,0.06798,0.09818,6.403e-11,0.0602,2.775e-11,0.09529,3.542e-11,6.582e-11,0.1253,3.537e-11,6.581e-11,-0.003752,0.0,0.01173,-0.08461,0.007925,3.093e-11,0.0,3.177e-11,3.175e-11,0.08945,0.08833,0.0,1.975e-12,0.0,-0.01109,-0.1257,0.1021,3.084e-13,0.0,0.002248,0.0,0.1112,1.494e-11,1.445e-11,1.517e-11
1.577e-06,0.002422,1.652e-09,1415.0,6.327000000000001e-13,1128.0,-0.01991,-39.42,-36.74,-6.59,-54.2,-44.57,-9.078,-55.27,-45.63,-13.14,-55.88,-46.45,-18.83,-56.73,-48.11,0.06912,0.1731,0.1421,1.152e-10,1.193e-10,1.179e-10,0.001016,0.001685,0.001337,1.088e-10,1.145e-10,1.144e-10,1.0,2.0,0.0008567,0.09266,4.202e-11,0.0002435,4.349e-11,0.001318,4.857e-11,4.347e-11,0.1142,4.848e-11,4.344e-11,0.008027,0.0,-0.0002856,-0.05706,0.02253,0.0,0.0,0.0,1.22e-11,0.0,0.0004486,0.0,9.015e-12,0.0,-0.001123,-0.09535,1.738e-05,1.66e-13,0.0,0.0004951,0.0,2.576e-05,3.269e-13,-5.353e-12,4.648e-13
4.514999999999999e-06,0.0008092999999999,1.885e-09,10.49,7.553e-13,1093.0,-0.01974,-36.41,-72.83,-6.578,-18.93,-31.36,-9.072,-15.24,-21.52,-13.14,-12.76,-12.59,-18.88,-13.12,-7.371,0.3749,0.3907,0.3899,1.073e-10,1.122e-10,1.121e-10,-0.04465,0.0,3.391e-05,0.0,0.0,8.134e-12,2.0,2.0,0.0001057,0.324,0.0,-0.2896,4.546e-11,0.0,4.644e-11,0.0,0.3621,4.41e-11,4.885e-12,0.2253,1.169e-11,-0.2452,-0.182,0.09614,0.0,7.134e-12,0.0,3.449e-12,0.0,0.002493,0.09693,9.813e-12,0.0,-0.1465,-0.3273,0.01098,2.037e-13,0.0,0.002877,0.0,0.0,2.873e-12,0.0,0.0
3.307e-06,0.002278,8.417e-10,875.0,8.371e-14,862.6,-0.01969,-41.3,-39.95,-6.582,-46.68,-41.17,-9.077,-48.42,-39.86,-13.15,-51.48,-41.96,-18.86,-55.44,-48.51,0.05721,0.09786,0.09027,1.315e-10,1.347e-10,1.347e-10,0.001824,0.003449,0.003067,1.284e-10,1.324e-10,1.324e-10,1.0,2.0,0.002525,0.08047,5.765e-11,0.001413,6.004e-11,0.002862,6.268e-11,5.978e-11,0.08785,6.266e-11,5.967e-11,0.05787,2.751e-11,-0.0001028,0.003341,0.05967,2.25e-11,2.604e-11,2.426e-11,2.406e-11,0.001783,0.001718,0.06322,2.746e-11,0.0,-0.002355,-0.06362,2.878e-06,1.95e-12,0.0,0.001325,0.0,0.0,8.706e-13,0.0,0.0
4.836e-06,0.002053,5.268e-11,467.1,1.461e-13,1487.0,-0.01967,-21.45,-28.16,-6.583,-21.4,-16.34,-9.088,-23.66,-15.73,-13.16,-29.08,-22.58,-18.88,-38.07,-36.25,0.1329,0.1449,0.1448,1.334e-10,1.358e-10,1.358e-10,-0.1614,0.06053,0.04511,1.389e-10,1.394e-10,1.393e-10,1.0,2.0,0.04142,0.1467,4.098e-11,-0.1292,5.709e-11,0.0495,6.055e-11,1.473e-11,0.1468,6.053e-11,5.2e-11,0.1109,2.464e-11,-0.1839,-0.01503,0.06203,0.0,2.185e-11,0.0,5.361e-12,0.0,0.03747,0.0625,2.464e-11,0.0,-0.1612,-0.08776,0.0004301,2.178e-13,0.0,0.0004337,0.0,0.0,7.328e-14,0.0,0.0
3.901e-06,0.0006396,1.782e-09,998.7,9.587e-13,1426.0,-0.0197,-1.76,-0.3719,-6.583,-1.667,9.27,-9.087,-4.77,5.717,-13.16,-10.5,-1.597,-18.88,-19.32,-13.9,0.1973,0.33,0.2974,9.591e-11,9.93e-11,9.9e-11,0.1476,0.1357,0.1332,7.781e-11,7.93e-11,7.872e-11,1.0,2.0,0.1481,0.1791,0.0,0.1584,3.761e-11,0.0,3.425e-11,0.0,0.2146,3.233e-11,1.889e-11,0.1249,7.803e-12,-0.1241,-0.1668,0.01947,0.0,1.821e-12,0.0,1.715e-12,0.0,0.002949,0.03109,5.003e-12,0.0,-0.2666,-0.304,0.003881,1.762e-13,0.0,0.001618,0.0,0.0,6.662e-14,0.0,0.0
1.017e-06,0.001751,2.997e-09,1469.0,1.8580000000000005e-13,1239.0,-0.01975,-40.93,-40.65,-6.58,-46.14,-40.03,-9.069,-48.12,-41.54,-13.13,-50.76,-44.06,-18.82,-53.26,-46.6,0.009574,0.1057,0.07979,1.029e-10,1.145e-10,1.144e-10,0.001025,0.002826,0.002131,1.175e-10,1.257e-10,1.257e-10,1.0,2.0,0.001474,0.04061,4.55e-11,-0.0002539,3.24e-11,0.001835,3.549e-11,5.179e-11,0.04715,3.516e-11,5.162e-11,-0.01152,0.0,-0.0003774,-0.03326,0.001766,-5.647e-12,0.0,1.591e-11,1.58e-11,0.0007537,0.0007377,0.0,5.522e-12,0.0,-0.0003082,-0.04921,2.158e-05,3.029e-13,0.0,0.0008372,0.0,0.0,1.512e-12,0.0,0.0
9.090999999999998e-06,0.001972,2.94e-09,1469.0,4.657e-13,189.6,-0.01967,-62.77,-50.08,-6.604,-49.67,-38.58,-9.111,-53.39,-47.1,-13.17,-60.39,-59.86,-18.87,-68.58,-74.0,-0.03945,0.1331,0.1168,1.008e-10,1.127e-10,1.126e-10,-0.0007434,0.0,8.386e-05,0.0,0.0,3.363e-11,1.0,2.0,6.862e-07,0.01253,0.0,-0.0008094,0.0,0.0,0.0,0.0,0.0,1.848e-11,4.817e-15,-0.1316,0.0,-0.000663,-0.1221,0.0008242,0.0,0.0,0.0,6.865e-14,0.0,1.438e-06,0.0,7.297e-13,0.0,-0.0004367,-0.09299,2.2e-06,8.266e-14,0.0,0.0001141,0.0,0.0,3.221e-13,0.0,0.0
2.03e-06,0.0008849,2.453e-09,1049.0,9.863e-13,480.0,-0.01972,-12.7,-8.247,-6.58,-17.46,-8.455,-9.072,-19.97,-10.91,-13.13,-24.15,-15.18,-18.83,-30.3,-21.78,0.2225,0.4593,0.3891,1.247e-10,1.275e-10,1.268e-10,0.08993,0.1874,0.1559,1.223e-10,1.258e-10,1.257e-10,1.0,2.0,0.1024,0.2604,5.266e-11,0.02891,5.108e-11,0.1292,5.512e-11,5.304e-11,0.3229,5.498e-11,5.297e-11,0.04928,1.682e-11,-0.05391,-0.08643,0.106,1.735e-11,1.421e-11,1.816e-11,1.765e-11,0.05071,0.04789,0.1148,1.585e-11,0.0,-0.0875,-0.1494,0.002107,1.864e-13,0.0,0.0008937,0.0,0.0,1.525e-12,0.0,0.0
9.11e-06,0.002156,1.9550000000000004e-09,836.6,6.81e-13,1485.0,-0.01955,-49.36,-49.57,-6.602,-60.34,-48.88,-9.111,-60.59,-54.22,-13.17,-63.5,-62.9,-18.87,-68.81,-74.08,-0.007462,0.05536,0.04332,5.224e-11,6.803e-11,6.714e-11,-0.0006364,0.0,0.0003787,0.0,0.0,3.649e-11,1.0,2.0,3.106e-06,0.0008914,0.0,-0.001787,0.0,0.0,0.0,0.0,0.0,4.151e-12,3.918e-13,-0.07657,0.0,-0.001529,-0.07938,3.724e-05,0.0,0.0,0.0,1.97e-13,0.0,4.553e-07,0.0,1.702e-13,0.0,-0.0009962,-0.05044,3.578e-06,1.502e-13,0.0,7.288e-05,0.0,0.0,6.445e-13,0.0,0.0
1.839e-06,0.001794,3.513e-10,1423.0,1.3940000000000004e-13,695.2,-0.01974,-44.52,-39.81,-6.581,-53.01,-44.48,-9.071,-54.52,-44.72,-13.13,-54.91,-44.97,-18.83,-55.65,-46.89,0.1853,0.238,0.2262,1.299e-10,1.337e-10,1.337e-10,0.0009624,0.002474,0.001968,1.172e-10,1.247e-10,1.246e-10,1.0,2.0,0.001273,0.1881,4.215e-11,0.000331,5.923e-11,0.001615,6.131e-11,4.922e-11,0.2138,6.127e-11,4.905e-11,0.1586,2.555e-11,-9.523e-05,0.01893,0.124,1.05e-11,2.401e-11,1.242e-11,1.207e-11,0.0006529,0.0005106,0.1394,2.531e-11,0.0,-0.001811,-0.1097,8.252e-06,1.172e-12,0.0,0.00303,0.0,0.0,1.967e-13,0.0,0.0
5.197e-06,0.001817,7.427e-10,17.96,6.985000000000001e-13,856.9,-0.01973,-29.95,-59.92,-6.578,-20.74,-35.0,-9.077,-19.35,-29.74,-13.15,-18.81,-24.65,-18.88,-20.99,-23.27,0.1975,0.2755,0.2734,1.157e-10,1.189e-10,1.189e-10,0.005345,0.005732,0.005421,1.23e-10,2.924e-12,1.283e-10,2.0,2.0,0.006713,0.1879,5.049e-11,0.01862,4.751e-11,0.006815,4.827e-11,5.565e-11,0.2053,4.782e-11,5.551e-11,0.07693,0.0,0.000482,-0.1646,0.00432,1.678e-11,0.0,1.955e-11,1.948e-11,0.01207,0.01165,0.0,5.234e-12,0.0,-0.01798,-0.1634,0.003938,1.738e-13,0.0,0.0006823,0.0,0.004057,4.932e-12,1.685e-12,4.991e-12
9.151999999999998e-06,0.001321,1.592e-09,387.1,3.739e-13,884.1,-0.01965,-4.41,-8.403,-6.602,0.2022,8.569,-9.122,-5.904,-0.923,-13.17,-15.34,-15.86,-18.87,-26.42,-32.42,0.3703,0.3906,0.3905,1.182e-10,1.241e-10,1.241e-10,-0.1947,0.1624,0.1127,7.256e-11,3.201e-11,9.708e-11,2.0,2.0,0.1301,0.2595,0.0,-0.5776,4.281e-11,0.0,5.11e-11,0.0,0.2619,5.11e-11,1.009e-11,0.08918,0.0,-0.5874,-0.2645,0.001838,-1.445e-11,0.0,7.905e-13,2.167e-13,0.008392,0.002025,0.0,5.264e-13,0.0,-0.4736,-0.2238,0.00275,1.044e-13,0.0,0.00169,0.0,0.0,1.501e-13,0.0,0.0
8.877e-06,0.002214,2.023e-09,747.8,7.071000000000001e-13,1191.0,-0.01956,-45.23,-45.12,-6.601,-55.57,-44.09,-9.111,-58.15,-51.52,-13.17,-62.24,-61.3,-18.87,-67.92,-72.8,-0.005043,0.05593,0.04475,6.528e-11,7.934e-11,7.843e-11,-0.001071,0.0,0.001116,0.0,0.0,4.233e-11,1.0,2.0,5.164e-06,0.0005128,0.0,-0.005265,0.0,0.0,0.0,0.0,0.0,1.828e-12,4.982e-13,-0.07269,0.0,-0.003251,-0.0671,0.0002289,0.0,0.0,0.0,1.751e-13,0.0,4.408e-06,0.0,2.972e-13,0.0,-0.002141,-0.04325,1.019e-05,1.542e-13,0.0,6.063e-05,0.0,0.0,5.478e-13,0.0,0.0
1.864e-06,0.0008759,2.476e-09,1417.0,6.192000000000001e-13,86.27,-0.01973,-24.25,-14.75,-6.58,-30.79,-20.82,-9.071,-33.28,-23.07,-13.13,-37.36,-27.25,-18.83,-43.1,-33.79,0.05536,0.3589,0.2759,1e-10,1.126e-10,1.124e-10,0.001342,0.02789,0.02116,1.006e-10,1.129e-10,1.127e-10,1.0,2.0,0.01013,0.1302,2.809e-11,-0.005941,2.71e-11,0.01303,3.633e-11,3.717e-11,0.1693,3.63e-11,3.716e-11,-0.02654,0.0,-0.01307,-0.1424,0.01036,0.0,0.0,0.0,2.173e-12,0.0,0.001004,0.0,2.302e-12,0.0,-0.01395,-0.1663,2.584e-05,1.015e-12,0.0,0.001543,0.0,0.0,4.791e-14,0.0,0.0
7.695999999999999e-06,0.00231,1.312e-09,577.1,7.443e-13,648.7,-0.01959,-34.11,-32.65,-6.595,-39.63,-28.34,-9.107,-43.86,-36.08,-13.17,-51.25,-48.68,-18.87,-60.68,-63.79,0.005242,0.07313,0.06177,1.042e-10,1.113e-10,1.109e-10,0.01335,0.04764,0.04166,5.003e-11,7.453e-11,7.444e-11,1.0,2.0,0.0008886,0.01904,0.0,-0.04045,3.149e-11,0.0,2.961e-11,0.0,0.02058,2.956e-11,3.421e-12,-0.04099,0.0,-0.04751,-0.05375,0.0004001,0.0,0.0,0.0,3.761e-13,0.0,0.0001019,0.0,7.998e-13,0.0,-0.0314,-0.03992,0.0001167,1.911e-13,0.0,0.0002148,0.0,0.0,4.15e-13,0.0,0.0
4.63e-06,0.001296,6.646e-10,368.0,8.571000000000002e-13,859.5,-0.01971,-4.53,-8.806,-6.582,-0.4256,6.287,-9.091,-3.465,2.941,-13.17,-9.48,-4.656,-18.89,-18.8,-17.42,0.3404,0.4167,0.4159,1.13e-10,1.166e-10,1.164e-10,0.449,0.1685,0.1676,7.766e-11,1.018e-10,1.016e-10,2.0,2.0,0.2094,0.3331,2.378e-11,0.07094,4.596e-11,0.2181,4.669e-11,2.783e-11,0.3598,4.559e-11,2.776e-11,0.1856,0.0,-0.4087,-0.2204,0.01509,0.0,0.0,0.0,7.646e-13,0.0,0.002654,0.0,5.366e-12,0.0,-0.4817,-0.2651,5.196e-05,1.003e-13,0.0,0.0005789,0.0,0.0,3.382e-13,0.0,0.0
7.373999999999999e-06,0.001969,1.119e-09,88.52,5.067000000000002e-13,222.0,-0.01968,-7.847,-15.71,-6.58,-8.698,-10.88,-9.096,-9.712,-10.4,-13.18,-14.64,-16.11,-18.88,-22.47,-26.0,0.04266,0.189,0.1633,1.17e-10,1.239e-10,1.239e-10,0.1144,0.1379,0.136,1.356e-10,1.376e-10,1.376e-10,2.0,2.0,0.1169,0.06353,5.246e-11,0.05729,3.283e-11,0.1278,4.029e-11,5.813e-11,0.06377,3.995e-11,5.803e-11,-0.08966,0.0,-0.07213,-0.1316,0.000148,1.315e-11,0.0,1.893e-11,1.89e-11,0.02006,0.01943,0.0,8.673e-14,0.0,-0.06649,-0.1089,0.0004023,3.406e-13,0.0,0.0002008,0.0,0.0,5.261e-13,0.0,0.0
3.843e-06,0.001417,1.736e-09,1228.0,7.397000000000002e-13,150.1,-0.01968,-39.06,-28.24,-6.582,-46.75,-34.09,-9.081,-49.12,-36.75,-13.15,-52.23,-41.77,-18.87,-56.35,-49.84,0.3234,0.5246,0.4585,1.14e-10,1.22e-10,1.219e-10,0.003957,0.01117,0.009441,1.1e-10,1.195e-10,1.194e-10,1.0,2.0,0.005078,0.2718,3.277e-11,0.00191,3.632e-11,0.006081,4.486e-11,4.088e-11,0.3253,4.474e-11,4.086e-11,0.1597,0.0,-0.005284,-0.1057,0.007737,0.0,0.0,0.0,1.485e-12,0.0,0.0001878,0.0,3.517e-12,0.0,-0.00566,-0.254,4.911e-05,6.121e-14,0.0,0.0003612,0.0,0.0,5.88e-14,0.0,0.0
2.368e-06,0.001324,2.605e-09,423.8,4.800000000000001e-13,831.7,-0.01974,-5.226,-9.897,-6.578,-3.618,0.193,-9.071,-5.599,-1.242,-13.14,-8.888,-3.706,-18.84,-13.25,-6.224,0.3287,0.3885,0.3883,1.326e-10,1.34e-10,1.339e-10,0.1374,0.2094,0.2094,1.275e-10,1.317e-10,1.317e-10,2.0,2.0,0.2158,0.322,5.596e-11,0.1852,6.27e-11,0.2179,6.309e-11,5.901e-11,0.3748,6.259e-11,5.888e-11,0.2017,2.645e-11,0.1536,0.01017,0.2114,2.576e-11,2.438e-11,2.629e-11,2.593e-11,0.2538,0.2314,0.2336,2.593e-11,0.0,0.07376,-0.1127,0.199,2.924e-12,0.0,0.01664,0.0,0.2069,1.014e-11,9.068e-12,1.014e-11
9.63e-06,0.001075,1.905e-10,333.4,2.605e-13,904.4,-0.01966,-5.581,-11.11,-6.592,-1.061,4.844,-9.118,-6.349,-3.054,-13.17,-16.05,-18.52,-18.86,-27.71,-36.27,0.3593,0.4417,0.4415,1.252e-10,1.31e-10,1.31e-10,-0.2525,0.1637,0.147,8.171e-11,1.027e-10,1.027e-10,2.0,2.0,0.07427,0.3213,-9.278e-12,-0.4726,4.763e-11,0.09867,5.442e-11,9.153e-12,0.322,5.427e-11,1.169e-11,0.1367,0.0,-0.521,-0.3055,0.0005353,0.0,0.0,0.0,1.886e-13,0.0,0.001679,0.0,1.082e-13,0.0,-0.3899,-0.2295,0.0005771,4.821e-13,0.0,0.001783,0.0,0.0,1.015e-13,0.0,0.0
