fW,current,ind,Rd,Cs,Rs,channel 0.1G attenuation,stage 1 0.1G attenuation,stage 2 0.1G attenuation,channel 3.5G attenuation,stage 1 3.5G attenuation,stage 2 3.5G attenuation,channel 7G attenuation,stage 1 7G attenuation,stage 2 7G attenuation,channel 14G attenuation,stage 1 14G attenuation,stage 2 14G attenuation,channel 28G attenuation,stage 1 28G attenuation,stage 2 28G attenuation,eye_height Vout_1 7G,eye_maxHeight Vout_1 7G,eye_height_XY Vout_1 7G,eye_width Vout_1 7G,eye_maxWidth Vout_1 7G,eye_width_XY Vout_1 7G,eye_height Vout_2 7G,eye_maxHeight Vout_2 7G,eye_height_XY Vout_2 7G,eye_width Vout_2 7G,eye_maxWidth Vout_2 7G,eye_width_XY Vout_2 7G,Stage 1 Region,Stage 2 Region,eye_width Vout_2 14G,eye_height Vout_1 14G,eye_maxWidth Vout_1 14G,eye_width Vout_1 14G,eye_width_XY Vout_2 14G,eye_width_XY Vout_1 14G,eye_height_XY Vout_2 14G,eye_maxHeight Vout_1 14G,eye_height Vout_2 14G,eye_maxWidth Vout_2 14G,eye_maxHeight Vout_2 14G,eye_height_XY Vout_1 14G,eye_width Vout_2 28G,eye_maxHeight Vout_2 28G,eye_maxHeight Vout_1 28G,eye_height Vout_1 28G,eye_maxWidth Vout_2 28G,eye_height_XY Vout_2 28G,eye_width_XY Vout_1 28G,eye_maxWidth Vout_1 28G,eye_width_XY Vout_2 28G,eye_height Vout_2 28G,eye_width Vout_1 28G,eye_height_XY Vout_1 28G,eye_maxWidth Vout_2 56G,eye_height_XY Vout_2 56G,eye_width_XY Vout_2 56G,eye_width_XY Vout_1 56G,eye_maxWidth Vout_1 56G,eye_width Vout_2 56G,eye_height Vout_2 56G,eye_maxHeight Vout_2 56G,eye_maxHeight Vout_1 56G,eye_height_XY Vout_1 56G,eye_width Vout_1 56G,eye_height Vout_1 56G
5.591999999999999e-06,0.001251,1.914e-09,1309.0,2.519e-13,794.2,-0.01964,-42.8,-37.32,-6.587,-52.75,-39.51,-9.094,-54.38,-42.37,-13.17,-56.58,-48.82,-18.88,-60.95,-58.74,0.44,0.4397,0.4394,1.392e-10,1.401e-10,1.401e-10,0.002856,0.004336,0.003946,1.27e-10,1.312e-10,1.312e-10,1.0,2.0,4.988e-11,0.3648,6.496e-11,6.197e-11,5.51e-11,6.494e-11,0.002807,0.4432,0.001574,5.511e-11,0.003148,0.4427,-1.454e-12,0.0001841,0.1984,-0.04708,4.443e-12,0.0001283,2.534e-11,2.535e-11,3.995e-12,-0.002026,2.268e-11,0.1984,0.0,5.756e-06,4.682e-14,1.599e-13,0.0,0.0,-0.001972,0.0,0.0,0.0008948,0.0,-0.2302
9.99e-06,0.001763,1.382e-09,549.8,4.2690000000000003e-13,1330.0,-0.01955,-26.86,-30.5,-6.604,-30.02,-19.92,-9.111,-35.58,-30.77,-13.17,-44.4,-45.55,-18.86,-55.41,-62.43,0.1287,0.1891,0.1888,7.793e-11,9.649e-11,9.632e-11,-0.1985,0.0,0.04536,0.0,0.0,5.653e-11,1.0,2.0,0.0,-0.09952,2.221e-11,1.775e-11,1.581e-12,1.815e-11,0.003209,0.03791,-0.26,0.0,0.0,0.0373,0.0,0.0,0.0,-0.1577,0.0,0.004258,5.528e-13,0.0,1.117e-12,-0.2285,0.0,0.0002745,0.0,0.001299,1.261e-13,5.886e-13,0.0,0.0,-0.1878,0.0,0.0,0.0002452,0.0,-0.1228
8.275e-06,0.001835,5.774e-11,1199.0,7.671e-13,440.1,-0.01958,-52.11,-43.5,-6.598,-56.23,-43.9,-9.11,-58.38,-50.64,-13.17,-62.17,-60.06,-18.87,-67.75,-71.62,0.1668,0.2998,0.2755,1.228e-10,1.269e-10,1.267e-10,-0.0006773,0.0,4.871e-05,0.0,0.0,2.886e-11,1.0,2.0,0.0,-0.09032,4.354e-11,3.951e-11,6.377e-13,4.354e-11,1.225e-06,0.09708,-0.0008134,0.0,0.0,0.09624,0.0,0.0,0.0,-0.1684,0.0,5.218e-07,2.538e-13,0.0,4.569e-14,-0.0006567,0.0,0.000565,0.0,1.008e-06,1.065e-13,1.348e-13,0.0,0.0,-0.0004845,0.0,0.0,0.0001819,0.0,-0.1388
2.212e-06,0.001542,2.859e-09,1313.0,6.553e-13,1439.0,-0.01972,-41.77,-39.87,-6.58,-46.24,-35.18,-9.072,-48.29,-37.23,-13.13,-51.03,-40.26,-18.83,-53.94,-44.29,0.1799,0.2599,0.2586,1.163e-10,1.185e-10,1.181e-10,0.002227,0.003864,0.003844,1.114e-10,1.129e-10,1.127e-10,1.0,2.0,4.914e-11,0.1081,5.007e-11,5.117e-11,4.552e-11,4.885e-11,0.003702,0.2397,0.002066,4.824e-11,0.004841,0.1926,1.465e-11,0.003229,0.1164,-0.02984,1.877e-11,0.002571,1.687e-11,1.785e-11,1.698e-11,-0.0004145,1.564e-11,0.1082,0.0,0.0001629,5.181e-13,1.085e-12,0.0,0.0,-0.002363,0.0,0.0,0.003774,0.0,-0.1257
3.375e-06,0.0011719999999999,5.142e-10,55.94,8.297000000000001e-13,1371.0,-0.01974,-22.97,-45.95,-6.579,-16.49,-26.49,-9.072,-18.43,-27.89,-13.14,-21.26,-29.5,-18.84,-24.33,-29.99,0.2625,0.318,0.3174,1.039e-10,1.087e-10,1.082e-10,-0.04257,0.001756,0.001525,8.77e-11,9.531e-11,9.278e-11,2.0,2.0,3.507e-11,0.1518,4.235e-11,4.265e-11,3.271e-11,4.024e-11,0.01135,0.2881,0.008764,3.313e-11,0.01228,0.2454,0.0,0.0,0.03359,-0.1664,0.0,0.01975,4.268e-12,7.363e-12,5.986e-12,0.002146,4.194e-12,0.03097,3.193e-13,0.001275,6.35e-13,4.019e-14,0.0,-4.81e-12,-0.05834,0.001726,0.0,0.001366,0.0,-0.2958
1.506e-06,0.001459,2.266e-09,255.4,8.039e-13,322.8,-0.01975,-7.338,-14.59,-6.579,-10.66,-14.67,-9.069,-12.6,-16.05,-13.13,-15.19,-17.19,-18.81,-17.04,-15.49,0.1354,0.354,0.2909,1.248e-10,1.3e-10,1.299e-10,0.1388,0.2099,0.1903,1.398e-10,1.404e-10,1.404e-10,2.0,2.0,6.837e-11,-0.001858,5.326e-11,4.681e-11,6.872e-11,5.308e-11,0.1448,0.2248,0.08461,6.874e-11,0.1827,0.1812,3.201e-11,0.129,0.0,-0.07529,3.257e-11,0.0761,1.445e-11,0.0,3.257e-11,-0.03231,0.0,0.0731,1.312e-11,0.1039,1.306e-11,1.335e-13,0.0,1.214e-11,0.09567,0.1175,0.0,0.0005163,0.0,-0.1238
8.375e-06,0.0008824,2.327e-09,1186.0,1.12e-13,283.5,-0.01958,-29.06,-19.08,-6.598,-37.82,-28.2,-9.108,-43.85,-36.61,-13.17,-52.66,-50.53,-18.87,-61.75,-65.56,0.1306,0.4224,0.3672,9.683e-11,1.102e-10,1.102e-10,-0.01345,0.0141,0.01406,7.247e-11,9.216e-11,9.208e-11,1.0,2.0,-2.849e-11,0.01014,2.983e-11,1.99e-11,1.521e-12,2.981e-11,0.0001635,0.1706,-0.01931,1.44e-12,0.0002373,0.1653,0.0,0.0,0.0,-0.324,0.0,5.283e-05,6.003e-13,0.0,9.335e-13,-0.0189,0.0,0.001401,0.0,1.966e-05,2.636e-13,5.777e-14,0.0,0.0,-0.01291,0.0,0.0,0.0007127,0.0,-0.2431
8.127e-06,0.0008169999999999,2.2810000000000003e-09,1133.0,6.639e-13,189.6,-0.01959,-22.52,-11.59,-6.596,-30.17,-18.45,-9.107,-34.67,-26.79,-13.17,-42.56,-40.06,-18.87,-53.06,-56.4,0.467,0.7674,0.7056,1.179e-10,1.25e-10,1.249e-10,0.004541,0.1013,0.09582,1.225e-10,1.283e-10,1.284e-10,1.0,2.0,3.186e-11,-0.0006393,4.221e-11,3.65e-11,3.831e-11,4.213e-11,0.0123,0.3087,-0.1017,3.849e-11,0.01234,0.3057,0.0,0.0,0.0,-0.3855,0.0,0.0002154,3.252e-13,0.0,4.986e-13,-0.09581,0.0,0.002598,0.0,0.0001717,7.475e-13,1.546e-13,0.0,0.0,-0.0539,0.0,0.0,0.0004604,0.0,-0.3173
6.806e-06,0.001238,2.778e-09,715.5,1.7340000000000002e-14,1426.0,-0.01962,-21.17,-23.98,-6.59,-28.46,-30.28,-9.098,-32.73,-32.43,-13.17,-40.94,-37.79,-18.87,-51.28,-51.68,0.00145,0.1398,0.09683,1.182e-10,1.252e-10,1.252e-10,0.007154,0.05415,0.03787,1.197e-10,1.263e-10,1.263e-10,1.0,2.0,4.488e-11,0.03926,5.024e-11,4.476e-11,5.09e-11,5.023e-11,0.03848,0.07248,0.03373,5.091e-11,0.03879,0.07132,2.039e-11,0.03364,0.08095,0.06338,2.002e-11,0.03331,1.868e-11,1.941e-11,1.896e-11,0.02803,1.838e-11,0.07191,0.0,0.0004531,1.466e-12,5.306e-12,5.334e-12,0.0,-0.02615,0.0,0.0107,0.01068,4.575e-12,-0.01737
1.239e-06,0.002383,1.475e-09,1210.0,9.348e-13,573.6,-0.01977,-41.24,-38.1,-6.581,-45.56,-38.49,-9.07,-47.7,-40.61,-13.13,-50.67,-43.67,-18.82,-53.68,-47.08,0.01365,0.1181,0.0916,1.092e-10,1.17e-10,1.169e-10,0.0009421,0.00346,0.00263,1.145e-10,1.182e-10,1.176e-10,1.0,2.0,3.882e-11,-0.02004,3.806e-11,2.778e-11,4.345e-11,3.736e-11,0.001583,0.05487,-0.0002039,4.373e-11,0.002096,0.04463,0.0,0.0,0.0,-0.05421,0.0,0.0002011,2.37e-12,0.0,6.71e-12,-0.001244,0.0,0.002111,0.0,1.038e-05,1.104e-12,1.355e-13,0.0,0.0,-0.001912,0.0,0.0,0.0001699,0.0,-0.06573
6.313e-06,0.001139,1.372e-09,1455.0,6.184e-14,403.2,-0.01962,-43.71,-34.13,-6.59,-40.49,-30.64,-9.099,-40.34,-30.93,-13.17,-44.68,-38.67,-18.88,-53.46,-53.09,0.06351,0.3266,0.2579,1.032e-10,1.147e-10,1.146e-10,0.001536,0.002567,0.001808,6.224e-11,8.447e-11,8.421e-11,1.0,2.0,0.0,0.05446,3.687e-11,2.696e-11,1.013e-12,3.684e-11,2.632e-05,0.1703,-0.003386,0.0,0.0,0.1494,0.0,0.0,0.0,-0.1177,0.0,3.229e-05,1.92e-12,0.0,2.42e-13,-0.00647,0.0,0.009428,0.0,2.265e-05,6.721e-14,8.55e-14,5.981e-13,0.0,-0.00573,0.0,0.004833,0.0005767,-8.711e-12,-0.1826
8.528999999999999e-06,0.0006129,1.951e-10,476.9,5.528e-13,848.1,-0.01966,-2.423,-4.83,-6.6,0.5179,7.996,-9.115,-5.216,-0.865,-13.17,-14.24,-14.99,-18.87,-25.63,-32.27,0.3843,0.4868,0.4866,9.582e-11,1.092e-10,1.091e-10,0.2899,0.3008,0.2997,5.615e-11,8.007e-11,8.006e-11,2.0,2.0,-1.573e-11,-0.01453,3.594e-11,3.273e-11,2.587e-12,3.548e-11,0.007049,0.1975,-0.1737,1.458e-12,0.01718,0.1942,0.0,0.0,0.0,-0.3375,0.0,0.0004284,3.889e-13,0.0,1.685e-13,-0.3891,0.0,0.001483,0.0,0.0007376,1.583e-13,2.752e-13,0.0,0.0,-0.3977,0.0,0.0,0.001011,0.0,-0.2768
5.48e-06,0.001512,2.6680000000000003e-09,728.9,8.213e-13,134.7,-0.01964,-23.73,-14.68,-6.586,-30.31,-19.03,-9.093,-33.47,-23.1,-13.17,-39.44,-32.23,-18.88,-48.63,-46.17,0.3013,0.5121,0.4611,1.091e-10,1.187e-10,1.187e-10,0.2051,0.3015,0.2811,1.158e-10,1.233e-10,1.233e-10,1.0,2.0,3.563e-11,0.1184,3.868e-11,2.79e-11,4.338e-11,3.856e-11,0.1254,0.2697,0.03225,4.347e-11,0.1258,0.2495,0.0,0.0,0.0,-0.2304,0.0,0.0007551,1.685e-12,0.0,1.699e-13,-0.1787,0.0,0.002368,0.0,0.001244,5.497e-13,2.387e-13,0.0,0.0,-0.1389,0.0,0.0,0.001506,0.0,-0.2179
9.39e-06,0.001537,2.789e-09,282.9,5.423e-13,1286.0,-0.01968,-8.824,-17.52,-6.602,0.4296,8.185,-9.122,-5.624,-1.183,-13.18,-14.48,-14.84,-18.87,-24.92,-30.1,0.1599,0.2526,0.252,8.389e-11,9.752e-11,9.752e-11,-0.8676,0.0,0.001359,0.0,0.0,9.076e-12,2.0,2.0,0.0,-0.07883,2.361e-11,1.794e-11,2.545e-12,2.084e-11,0.001201,0.07741,-0.5211,0.0,0.0,0.07329,0.0,0.0,0.0,-0.2194,0.0,0.00272,4.03e-13,0.0,5.112e-13,-0.5794,0.0,0.0009252,0.0,0.0006834,3.217e-13,2.887e-13,0.0,0.0,-0.4386,0.0,0.0,0.001055,0.0,-0.1963
3.465e-06,0.00211,2.159e-09,325.2,3.4220000000000005e-14,1465.0,-0.01972,-11.49,-21.53,-6.578,-15.08,-22.1,-9.066,-13.49,-16.37,-13.13,-12.09,-9.07,-18.88,-16.63,-8.87,0.03302,0.07787,0.06209,1.331e-10,1.356e-10,1.356e-10,-0.01549,0.03507,0.01784,1.415e-10,1.418e-10,1.418e-10,2.0,2.0,6.894e-11,0.05709,6.361e-11,6.176e-11,6.941e-11,6.358e-11,0.02722,0.06937,-0.03115,6.943e-11,0.02748,0.06785,3.276e-11,0.02234,0.07013,0.05563,3.324e-11,0.009372,2.843e-11,2.855e-11,3.313e-11,-0.1217,2.836e-11,0.07004,4.306e-12,0.01116,8.044e-12,1.167e-11,1.178e-11,7.21e-13,-0.06087,0.0158,0.02889,0.0288,1.08e-11,-0.01791
9.103e-06,0.002496,1.568e-09,1169.0,5.967000000000002e-13,409.4,-0.01968,-52.26,-43.55,-6.604,-51.95,-40.74,-9.111,-56.09,-49.98,-13.17,-62.42,-62.12,-18.87,-69.55,-75.22,-0.006179,0.04049,0.03608,1.235e-10,1.273e-10,1.271e-10,-0.0002358,0.0,4.367e-07,0.0,0.0,8.303e-13,1.0,2.0,0.0,-0.03062,3.75e-11,2.713e-11,5.524e-13,3.697e-11,3.743e-07,0.009867,-0.0001622,0.0,0.0,0.009799,-2.33e-11,1.25e-06,0.0,-0.02981,1.056e-12,4.714e-08,4.076e-13,0.0,5.403e-14,-0.0001172,0.0,5.104e-05,0.0,3.774e-07,4.086e-13,2.045e-13,0.0,0.0,-7.522e-05,0.0,0.0,3.149e-05,0.0,-0.01977
6.972999999999999e-06,0.001495,2.888e-09,1217.0,1.3390000000000004e-13,541.4,-0.01961,-46.07,-38.78,-6.592,-42.17,-31.18,-9.103,-44.57,-34.42,-13.17,-50.84,-45.8,-18.88,-59.96,-60.83,0.3138,0.3532,0.3526,1.183e-10,1.252e-10,1.252e-10,-0.0004042,0.0022,0.00169,8.588e-11,9.937e-11,9.931e-11,1.0,2.0,0.0,0.2658,5.412e-11,5.149e-11,6.667e-13,5.411e-11,2.561e-05,0.3205,-0.0025,0.0,0.0,0.2874,0.0,0.0,0.06299,-0.06247,0.0,8.516e-06,1.519e-11,1.539e-11,7.722e-15,-0.003235,1.356e-11,0.06023,0.0,6.616e-06,1.924e-13,8.4e-14,0.0,0.0,-0.003166,0.0,0.0,0.0007251,0.0,-0.1603
2.141e-06,0.001947,1.8099999999999997e-09,125.3,5.073e-14,504.4,-0.01974,-13.13,-26.27,-6.579,-18.56,-30.57,-9.067,-18.63,-28.24,-13.12,-17.85,-22.65,-18.8,-16.47,-14.64,0.03184,0.1715,0.1277,1.082e-10,1.19e-10,1.19e-10,0.00673,0.05175,0.03122,1.366e-10,1.383e-10,1.383e-10,2.0,2.0,6.583e-11,0.004703,4.456e-11,4.081e-11,6.758e-11,4.452e-11,0.02488,0.08887,0.01183,6.761e-11,0.0368,0.06768,3.204e-11,0.03114,0.0,0.005016,3.273e-11,0.03054,1.291e-11,0.0,3.273e-11,-0.02409,0.0,0.03443,1.593e-11,0.0353,1.584e-11,4.703e-13,0.0,1.581e-11,-0.06642,0.03915,0.0,0.00237,0.0,-0.05162
6.511e-06,0.000735,8.677999999999998e-10,1191.0,2.595e-13,954.7,-0.01963,-20.65,-16.96,-6.589,-25.82,-13.4,-9.098,-29.33,-19.03,-13.17,-36.05,-30.57,-18.88,-46.07,-46.39,0.3662,0.441,0.4409,1.316e-10,1.343e-10,1.343e-10,0.005187,0.04564,0.04555,1.248e-10,1.305e-10,1.305e-10,1.0,2.0,3.955e-11,0.2863,5.708e-11,5.265e-11,4.784e-11,5.707e-11,0.04344,0.4485,-0.008215,4.784e-11,0.04491,0.4477,0.0,0.0,0.07031,-0.2157,0.0,0.0002995,1.42e-11,1.422e-11,7.423e-13,-0.06578,1.059e-11,0.0683,0.0,0.0001141,1.333e-13,2.124e-13,0.0,0.0,-0.04157,0.0,0.0,0.001769,0.0,-0.253
2.962e-06,0.001671,2.851e-09,213.2,6.888000000000002e-13,626.3,-0.01973,-8.198,-16.34,-6.578,-6.012,-5.402,-9.071,-7.322,-5.553,-13.13,-8.733,-4.414,-18.86,-10.94,-2.57,0.2927,0.3959,0.3768,1.319e-10,1.338e-10,1.336e-10,0.1474,0.1457,0.1454,1.278e-10,1.322e-10,1.321e-10,2.0,2.0,6.052e-11,0.1697,5.98e-11,5.811e-11,6.178e-11,5.961e-11,0.1541,0.3384,0.1604,6.183e-11,0.1565,0.2893,2.786e-11,0.228,0.1585,-0.002325,2.891e-11,0.2231,2.057e-11,2.062e-11,2.869e-11,0.2231,1.879e-11,0.1536,1.314e-11,0.2506,1.277e-11,4.236e-13,0.0,1.277e-11,0.1609,0.2535,0.0,0.002993,0.0,-0.1607
5.003e-06,0.0015329999999999,2.8019999999999997e-10,455.1,4.1470000000000004e-13,1442.0,-0.01969,-9.469,-15.68,-6.583,-4.93,3.399,-9.095,-8.066,0.09612,-13.17,-14.47,-8.746,-18.89,-24.34,-23.13,0.2429,0.2469,0.2465,1.113e-10,1.204e-10,1.204e-10,-0.07364,0.03461,0.02479,9.299e-11,3.323e-12,1.07e-10,1.0,2.0,9.262e-12,0.1715,5.068e-11,4.775e-11,2.556e-11,5.067e-11,0.04766,0.2752,-0.2849,2.614e-11,0.04834,0.2703,0.0,0.0,0.04257,-0.1403,0.0,0.01159,6.461e-12,9.38e-12,8.363e-13,-0.4753,7.01e-12,0.01769,0.0,0.007241,5.214e-13,1.154e-13,0.0,0.0,-0.4309,0.0,0.0,0.0006106,0.0,-0.2038
5.408e-06,0.002232,3.7069999999999997e-10,606.7,8.034e-13,738.3,-0.01964,-32.29,-31.52,-6.586,-36.22,-25.15,-9.093,-39.33,-29.56,-13.17,-45.13,-38.79,-18.88,-53.85,-52.6,0.04772,0.1226,0.101,1.088e-10,1.144e-10,1.141e-10,0.02877,0.06623,0.06148,7.661e-11,8.861e-11,8.848e-11,1.0,2.0,2.185e-11,-0.03578,3.876e-11,3.911e-11,1.753e-11,3.861e-11,0.0172,0.05485,-0.01967,2.358e-11,0.01771,0.04952,0.0,0.0,0.0,-0.09202,0.0,3.458e-05,2.876e-13,0.0,6.038e-14,-0.06789,0.0,0.0001797,0.0,0.0001209,1.137e-13,8.872e-14,0.0,0.0,-0.05077,0.0,0.0,8.456e-05,0.0,-0.07123
9.585e-06,0.002489,2.501e-09,11.06,3.222e-14,1401.0,-0.0197,-37.8,-75.6,-6.581,-28.59,-50.65,-9.074,-21.08,-33.17,-13.13,-7.994,-3.762,-18.88,-20.2,-22.38,-0.009848,0.009166,0.00916,6.052e-11,8.391e-11,8.376e-11,-0.001401,0.0,3.847e-06,0.0,0.0,5.139e-13,2.0,2.0,-1.728e-11,-0.01456,0.0,0.0,7.734e-13,8.282e-13,3.007e-06,0.0,-0.00151,3.955e-13,2.606e-05,3.284e-06,0.0,0.0,0.0,-0.01177,0.0,7.629e-06,7.185e-13,0.0,6.813e-13,-0.003311,0.0,6.932e-06,0.0,3.482e-05,1.454e-13,8.964e-14,0.0,0.0,-0.002439,0.0,0.0,1.033e-05,0.0,-0.008191
7.878999999999999e-06,0.001718,1.6519999999999998e-10,91.63,3.293e-13,1392.0,-0.01971,-19.38,-38.77,-6.576,-9.08,-11.64,-9.097,-10.89,-12.75,-13.17,-18.55,-24.04,-18.87,-29.41,-40.12,0.2135,0.202,0.2018,1.059e-10,1.151e-10,1.15e-10,-0.1335,0.003615,0.002742,2.2e-11,4.551e-11,4.466e-11,2.0,2.0,0.0,0.02383,4.453e-11,3.947e-11,1.189e-11,4.448e-11,0.0006129,0.1613,-0.1559,0.0,0.0,0.1583,-1.39e-11,0.003645,0.0,-0.182,1.461e-12,0.003604,5.104e-13,0.0,1.362e-12,-0.1336,0.0,0.001064,0.0,0.0008281,5.376e-13,1.517e-13,0.0,0.0,-0.1036,0.0,0.0,0.000618,0.0,-0.1467
7.110999999999999e-06,0.002,1.2919999999999998e-10,769.8,2.372e-13,1347.0,-0.0196,-41.81,-43.39,-6.593,-54.34,-42.65,-9.104,-56.35,-46.88,-13.17,-59.2,-55.17,-18.88,-64.28,-66.24,0.1416,0.1461,0.146,1.143e-10,1.217e-10,1.217e-10,0.004692,0.006806,0.006806,1.005e-10,1.126e-10,1.126e-10,1.0,2.0,2.035e-11,0.007333,4.912e-11,4.217e-11,3.429e-11,4.908e-11,0.00374,0.1129,-0.0009985,3.432e-11,0.003764,0.1042,0.0,0.0,0.002616,-0.09011,0.0,1.672e-05,6.329e-12,7.127e-12,4.738e-13,-0.006217,-6.697e-13,0.002357,0.0,2.217e-05,2.044e-13,5.964e-13,0.0,0.0,-0.004793,0.0,0.0,0.0005797,0.0,-0.07494
4.587e-06,0.001142,1.736e-10,1273.0,5.924e-13,730.9,-0.01966,-37.43,-31.74,-6.584,-44.23,-30.86,-9.086,-46.77,-34.44,-13.16,-50.88,-41.6,-18.88,-56.61,-52.22,0.4651,0.4808,0.48,1.214e-10,1.27e-10,1.269e-10,0.01027,0.01099,0.01098,1.179e-10,1.244e-10,1.243e-10,1.0,2.0,5.22e-11,0.2706,5.776e-11,5.647e-11,5.499e-11,5.748e-11,0.009996,0.4625,0.004888,5.545e-11,0.01049,0.4346,6.562e-12,0.0004165,0.1068,-0.2123,1.086e-11,0.0003878,1.476e-11,1.532e-11,1.038e-11,-0.00705,1.197e-11,0.1054,0.0,7.402e-05,7.373e-13,3.909e-14,0.0,0.0,-0.007329,0.0,0.0,0.0005107,0.0,-0.2821
2.338e-06,0.0005554,4.672e-10,195.8,6.418000000000002e-13,592.3,-0.01974,-9.963,-19.95,-6.579,-10.25,-14.0,-9.07,-12.52,-16.07,-13.13,-16.47,-19.93,-18.82,-21.94,-25.27,0.26,0.4512,0.399,1.294e-10,1.323e-10,1.321e-10,0.163,0.1479,0.1479,1.172e-10,1.237e-10,1.237e-10,2.0,2.0,5.04e-11,0.1252,5.777e-11,5.623e-11,5.234e-11,5.753e-11,0.147,0.3323,0.1039,5.253e-11,0.1589,0.28,1.653e-11,0.08136,0.1137,-0.1021,1.781e-11,0.07536,1.75e-11,1.753e-11,1.634e-11,0.005795,1.45e-11,0.1099,0.0,0.0004249,1.233e-13,1.974e-13,0.0,0.0,-0.102,0.0,0.0,0.0003308,0.0,-0.2179
3.97e-06,0.001815,2.9700000000000003e-09,1046.0,5.1740000000000015e-14,88.76,-0.01968,-40.03,-28.93,-6.583,-45.74,-34.77,-9.082,-46.55,-35.98,-13.15,-47.9,-38.63,-18.87,-51.62,-45.51,0.01756,0.281,0.2263,8.924e-11,1.053e-10,1.052e-10,-7.426e-05,0.007906,0.006142,8.863e-11,1.046e-10,1.044e-10,1.0,2.0,0.0,-0.05277,2.418e-11,9.219e-12,2.169e-11,2.415e-11,0.00201,0.08755,-0.0005427,0.0,0.0,0.08053,0.0,0.0,0.0,-0.1708,0.0,2.485e-05,8.914e-13,0.0,6.027e-13,-0.004123,0.0,0.0004689,0.0,2.948e-05,1.349e-13,2.095e-13,0.0,0.0,-0.004903,0.0,0.0,0.0001113,0.0,-0.1704
4.884e-06,0.001445,2.957e-09,1313.0,4.033000000000001e-13,533.3,-0.01966,-44.87,-37.41,-6.585,-55.83,-42.28,-9.088,-56.01,-43.42,-13.16,-56.64,-47.44,-18.88,-59.94,-55.8,0.5271,0.4933,0.493,1.408e-10,1.412e-10,1.412e-10,0.002918,0.004401,0.003973,1.271e-10,1.312e-10,1.312e-10,1.0,2.0,4.907e-11,0.3963,6.966e-11,6.963e-11,5.463e-11,6.962e-11,0.002836,0.496,0.001648,5.465e-11,0.003317,0.4847,5.213e-12,0.0005876,0.2634,0.01013,9.739e-12,0.0005437,2.883e-11,2.883e-11,9.699e-12,-0.000861,2.572e-11,0.2592,0.0,1.355e-05,2.328e-13,3.324e-12,0.0,0.0,-0.002145,0.0,0.0,0.02527,0.0,-0.2216
4.396e-06,0.001562,2.633e-10,564.6,5.516000000000001e-13,182.0,-0.01967,-11.06,-5.207,-6.583,-16.72,-8.017,-9.086,-19.42,-10.55,-13.16,-24.74,-17.63,-18.88,-33.42,-30.27,0.2816,0.4552,0.4079,1.128e-10,1.214e-10,1.214e-10,0.7172,0.7588,0.7565,1.219e-10,1.28e-10,1.28e-10,1.0,2.0,5.154e-11,0.128,4.346e-11,3.678e-11,5.418e-11,4.344e-11,0.6183,0.2703,0.573,5.42e-11,0.6413,0.2408,0.0,0.0,0.0,-0.1601,0.0,0.02043,1.431e-12,0.0,1.805e-12,-0.2111,0.0,0.003494,0.0,0.001801,1.192e-13,9.569e-14,0.0,0.0,-0.2272,0.0,0.0,0.0003876,0.0,-0.2062
3.8e-06,0.002414,2.1720000000000004e-09,85.73,6.395e-15,77.91,-0.01971,-7.034,-14.1,-6.58,-12.57,-18.62,-9.073,-12.89,-16.78,-13.14,-12.49,-12.02,-18.87,-12.95,-7.046,-0.004696,0.09208,0.07358,8.834e-11,1.043e-10,1.042e-10,-0.01457,0.0496,0.03082,1.348e-10,1.366e-10,1.366e-10,2.0,2.0,6.266e-11,-0.05536,0.0,0.0,6.451e-11,2.263e-11,0.01175,0.0,-0.005582,6.452e-11,0.02843,0.02335,2.778e-11,0.02907,0.0,-0.09013,2.862e-11,0.02768,7.772e-13,0.0,2.858e-11,0.01418,0.0,0.0001912,1.198e-11,0.02744,1.194e-11,3.081e-13,0.0,1.156e-11,0.01272,0.02809,0.0,0.0003538,0.0,-0.06515
4.205e-06,0.002063,2.714e-11,1045.0,1.359e-13,558.9,-0.01967,-45.17,-39.72,-6.583,-47.08,-37.73,-9.083,-48.52,-37.41,-13.16,-52.03,-42.48,-18.87,-57.22,-52.23,0.08839,0.1517,0.1375,1.261e-10,1.308e-10,1.308e-10,-0.0004067,0.00176,0.001382,8.623e-11,1.026e-10,1.026e-10,1.0,2.0,3.436e-13,0.06221,5.765e-11,5.559e-11,1.528e-11,5.759e-11,0.0001327,0.1204,-0.0009714,1.528e-11,0.0003147,0.1042,0.0,0.0,0.05344,-0.03191,0.0,1.895e-06,2.07e-11,2.089e-11,8.394e-14,-0.001263,1.752e-11,0.0534,0.0,7.693e-06,3.738e-13,6.565e-14,0.0,0.0,-0.001193,0.0,0.0,0.0001892,0.0,-0.09327
