fW,current,ind,Rd,Cs,Rs,channel 0.1G attenuation,stage 1 0.1G attenuation,stage 2 0.1G attenuation,channel 3.5G attenuation,stage 1 3.5G attenuation,stage 2 3.5G attenuation,channel 7G attenuation,stage 1 7G attenuation,stage 2 7G attenuation,channel 14G attenuation,stage 1 14G attenuation,stage 2 14G attenuation,channel 28G attenuation,stage 1 28G attenuation,stage 2 28G attenuation,eye_height Vout_1 7G,eye_maxHeight Vout_1 7G,eye_height_XY Vout_1 7G,eye_width Vout_1 7G,eye_maxWidth Vout_1 7G,eye_width_XY Vout_1 7G,eye_height Vout_2 7G,eye_maxHeight Vout_2 7G,eye_height_XY Vout_2 7G,eye_width Vout_2 7G,eye_maxWidth Vout_2 7G,eye_width_XY Vout_2 7G,Stage 1 Region,Stage 2 Region,eye_width_XY Vout_2 14G,eye_width Vout_1 14G,eye_height_XY Vout_1 14G,eye_maxWidth Vout_1 14G,eye_maxHeight Vout_2 14G,eye_height Vout_2 14G,eye_maxHeight Vout_1 14G,eye_width Vout_2 14G,eye_width_XY Vout_1 14G,eye_height Vout_1 14G,eye_height_XY Vout_2 14G,eye_maxWidth Vout_2 14G,eye_height Vout_1 28G,eye_maxHeight Vout_2 28G,eye_maxWidth Vout_2 28G,eye_width_XY Vout_1 28G,eye_width Vout_1 28G,eye_height_XY Vout_2 28G,eye_height_XY Vout_1 28G,eye_width Vout_2 28G,eye_height Vout_2 28G,eye_maxHeight Vout_1 28G,eye_width_XY Vout_2 28G,eye_maxWidth Vout_1 28G,eye_width_XY Vout_2 56G,eye_width Vout_2 56G,eye_width Vout_1 56G,eye_maxWidth Vout_2 56G,eye_height Vout_2 56G,eye_height_XY Vout_1 56G,eye_height_XY Vout_2 56G,eye_height Vout_1 56G,eye_width_XY Vout_1 56G,eye_maxHeight Vout_2 56G,eye_maxWidth Vout_1 56G,eye_maxHeight Vout_1 56G
5.892999999999999e-06,0.001637,2.701e-09,485.3,4.0830000000000004e-13,142.4,-0.01963,-6.669,-0.2016,-6.588,-12.77,-4.396,-9.099,-15.86,-7.226,-13.17,-22.3,-16.28,-18.88,-32.09,-30.53,0.1739,0.375,0.3311,1.005e-10,1.127e-10,1.126e-10,0.7057,0.8102,0.7933,1.089e-10,1.184e-10,1.184e-10,1.0,2.0,4.136e-11,1.97e-11,0.1524,3.166e-11,0.4698,0.4522,0.1623,3.63e-11,3.164e-11,0.0655,0.4698,4.163e-11,-0.2116,0.0,0.0,9.86e-13,0.0,0.003277,0.0008322,0.0,-0.2956,0.0,1.533e-12,0.0,7.489e-14,0.0,0.0,0.0,-0.2852,0.001063,0.003255,-0.1859,3.108e-13,0.0,0.0,0.0
2.69e-06,0.001389,7.271e-10,820.1,6.184e-15,1117.0,-0.01971,-23.99,-25.05,-6.581,-30.47,-31.47,-9.074,-32.76,-33.59,-13.14,-36.28,-36.5,-18.84,-41.35,-40.16,0.02497,0.1341,0.1027,8.768e-11,1.042e-10,1.041e-10,0.0054,0.03129,0.02423,8.857e-11,1.045e-10,1.045e-10,1.0,2.0,2.505e-11,0.0,0.03805,0.0,0.0,-0.01018,0.0,0.0,2.643e-11,-0.03461,0.008709,0.0,-0.09252,0.0,0.0,2.458e-13,0.0,6.509e-05,0.0004713,0.0,-0.02187,0.0,2.629e-13,0.0,1.488e-13,0.0,0.0,0.0,-0.0208,0.0001276,0.0001003,-0.08916,5.175e-14,0.0,0.0,0.0
6.158e-06,0.0007874,2.0640000000000003e-09,1491.0,7.562000000000003e-13,607.8,-0.01963,-33.52,-25.59,-6.588,-40.48,-26.74,-9.097,-43.77,-32.66,-13.17,-49.66,-43.14,-18.88,-57.68,-56.78,0.4558,0.5961,0.596,1.168e-10,1.211e-10,1.21e-10,0.009651,0.01467,0.01467,1.117e-10,1.175e-10,1.175e-10,1.0,2.0,4.617e-11,5.055e-11,0.4296,5.132e-11,0.007863,-3.738e-05,0.4438,4.595e-11,5.032e-11,0.1775,0.00772,4.697e-11,-0.3644,0.0,0.0,1.312e-12,0.0,4.719e-05,0.007647,0.0,-0.01318,0.0,1.915e-13,0.0,5.843e-13,0.0,0.0,0.0,-0.009084,0.001143,2.635e-05,-0.3107,2.146e-13,0.0,0.0,0.0
2.4500000000000003e-06,0.0007488999999999,2.876e-09,1151.0,4.628e-13,1319.0,-0.01972,-13.53,-12.68,-6.58,-16.06,-5.9,-9.073,-18.59,-8.306,-13.14,-22.9,-12.88,-18.84,-29.43,-20.47,0.288,0.3081,0.3077,1.222e-10,1.256e-10,1.255e-10,0.03606,0.06166,0.06133,1.124e-10,1.212e-10,1.212e-10,1.0,2.0,4.888e-11,5.732e-11,0.2682,5.771e-11,0.07531,0.0183,0.3243,4.956e-11,5.645e-11,0.1844,0.07067,4.946e-11,-0.007074,0.04497,1.869e-11,2.324e-11,2.227e-11,0.04124,0.1631,1.947e-11,-0.0171,0.1956,1.62e-11,2.356e-11,1.52e-12,3.202e-13,0.0,1.638e-12,-0.07148,0.0133,0.002941,-0.09934,8.925e-13,0.004579,0.0,0.0
9.981e-06,0.002147,2.304e-09,1395.0,4.3000000000000004e-13,1173.0,-0.01971,-39.36,-35.23,-6.607,-48.18,-37.64,-9.111,-53.33,-48.43,-13.17,-61.11,-62.16,-18.86,-69.82,-76.88,0.01603,0.07293,0.05907,7.491e-11,8.835e-11,8.831e-11,-0.000475,0.0,1.594e-05,0.0,0.0,5.409e-12,1.0,2.0,1.226e-12,1.361e-11,0.00443,1.494e-11,6.702e-06,-0.0005591,0.004528,-3.937e-11,1.062e-11,-0.05592,2.823e-06,1.217e-12,-0.05887,0.0,0.0,6.325e-14,0.0,1.283e-06,4.722e-05,0.0,-0.0004689,0.0,3.896e-13,0.0,8.295e-13,0.0,0.0,0.0,-0.0003025,8.788e-05,5.096e-06,-0.04068,1.826e-13,0.0,0.0,0.0
7.394999999999999e-06,0.0009282,1.68e-09,519.7,4.830000000000002e-13,675.0,-0.01966,-0.5774,-0.8126,-6.595,1.569,10.86,-9.117,-3.487,3.621,-13.18,-12.08,-9.555,-18.88,-23.0,-25.83,0.5365,0.5569,0.5566,1.21e-10,1.261e-10,1.261e-10,0.4763,0.4855,0.4852,9.25e-11,1.079e-10,1.079e-10,2.0,2.0,2.477e-11,4.911e-11,0.4198,5.455e-11,0.3301,0.06413,0.4244,1.268e-11,5.451e-11,0.1919,0.3152,2.477e-11,-0.3639,0.0,0.0,6.835e-13,0.0,0.003125,0.001869,0.0,-0.4325,0.0,1.321e-13,0.0,9.87e-14,0.0,0.0,0.0,-0.4209,0.002574,0.003207,-0.3026,4.013e-13,0.0,0.0,0.0
1.088e-06,0.0024129999999999,2.879e-09,651.6,4.422e-13,1484.0,-0.01977,-13.1,-24.2,-6.581,-13.69,-19.17,-9.069,-15.96,-21.25,-13.13,-19.4,-24.19,-18.82,-22.93,-26.06,0.03613,0.07979,0.06569,1.172e-10,1.223e-10,1.214e-10,-0.0006537,0.001051,0.0007909,1.072e-10,1.295e-11,1.15e-10,2.0,2.0,6.192e-12,4.757e-11,0.04476,5.153e-11,0.0,-0.0006564,0.05529,0.0,5.112e-11,0.005483,0.0006367,0.0,-0.009775,0.0,0.0,1.681e-11,1.349e-11,0.0007328,0.01799,0.0,-0.003388,0.02395,3.744e-12,1.692e-11,2.276e-12,0.0,0.0,0.0,-0.00554,0.0003826,0.0003732,-0.03943,6.496e-14,0.0,0.0,0.0
5.812999999999999e-06,0.00162,1.202e-09,32.09,5.225e-13,437.0,-0.01972,-20.86,-41.73,-6.577,-16.44,-26.38,-9.078,-14.64,-20.32,-13.16,-14.27,-15.58,-18.89,-18.29,-17.63,0.4422,0.4701,0.4701,1.393e-10,1.398e-10,1.398e-10,-0.02401,0.04215,0.04201,1.36e-10,1.372e-10,1.37e-10,2.0,2.0,6.13e-11,6.29e-11,0.3918,6.475e-11,0.04241,-0.04171,0.3998,5.749e-11,6.466e-11,0.2012,0.04224,6.137e-11,-0.2132,0.04349,2.235e-11,1.254e-11,-7.19e-12,0.04266,0.03208,1.705e-11,0.005592,0.03326,2.227e-11,4.021e-12,1.673e-13,0.0,0.0,0.0,-0.07771,0.0006103,0.0009669,-0.1868,1.503e-13,0.0,0.0,0.0
6.998e-06,0.002305,1.449e-09,370.2,2.965e-13,1437.0,-0.01963,-18.56,-26.42,-6.591,-16.12,-7.816,-9.105,-19.91,-12.04,-13.18,-27.33,-23.98,-18.88,-37.83,-39.74,0.03895,0.07946,0.06914,9.728e-11,1.099e-10,1.098e-10,-0.07406,0.02701,0.02684,1.021e-10,1.164e-10,1.161e-10,1.0,2.0,2.31e-11,3.94e-11,0.03745,4.264e-11,0.0,-0.1094,0.03828,0.0,4.129e-11,-0.003648,0.02706,0.0,-0.04887,0.0,0.0,1.247e-12,0.0,0.001494,0.0003384,0.0,-0.1034,0.0,2.753e-13,0.0,1.545e-13,0.0,0.0,0.0,-0.07661,0.0001057,0.0002245,-0.03722,2.432e-13,0.0,0.0,0.0
5.314e-06,0.0022919999999999,1.1830000000000002e-09,866.0,6.070000000000001e-14,1059.0,-0.01965,-45.58,-44.96,-6.586,-38.92,-34.13,-9.091,-39.8,-31.19,-13.17,-44.62,-36.64,-18.88,-53.01,-50.54,0.0202,0.05155,0.04438,1.309e-10,1.342e-10,1.342e-10,-0.0004757,0.0009534,0.0007554,9.439e-11,1.083e-10,1.081e-10,1.0,2.0,2.242e-11,5.743e-11,0.03699,6.116e-11,0.0002514,-0.0003788,0.04105,1.138e-11,6.102e-11,0.009975,0.000228,2.278e-11,-0.01732,0.0,0.0,2.373e-11,2.105e-11,1.958e-06,0.02224,0.0,-0.001043,0.02229,2.036e-13,2.373e-11,5.79e-14,0.0,0.0,0.0,-0.0007293,7.459e-05,2.227e-06,-0.03556,1.353e-13,0.0,0.0,0.0
4.444e-06,0.0007767,7.998e-10,518.5,4.935000000000002e-13,1456.0,-0.01972,-5.384,-10.67,-6.58,0.7534,8.314,-9.088,-2.18,5.224,-13.17,-8.206,-2.363,-18.88,-17.48,-15.16,0.3146,0.3085,0.3079,1.04e-10,1.154e-10,1.153e-10,0.3738,0.05279,0.04465,8.183e-11,2.987e-12,9.958e-11,2.0,2.0,2.202e-11,4.277e-11,0.2964,4.601e-11,0.08232,0.002098,0.3417,1.281e-11,4.585e-11,0.1719,0.08069,2.233e-11,-0.1538,0.0,0.0,1.033e-11,8.091e-12,0.01741,0.03264,0.0,-0.2332,0.03281,9.675e-13,1.055e-11,3.42e-13,0.0,0.0,0.0,-0.4288,0.001521,0.001943,-0.2989,1.597e-13,0.0,0.0,0.0
2.973e-06,0.0008472999999999,2.3430000000000003e-09,921.5,9.65e-13,1158.0,-0.01971,-8.29,-7.058,-6.581,-10.51,-0.5016,-9.077,-13.14,-3.208,-13.14,-17.73,-8.314,-18.86,-24.91,-17.14,0.2028,0.3694,0.3213,1.072e-10,1.107e-10,1.102e-10,0.1085,0.1451,0.1438,9.343e-11,9.583e-11,9.56e-11,1.0,2.0,3.255e-11,4.433e-11,0.2104,4.269e-11,0.1749,0.1155,0.2642,3.732e-11,4.157e-11,0.1289,0.1551,3.695e-11,-0.1049,0.05369,1.09e-11,9.727e-12,9.985e-12,0.0524,0.06564,6.633e-12,-0.04171,0.06852,6.595e-12,1.076e-11,4.879e-14,0.0,0.0,0.0,-0.2103,0.001158,0.0006489,-0.2642,1.076e-13,0.0,0.0,0.0
4.063e-06,0.0007896,2.073e-09,1142.0,4.245e-13,999.9,-0.01968,-18.56,-15.72,-6.582,-22.35,-10.36,-9.082,-25.1,-13.42,-13.15,-30.09,-20.34,-18.87,-38.09,-32.28,0.4048,0.4049,0.4046,1.238e-10,1.283e-10,1.283e-10,0.02372,0.05749,0.05736,1.181e-10,1.244e-10,1.244e-10,1.0,2.0,4.773e-11,5.441e-11,0.3937,5.684e-11,0.06191,0.01125,0.4297,4.193e-11,5.676e-11,0.3201,0.06172,4.775e-11,-0.0192,0.01307,1.199e-11,1.933e-11,1.93e-11,0.01259,0.2039,1.109e-11,-0.05811,0.2041,1.029e-11,2.078e-11,1.261e-13,0.0,0.0,0.0,-0.08007,0.002105,8.51e-05,-0.2835,5.424e-13,0.0,0.0,0.0
1.724e-06,0.001413,9.404e-10,741.8,6.817000000000001e-13,822.2,-0.01973,-15.11,-15.98,-6.58,-18.11,-12.38,-9.071,-20.58,-14.78,-13.13,-24.72,-18.99,-18.82,-30.7,-25.35,0.1661,0.3385,0.2898,1.226e-10,1.258e-10,1.256e-10,0.1358,0.1923,0.192,1.106e-10,1.159e-10,1.158e-10,1.0,2.0,4.803e-11,4.879e-11,0.1928,5.177e-11,0.2042,0.1299,0.2371,4.707e-11,5.145e-11,0.07342,0.1746,4.954e-11,-0.08918,0.09437,1.587e-11,1.356e-11,1.188e-11,0.08388,0.06585,1.09e-11,-0.05152,0.06713,1.527e-11,1.363e-11,6.368e-14,0.0,0.0,0.0,-0.165,0.0002823,0.0005596,-0.1835,3.646e-14,0.0,0.0,0.0
2.769e-06,0.001234,4.6389999999999997e-10,662.0,4.546000000000001e-13,112.6,-0.0197,-4.752,1.444,-6.581,-10.91,-3.83,-9.076,-13.25,-5.661,-13.14,-17.65,-10.25,-18.85,-24.71,-18.85,0.1024,0.4271,0.3442,1.031e-10,1.144e-10,1.143e-10,0.3264,0.5848,0.5166,1.083e-10,1.181e-10,1.18e-10,1.0,2.0,4.128e-11,2.734e-11,0.1701,3.605e-11,0.3804,0.2702,0.2052,3.468e-11,3.603e-11,0.01938,0.326,4.129e-11,-0.2449,0.0,0.0,2.028e-12,0.0,0.005166,0.01307,0.0,-0.0127,0.0,7.781e-13,0.0,1.006e-13,0.0,0.0,0.0,-0.2889,0.0005277,0.0009644,-0.2608,1.723e-13,0.0,0.0,0.0
2.717e-06,0.0007742999999999,1.976e-09,902.8,3.732e-13,812.0,-0.01971,-3.312,-1.838,-6.58,-4.84,4.046,-9.076,-7.292,1.921,-13.14,-11.88,-2.981,-18.86,-19.12,-11.59,0.4012,0.4345,0.4343,1.336e-10,1.358e-10,1.358e-10,0.3219,0.2769,0.2769,1.266e-10,1.309e-10,1.309e-10,1.0,2.0,5.57e-11,6.365e-11,0.3758,6.486e-11,0.2855,0.2517,0.431,5.155e-11,6.476e-11,0.2784,0.2847,5.578e-11,-0.009946,0.2166,2.178e-11,2.67e-11,2.555e-11,0.2113,0.231,2.08e-11,0.1379,0.261,2.131e-11,2.683e-11,1.51e-12,0.0,0.0,0.0,-0.1829,0.0133,0.003342,-0.1829,3.156e-12,0.0,0.0,0.0
7.245e-06,0.001762,2.276e-09,1188.0,9.859e-13,655.9,-0.0196,-50.72,-43.99,-6.594,-60.11,-46.91,-9.105,-59.09,-49.69,-13.17,-60.88,-56.73,-18.88,-65.68,-67.31,0.1789,0.3105,0.2788,1.085e-10,1.127e-10,1.121e-10,0.0007465,0.001834,0.001659,1.1e-10,1.166e-10,1.155e-10,1.0,2.0,2.988e-11,2.959e-11,0.1219,3.456e-11,0.0004498,-0.0006371,0.1276,2.121e-11,3.449e-11,-0.04123,0.000426,3.071e-11,-0.1955,0.0,0.0,2.936e-13,0.0,5.324e-06,0.002129,0.0,-0.001217,0.0,3.208e-13,0.0,1.184e-13,0.0,0.0,0.0,-0.0009254,0.001152,4.712e-06,-0.1633,2.895e-13,0.0,0.0,0.0
1.477e-06,0.001691,2.4820000000000003e-09,755.3,1.456e-13,93.71,-0.01974,-17.14,-13.76,-6.58,-23.68,-20.21,-9.07,-26.11,-22.42,-13.13,-30.02,-25.79,-18.82,-35.48,-30.19,0.003052,0.2268,0.1717,8.952e-11,1.056e-10,1.055e-10,0.00972,0.171,0.1287,9.227e-11,1.071e-10,1.069e-10,1.0,2.0,3.077e-11,0.0,0.06751,0.0,0.0,-0.02205,0.0,0.0,2.898e-11,-0.04965,0.05444,0.0,-0.1259,0.0,0.0,2.978e-12,0.0,0.001262,0.004547,0.0,-0.05747,0.0,2.216e-12,0.0,2.533e-13,0.0,0.0,0.0,-0.06594,0.0003051,0.0003502,-0.1141,2.601e-13,0.0,0.0,0.0
2.133e-06,0.0007696,2.503e-09,873.5,6.874000000000001e-13,661.2,-0.01973,-1.27,0.5648,-6.58,-3.171,4.689,-9.073,-5.627,2.356,-13.14,-9.853,-1.878,-18.84,-16.25,-8.523,0.2543,0.4441,0.3835,1.281e-10,1.31e-10,1.308e-10,0.3163,0.3471,0.3468,1.194e-10,1.232e-10,1.231e-10,1.0,2.0,5.418e-11,5.559e-11,0.2686,5.711e-11,0.3753,0.2844,0.333,5.505e-11,5.687e-11,0.09606,0.3309,5.553e-11,-0.05287,0.2378,2.206e-11,2.065e-11,1.939e-11,0.2052,0.1398,1.966e-11,0.06827,0.154,2.18e-11,2.069e-11,1.258e-12,4.001e-13,-1.99e-12,1.318e-12,-0.1425,0.001122,0.01232,-0.1579,8.103e-13,0.01266,2.294e-12,0.008786
2.438e-06,0.001782,3.2760000000000004e-10,333.1,5.262000000000001e-13,302.0,-0.01972,-2.824,-4.914,-6.579,-5.624,-3.778,-9.073,-7.721,-5.422,-13.14,-11.93,-9.69,-18.84,-18.54,-16.98,0.2333,0.3819,0.337,1.263e-10,1.309e-10,1.309e-10,0.382,0.394,0.3939,1.41e-10,1.415e-10,1.415e-10,2.0,2.0,6.957e-11,4.965e-11,0.2226,5.474e-11,0.3962,0.3361,0.2653,6.913e-11,5.472e-11,0.1135,0.3962,6.959e-11,-0.07396,0.2553,3.08e-11,1.428e-11,1.011e-11,0.254,0.0768,2.936e-11,0.003195,0.07696,3.08e-11,1.434e-11,4.903e-13,-4.228e-12,0.0,2.217e-12,-0.2302,0.0008348,0.0002071,-0.1544,1.319e-13,0.02317,0.0,0.0
6.069e-06,0.0023239999999999,1.724e-10,689.9,7.366e-14,632.1,-0.01963,-38.55,-36.21,-6.589,-41.58,-36.65,-9.097,-43.0,-35.46,-13.17,-48.16,-42.37,-18.88,-56.72,-56.65,-0.005587,0.04702,0.03721,1.095e-10,1.187e-10,1.186e-10,-0.002019,0.004888,0.004153,1.052e-10,1.156e-10,1.155e-10,1.0,2.0,3.343e-11,2.907e-11,0.01839,3.945e-11,0.001697,-0.003041,0.02079,2.06e-11,3.942e-11,-0.02463,0.001697,3.343e-11,-0.03504,0.0,0.0,7.209e-13,0.0,3.045e-06,0.0002524,0.0,-0.004828,0.0,4.955e-13,0.0,5.571e-14,0.0,0.0,0.0,-0.003544,4.465e-05,5.497e-06,-0.03342,5.696e-14,0.0,0.0,0.0
5.339e-06,0.002383,2.928e-09,870.3,7.225000000000001e-13,251.7,-0.01965,-43.81,-35.5,-6.586,-53.33,-40.83,-9.092,-54.86,-43.62,-13.17,-56.95,-49.25,-18.88,-61.14,-58.43,0.008095,0.09883,0.08389,1.274e-10,1.32e-10,1.319e-10,-0.0001181,0.002652,0.002312,1.252e-10,1.302e-10,1.301e-10,1.0,2.0,4.835e-11,4.448e-11,0.04798,5.2e-11,0.00115,-0.001101,0.05102,4.032e-11,5.185e-11,-0.03746,0.001149,4.856e-11,-0.06506,0.0,0.0,1.459e-12,0.0,2.79e-06,0.0002335,0.0,-0.001896,0.0,3.936e-13,0.0,8.132e-14,0.0,0.0,0.0,-0.001293,0.0004466,3.425e-06,-0.05161,5.392e-13,0.0,0.0,0.0
5.817999999999999e-06,0.0009067,2.703e-09,1316.0,5.079e-13,70.44,-0.01963,-31.27,-18.13,-6.587,-38.62,-25.84,-9.095,-42.35,-31.21,-13.17,-48.44,-41.29,-18.88,-56.58,-54.82,0.1753,0.5894,0.49,9.347e-11,1.08e-10,1.079e-10,-0.004746,0.02065,0.01815,8.648e-11,1.021e-10,1.021e-10,1.0,2.0,1.003e-11,1.167e-11,0.1842,2.579e-11,0.001554,-0.01716,0.199,-6.508e-12,2.578e-11,-0.02894,0.001508,1.02e-11,-0.3737,0.0,0.0,8.449e-14,0.0,1.764e-05,0.0002398,0.0,-0.01973,0.0,3.639e-13,0.0,1.576e-13,0.0,0.0,0.0,-0.01499,0.0007202,1.149e-05,-0.3452,7.817e-14,0.0,0.0,0.0
1.956e-06,0.0022,1.446e-09,759.5,1.1400000000000002e-13,923.0,-0.01973,-31.47,-32.91,-6.58,-36.7,-33.01,-9.071,-38.78,-33.09,-13.13,-42.57,-36.11,-18.83,-47.77,-41.39,0.1498,0.1782,0.1772,1.337e-10,1.363e-10,1.362e-10,0.0317,0.04101,0.04004,1.396e-10,1.405e-10,1.405e-10,1.0,2.0,6.734e-11,6.391e-11,0.1568,6.488e-11,0.04013,0.03525,0.1743,6.61e-11,6.482e-11,0.136,0.03977,6.734e-11,0.03446,0.03909,3.044e-11,2.928e-11,2.767e-11,0.03562,0.1141,2.837e-11,0.01984,0.131,3.043e-11,2.938e-11,1.082e-11,8.733e-12,5.746e-12,1.09e-11,-0.01145,0.02693,0.0117,-0.05469,7.738e-12,0.01191,8.03e-12,0.02709
3.853e-06,0.0005815,2.1069999999999998e-10,1291.0,9.546000000000002e-13,842.6,-0.01969,-7.848,-2.843,-6.582,-11.77,0.2784,-9.082,-14.62,-3.178,-13.15,-19.76,-10.28,-18.87,-27.9,-22.41,0.2729,0.4396,0.3792,1.07e-10,1.122e-10,1.118e-10,0.04346,0.1091,0.1078,9.447e-11,1.008e-10,1.006e-10,1.0,2.0,3.272e-11,4.286e-11,0.2324,4.166e-11,0.06778,-0.01334,0.2699,3.674e-11,4.136e-11,0.1085,0.05959,3.587e-11,-0.2401,0.0,0.0,5.524e-12,0.0,0.0004335,0.0271,0.0,-0.1555,0.0,1.311e-12,0.0,1.251e-13,0.0,0.0,0.0,-0.1293,0.001916,9.767e-05,-0.2749,2.099e-13,0.0,0.0,0.0
4.176e-06,0.002096,3.9189999999999996e-10,550.8,4.975000000000002e-13,574.6,-0.01967,-23.86,-23.17,-6.583,-27.56,-18.57,-9.083,-30.25,-21.2,-13.16,-35.29,-27.89,-18.87,-43.41,-39.75,0.1424,0.2389,0.2158,1.338e-10,1.354e-10,1.352e-10,0.2082,0.2198,0.2196,1.153e-10,1.227e-10,1.227e-10,1.0,2.0,4.688e-11,6.022e-11,0.1503,6.108e-11,0.2241,0.113,0.169,3.906e-11,6.106e-11,0.03558,0.2235,4.695e-11,-0.08627,0.01257,6.688e-12,1.747e-11,1.429e-11,0.01217,0.03705,7.115e-12,-0.1449,0.03732,4.899e-12,1.765e-11,1.877e-13,0.0,0.0,0.0,-0.1574,0.0005736,0.0003413,-0.09246,1.804e-13,0.0,0.0,0.0
2.932e-06,0.002018,9.901e-10,745.3,8.674e-13,316.7,-0.0197,-29.85,-25.1,-6.581,-35.32,-26.09,-9.075,-37.83,-28.57,-13.14,-42.05,-33.38,-18.85,-48.21,-41.43,0.155,0.3245,0.2804,1.299e-10,1.326e-10,1.326e-10,0.05501,0.08698,0.07852,1.338e-10,1.354e-10,1.353e-10,1.0,2.0,6.059e-11,4.989e-11,0.1812,5.525e-11,0.06301,0.01517,0.2087,5.864e-11,5.514e-11,0.03798,0.05584,6.06e-11,-0.09986,0.0157,1.733e-11,1.13e-11,3.038e-12,0.01568,0.03844,1.303e-11,-0.02801,0.03921,1.677e-11,1.148e-11,1.939e-13,0.0,0.0,0.0,-0.03973,0.001327,0.0002069,-0.1496,2.522e-13,0.0,0.0,0.0
2.954e-06,0.002092,1.0880000000000002e-09,57.11,8.65e-13,643.2,-0.01974,-19.33,-38.69,-6.579,-16.4,-26.33,-9.071,-17.27,-25.6,-13.13,-17.97,-22.96,-18.83,-18.41,-18.29,0.13,0.248,0.2152,1.218e-10,1.249e-10,1.242e-10,0.02113,0.02719,0.02689,1.231e-10,1.292e-10,1.292e-10,2.0,2.0,6.062e-11,4.896e-11,0.1391,5.122e-11,0.03295,0.03331,0.1649,5.993e-11,5.087e-11,0.03012,0.03202,6.072e-11,-0.1101,0.04702,2.956e-11,9.034e-12,-4.076e-12,0.0451,0.02462,2.882e-11,0.03692,0.02509,2.885e-11,9.883e-12,1.389e-11,1.334e-11,0.0,1.407e-11,0.03814,6.673e-05,0.0457,-0.1346,1.508e-14,0.04643,0.0,0.0
8.832000000000001e-06,0.001985,2.847e-09,535.5,9.479e-13,704.2,-0.01957,-26.94,-26.18,-6.6,-31.49,-20.95,-9.11,-36.49,-30.21,-13.17,-44.83,-43.88,-18.87,-55.53,-59.98,0.01465,0.1446,0.1238,8.77e-11,9.725e-11,9.665e-11,-0.01939,0.1396,0.1372,1.407e-11,4.519e-11,4.514e-11,1.0,2.0,2.487e-13,0.0,0.006373,0.0,0.0,-0.2073,0.0,0.0,3.757e-12,-0.1284,0.0004997,0.0,-0.1372,0.0,0.0,9.509e-14,0.0,0.001111,0.0002574,0.0,-0.1933,0.0,6.521e-13,0.0,9.426e-13,0.0,0.0,0.0,-0.1474,8.071e-05,0.001264,-0.09232,7.603e-14,0.0,0.0,0.0
9.203e-06,0.0007099,2.999e-09,1294.0,2.182e-14,1073.0,-0.01957,-26.55,-22.84,-6.6,-32.39,-28.5,-9.107,-35.11,-31.74,-13.17,-40.87,-41.05,-18.86,-50.24,-56.12,-0.02908,0.1724,0.1211,1.118e-10,1.208e-10,1.207e-10,-7.214e-05,0.00572,0.004419,5.981e-11,8.145e-11,8.127e-11,1.0,2.0,3.086e-13,3.696e-11,0.07213,4.357e-11,0.0,-0.006487,0.08496,0.0,4.355e-11,0.008832,1.856e-05,0.0,-0.02756,0.0,0.0,1.035e-11,8.915e-12,1.866e-05,0.03462,0.0,-0.00894,0.03574,1.128e-13,1.063e-11,3.053e-13,0.0,0.0,0.0,-0.007109,0.0005408,7.182e-05,-0.1178,3.101e-13,0.0,0.0,0.0
8.071e-06,0.002154,2.203e-09,1273.0,3.254e-13,154.0,-0.01964,-58.92,-46.36,-6.599,-48.52,-36.98,-9.109,-50.69,-42.85,-13.17,-57.11,-54.77,-18.87,-65.64,-69.22,-0.0608,0.07551,0.06598,8.764e-11,1.035e-10,1.035e-10,-0.000198,0.0,0.0001164,0.0,0.0,3.693e-11,1.0,2.0,2.344e-13,0.0,0.0003412,0.0,0.0,-0.0007807,0.0,0.0,1.348e-12,-0.1156,1.133e-06,0.0,-0.09136,0.0,0.0,8.786e-14,0.0,2.496e-06,9.699e-05,0.0,-0.0005401,0.0,5.499e-13,0.0,1.024e-13,0.0,0.0,0.0,-0.0003571,0.0003237,1.031e-06,-0.0583,5.13e-13,0.0,0.0,0.0
5.323999999999999e-06,0.00124,2.7340000000000003e-09,528.2,9.890000000000001e-13,873.2,-0.01968,-3.917,-4.959,-6.587,-2.566,7.131,-9.1,-6.061,2.921,-13.18,-12.6,-5.892,-18.89,-22.22,-19.46,0.3125,0.4317,0.431,1.097e-10,1.133e-10,1.131e-10,0.4873,0.2647,0.2639,7.516e-11,9.051e-11,9.051e-11,1.0,2.0,2.656e-11,4.258e-11,0.3179,4.283e-11,0.3874,0.3354,0.3527,2.489e-11,4.182e-11,0.1759,0.3864,2.776e-11,-0.2762,0.0,0.0,1.783e-12,0.0,0.005154,0.005101,0.0,-0.3482,0.0,7.443e-13,0.0,1.981e-13,0.0,0.0,0.0,-0.3525,0.001794,0.00604,-0.2814,1.554e-13,0.0,0.0,0.0
