fW,current,ind,Rd,Cs,Rs,channel 0.1G attenuation,stage 1 0.1G attenuation,stage 2 0.1G attenuation,channel 3.5G attenuation,stage 1 3.5G attenuation,stage 2 3.5G attenuation,channel 7G attenuation,stage 1 7G attenuation,stage 2 7G attenuation,channel 14G attenuation,stage 1 14G attenuation,stage 2 14G attenuation,channel 28G attenuation,stage 1 28G attenuation,stage 2 28G attenuation,eye_height Vout_1 7G,eye_maxHeight Vout_1 7G,eye_height_XY Vout_1 7G,eye_width Vout_1 7G,eye_maxWidth Vout_1 7G,eye_width_XY Vout_1 7G,eye_height Vout_2 7G,eye_maxHeight Vout_2 7G,eye_height_XY Vout_2 7G,eye_width Vout_2 7G,eye_maxWidth Vout_2 7G,eye_width_XY Vout_2 7G,Stage 1 Region,Stage 2 Region,eye_height_XY Vout_2 14G,eye_maxWidth Vout_2 14G,eye_height_XY Vout_1 14G,eye_maxWidth Vout_1 14G,eye_maxHeight Vout_2 14G,eye_height Vout_1 14G,eye_maxHeight Vout_1 14G,eye_width Vout_2 14G,eye_height Vout_2 14G,eye_width Vout_1 14G,eye_width_XY Vout_2 14G,eye_width_XY Vout_1 14G,eye_width_XY Vout_2 28G,eye_maxWidth Vout_2 28G,eye_height Vout_2 28G,eye_maxWidth Vout_1 28G,eye_height_XY Vout_2 28G,eye_height_XY Vout_1 28G,eye_width Vout_1 28G,eye_maxHeight Vout_1 28G,eye_width Vout_2 28G,eye_maxHeight Vout_2 28G,eye_height Vout_1 28G,eye_width_XY Vout_1 28G,eye_width_XY Vout_2 56G,eye_maxHeight Vout_2 56G,eye_height Vout_2 56G,eye_maxWidth Vout_2 56G,eye_width Vout_1 56G,eye_width Vout_2 56G,eye_height Vout_1 56G,eye_height_XY Vout_2 56G,eye_maxHeight Vout_1 56G,eye_width_XY Vout_1 56G,eye_height_XY Vout_1 56G,eye_maxWidth Vout_1 56G
3.872e-06,0.002064,1.727e-09,289.3,3.429e-13,423.7,-0.01971,-3.877,-6.881,-6.577,-4.456,-1.178,-9.079,-5.736,-0.9829,-13.16,-9.804,-4.552,-18.89,-16.98,-12.19,0.1467,0.2398,0.2177,1.341e-10,1.364e-10,1.364e-10,0.1821,0.2257,0.2252,1.379e-10,1.391e-10,1.391e-10,2.0,2.0,0.2256,6.25e-11,0.1577,6.205e-11,0.2258,0.0755,0.1809,5.839e-11,0.1548,5.971e-11,6.25e-11,6.205e-11,2.44e-11,2.447e-11,0.04407,2.105e-11,0.1636,0.06575,1.774e-11,0.06602,2.045e-11,0.1707,-0.06586,2.097e-11,7.73e-13,0.0,-0.1619,0.0,0.0,0.0,-0.1075,0.0006257,0.0,6.78e-14,0.0003169,0.0
1.468e-06,0.001299,2.5290000000000003e-09,44.49,7.657000000000002e-13,667.5,-0.01975,-24.42,-48.91,-6.579,-21.74,-37.05,-9.068,-19.8,-30.66,-13.13,-18.15,-23.21,-18.81,-16.79,-14.79,0.1538,0.3267,0.2735,1.22e-10,1.254e-10,1.246e-10,0.01139,0.02172,0.02143,1.334e-10,1.355e-10,1.352e-10,2.0,2.0,0.02521,1.947e-11,0.1827,5.34e-11,0.02623,0.0346,0.2297,3.385e-11,0.005716,4.729e-11,4.371e-11,5.315e-11,1.651e-11,0.0,-0.1146,0.0,0.02907,0.08003,0.0,0.0,0.0,0.0,-0.06873,1.504e-11,1.125e-11,0.03763,-0.1632,1.132e-11,0.0,9.507e-12,-0.1199,0.03409,0.0,1.222e-13,0.000879,0.0
9.003999999999999e-06,0.001337,1.511e-09,969.3,8.387000000000003e-13,591.0,-0.01956,-37.24,-31.39,-6.601,-46.08,-34.67,-9.111,-50.77,-44.16,-13.17,-57.83,-56.89,-18.87,-65.67,-70.67,0.4043,0.4971,0.4961,1.11e-10,1.162e-10,1.162e-10,0.006593,0.01865,0.01865,9.381e-11,1.021e-10,1.021e-10,1.0,2.0,5.872e-05,5.363e-12,0.148,2.992e-11,0.0004939,-0.08141,0.1482,-3.405e-12,-0.01742,1.989e-11,7.351e-12,2.84e-11,2.851e-14,0.0,-0.01413,0.0,1.041e-05,0.002057,0.0,0.0,0.0,0.0,-0.2867,2.369e-13,1.045e-13,0.0,-0.01113,0.0,0.0,0.0,-0.2473,1.847e-05,0.0,1.1e-13,0.0005945,0.0
6.665e-06,0.002044,2.275e-11,940.4,3.737e-14,618.2,-0.01961,-45.63,-40.82,-6.591,-37.53,-32.14,-9.101,-37.08,-31.04,-13.17,-41.28,-37.05,-18.88,-50.02,-51.19,-0.03102,0.07482,0.06158,8.608e-11,1.022e-10,1.022e-10,0.00053,0.001205,0.0008945,6.543e-11,8.607e-11,8.587e-11,1.0,2.0,1.475e-05,0.0,0.006795,1.731e-11,0.0,-0.06609,0.01298,0.0,-0.001052,6.261e-13,3.892e-13,1.706e-11,2.64e-13,0.0,-0.001952,0.0,1.186e-05,0.0002142,0.0,0.0,0.0,0.0,-0.06682,2.678e-13,1.911e-14,0.0,-0.001617,0.0,0.0,0.0,-0.05948,6.373e-06,0.0,2.001e-13,0.0001527,0.0
5.708999999999999e-06,0.001201,4.188e-10,966.6,8.227000000000001e-13,1250.0,-0.01964,-31.08,-29.31,-6.587,-35.15,-22.4,-9.094,-38.38,-27.59,-13.17,-44.4,-37.64,-18.88,-53.36,-51.99,0.3155,0.3416,0.3399,9.551e-11,1.024e-10,1.022e-10,-0.03342,0.0192,0.01904,7.975e-11,8.896e-11,8.894e-11,1.0,2.0,0.01293,2.615e-11,0.2727,3.775e-11,0.01303,0.1647,0.2748,2.135e-11,-0.02822,3.634e-11,2.613e-11,3.445e-11,7.582e-14,0.0,-0.05729,0.0,1.027e-05,0.003875,0.0,0.0,0.0,0.0,-0.3344,6.229e-13,1.043e-12,0.0,-0.04307,0.0,0.0,0.0,-0.2903,8.199e-05,0.0,1.146e-13,0.001225,0.0
7.685999999999999e-06,0.001705,1.845e-09,303.6,7.657000000000002e-13,546.6,-0.01966,-3.148,-5.835,-6.596,-0.02776,7.801,-9.118,-4.98,0.7991,-13.18,-13.32,-11.69,-18.88,-23.7,-26.76,0.2686,0.3708,0.3484,1.202e-10,1.241e-10,1.237e-10,0.07739,0.2501,0.2486,8.219e-11,1.011e-10,1.01e-10,2.0,2.0,0.09453,2.034e-11,0.1759,4.423e-11,0.1002,-0.01824,0.1761,4.081e-12,-0.2578,4.063e-11,2.029e-11,4.42e-11,4.497e-13,0.0,-0.4867,0.0,0.001555,0.0001661,0.0,0.0,0.0,0.0,-0.2431,1.914e-13,2.639e-13,0.0,-0.3602,0.0,0.0,0.0,-0.1766,0.001438,0.0,1.824e-13,0.001564,0.0
8.124e-06,0.002218,1.064e-09,379.1,2.121e-13,106.9,-0.01958,-10.04,-3.192,-6.597,-17.61,-11.07,-9.109,-22.15,-17.06,-13.17,-30.07,-29.1,-18.87,-40.85,-45.34,-0.06663,0.05742,0.05259,7.283e-11,9.248e-11,9.243e-11,-0.1703,0.1117,0.1104,7.323e-11,9.254e-11,9.253e-11,1.0,2.0,0.0003528,1.46e-12,0.001207,0.0,0.002089,-0.09667,0.0,-3.253e-11,-0.1878,0.0,5.999e-13,1.656e-12,4.355e-13,0.0,-0.1647,0.0,0.0005246,0.0002514,0.0,0.0,0.0,0.0,-0.07622,1.602e-13,5.651e-13,0.0,-0.1054,0.0,0.0,0.0,-0.05022,0.0003963,0.0,4.459e-13,0.0001506,0.0
9.298e-06,0.001919,4.665e-10,592.8,4.701000000000001e-13,334.6,-0.01955,-28.84,-23.46,-6.602,-37.14,-27.14,-9.111,-42.37,-36.74,-13.17,-50.76,-50.92,-18.87,-61.04,-67.21,0.03143,0.1942,0.1695,1.305e-10,1.337e-10,1.338e-10,0.1007,0.2195,0.2157,1.259e-10,1.304e-10,1.304e-10,1.0,2.0,0.02442,4.204e-11,0.05173,4.477e-11,0.02511,-0.1144,0.05187,3.386e-11,-0.1077,3.59e-11,4.187e-11,4.467e-11,4.799e-13,0.0,-0.1072,0.0,0.0002071,0.0001854,0.0,0.0,0.0,0.0,-0.1367,4.121e-13,2.845e-13,0.0,-0.082,0.0,0.0,0.0,-0.09812,0.0001534,0.0,3.21e-13,0.0005468,0.0
1.192e-06,0.002385,1.083e-09,1011.0,4.585e-13,1098.0,-0.01975,-36.86,-38.61,-6.58,-40.47,-35.88,-9.069,-42.78,-38.09,-13.13,-46.31,-41.68,-18.82,-50.43,-46.12,0.03676,0.1117,0.08985,1.191e-10,1.235e-10,1.234e-10,0.004111,0.008206,0.006802,1.182e-10,1.228e-10,1.227e-10,1.0,2.0,0.004414,4.938e-11,0.0567,4.919e-11,0.005598,-0.002236,0.06885,4.657e-11,0.001193,4.436e-11,4.907e-11,4.838e-11,1.291e-11,0.0,-0.002511,9.664e-12,0.001729,0.01214,5.186e-12,0.01265,0.0,0.0,-0.03809,9.028e-12,8.096e-14,0.0,-0.004701,0.0,0.0,0.0,-0.05399,1.004e-05,0.0,1.213e-13,0.0002299,0.0
8.425e-06,0.001496,2.929e-09,679.3,5.224e-13,1068.0,-0.01958,-27.35,-27.86,-6.598,-31.37,-19.87,-9.109,-36.06,-28.72,-13.17,-44.14,-42.27,-18.87,-54.72,-58.43,0.288,0.3024,0.302,9.932e-11,1.106e-10,1.106e-10,-0.07588,0.09208,0.09195,6.545e-11,8.859e-11,8.843e-11,1.0,2.0,0.009512,0.0,0.1989,4.001e-11,0.0,0.07391,0.2036,0.0,-0.169,3.676e-11,9.347e-12,3.964e-11,5.26e-13,0.0,-0.2203,0.0,0.0004722,0.001604,0.0,0.0,0.0,0.0,-0.2533,2.576e-13,8.792e-14,0.002127,-0.168,1.474e-12,0.0,-8.09e-12,-0.2126,0.0001269,0.0,5.57e-13,0.001063,0.0
2.42e-06,0.001806,2.1920000000000003e-09,843.6,8.488e-13,1417.0,-0.01972,-32.05,-32.77,-6.58,-35.0,-25.99,-9.073,-37.49,-28.44,-13.14,-41.55,-32.66,-18.84,-47.25,-39.04,0.119,0.2409,0.2152,1.095e-10,1.127e-10,1.119e-10,0.01029,0.02106,0.02084,9.863e-11,1.003e-10,1.002e-10,1.0,2.0,0.02114,3.947e-11,0.143,4.407e-11,0.02487,0.07406,0.1801,3.943e-11,0.005508,4.272e-11,3.617e-11,4.405e-11,7.437e-12,1.006e-11,-0.01471,0.0,0.006859,0.03379,0.0,0.0,6.484e-12,0.006992,-0.05277,9.029e-12,1.043e-13,0.0,-0.03159,0.0,0.0,0.0,-0.1685,3.213e-05,0.0,2.995e-13,0.0003453,0.0
2.102e-06,0.00142,1.3630000000000002e-09,539.8,1.3800000000000004e-13,1475.0,-0.01974,-9.564,-16.14,-6.578,-8.102,-5.484,-9.07,-9.387,-4.984,-13.13,-13.15,-8.103,-18.84,-19.12,-13.9,0.2273,0.2544,0.2542,1.41e-10,1.412e-10,1.412e-10,0.07194,0.1109,0.1055,1.395e-10,1.397e-10,1.396e-10,1.0,2.0,0.1057,6.373e-11,0.2569,6.737e-11,0.1075,0.2282,0.257,5.959e-11,0.07042,6.548e-11,6.372e-11,6.732e-11,2.312e-11,2.315e-11,-0.04081,3.084e-11,0.1076,0.1958,2.887e-11,0.2158,1.698e-11,0.1078,0.09389,3.082e-11,1.313e-12,0.0,-0.1039,0.0,6.861e-12,0.0,-0.08188,0.004387,0.06156,8.748e-12,0.06074,8.759e-12
4.284e-06,0.00105,2.4550000000000003e-09,799.9,5.144e-13,425.7,-0.01967,-11.74,-6.998,-6.583,-16.3,-5.715,-9.084,-19.07,-8.539,-13.16,-24.29,-15.42,-18.88,-32.68,-27.42,0.6153,0.6596,0.6595,1.412e-10,1.414e-10,1.414e-10,0.4871,0.4138,0.4136,1.341e-10,1.361e-10,1.36e-10,1.0,2.0,0.4191,6.291e-11,0.5754,6.905e-11,0.42,0.382,0.6153,5.917e-11,0.3671,6.856e-11,6.291e-11,6.905e-11,2.363e-11,2.363e-11,0.03705,2.827e-11,0.185,0.3139,2.504e-11,0.3155,2.109e-11,0.1938,-0.0248,2.826e-11,1.118e-13,0.0,-0.2558,0.0,0.0,0.0,-0.2974,0.001168,0.0,9.378e-14,0.0007258,0.0
1.673e-06,0.002382,1.227e-09,1389.0,2.734e-13,421.5,-0.01986,-68.8,-62.65,-6.587,-59.04,-49.94,-9.076,-57.58,-47.92,-13.13,-56.59,-47.02,-18.83,-56.83,-48.18,0.09511,0.1955,0.1655,1.217e-10,1.278e-10,1.278e-10,0.000676,0.002071,0.001614,1.156e-10,1.235e-10,1.234e-10,1.0,2.0,0.0009421,4.66e-11,0.1085,5.238e-11,0.001263,0.03587,0.1326,4.179e-11,4.805e-05,4.653e-11,4.644e-11,5.236e-11,8.887e-12,9.638e-12,-0.0001221,1.508e-11,0.0002927,0.04587,1.127e-11,0.05106,8.777e-13,0.0003921,-0.03935,1.477e-11,1.689e-13,0.0,-0.001219,0.0,0.0,0.0,-0.1146,7.755e-06,0.0,5.064e-14,0.0002011,0.0
4.881e-06,0.000768,1.576e-09,1183.0,8.363e-13,1012.0,-0.01966,-20.11,-16.19,-6.584,-24.33,-11.58,-9.087,-27.33,-15.77,-13.16,-32.87,-24.38,-18.88,-41.7,-38.06,0.3003,0.4184,0.418,1.022e-10,1.088e-10,1.083e-10,-0.03093,0.04173,0.04152,8.626e-11,9.689e-11,9.659e-11,1.0,2.0,0.03124,3.455e-11,0.2986,4.228e-11,0.03359,0.1644,0.3341,2.993e-11,-0.04646,4.213e-11,3.393e-11,3.955e-11,1.269e-13,0.0,-0.09114,0.0,7.505e-05,0.01999,0.0,0.0,0.0,0.0,-0.2582,4.173e-12,2.013e-13,0.0,-0.0786,0.0,0.0,0.0,-0.3186,0.0002473,0.0,4.995e-13,0.00165,0.0
4.127e-06,0.001276,2.368e-09,840.2,9.041000000000001e-13,710.9,-0.01968,-23.63,-20.6,-6.583,-27.75,-16.36,-9.083,-30.51,-19.55,-13.16,-35.5,-26.24,-18.87,-43.45,-37.73,0.3281,0.4698,0.4698,1.209e-10,1.236e-10,1.236e-10,0.07585,0.1101,0.1099,1.086e-10,1.137e-10,1.137e-10,1.0,2.0,0.11,4.768e-11,0.3563,5.15e-11,0.1193,0.2231,0.407,4.458e-11,0.02837,5.057e-11,4.666e-11,5.145e-11,2.489e-12,0.0,-0.1278,1.19e-11,0.01127,0.08297,1.036e-11,0.08386,0.0,0.0,-0.1276,1.161e-11,2.108e-13,0.0,-0.1432,0.0,0.0,0.0,-0.2893,0.0001353,0.0,4.314e-13,0.003755,0.0
3.955e-06,0.001708,2.507e-09,783.0,9.993e-13,19.55,-0.01968,-27.74,-16.9,-6.582,-34.41,-23.64,-9.081,-37.19,-26.69,-13.15,-42.02,-32.74,-18.87,-49.35,-43.16,0.018,0.3685,0.302,8.971e-11,1.051e-10,1.05e-10,-0.01987,0.08494,0.06998,8.86e-11,1.044e-10,1.044e-10,1.0,2.0,0.01965,2.101e-11,0.104,0.0,0.02023,-0.03507,0.0,5.562e-12,-0.03858,0.0,2.098e-11,2.293e-11,5.241e-13,0.0,-0.06548,0.0,0.0002575,0.0008884,0.0,0.0,0.0,0.0,-0.1561,1.039e-13,1.551e-13,0.0,-0.05796,0.0,0.0,0.0,-0.2209,0.0002715,0.0,1.101e-13,0.0006809,0.0
1.5789999999999998e-06,0.001695,2.276e-09,1485.0,5.192e-13,403.4,-0.01974,-42.35,-35.88,-6.58,-49.0,-39.29,-9.07,-50.77,-40.9,-13.13,-52.76,-43.02,-18.82,-54.63,-45.57,0.1528,0.3348,0.285,1.303e-10,1.339e-10,1.339e-10,0.002271,0.005081,0.004246,1.301e-10,1.335e-10,1.334e-10,1.0,2.0,0.002798,5.628e-11,0.1903,5.732e-11,0.003764,0.05303,0.2322,5.062e-11,0.0006974,5.197e-11,5.618e-11,5.724e-11,1.773e-11,0.0,-0.0005152,1.833e-11,0.001342,0.08841,1.346e-11,0.09871,0.0,0.0,-0.04694,1.828e-11,5.128e-13,0.0,-0.001346,0.0,0.0,0.0,-0.1058,1.416e-05,0.0,3.15e-13,0.0003538,0.0
2.518e-06,0.00184,1.127e-09,1319.0,3.4760000000000005e-13,355.8,-0.01972,-44.44,-36.77,-6.581,-53.12,-42.16,-9.074,-54.32,-42.9,-13.14,-54.84,-43.93,-18.84,-56.06,-47.18,0.2202,0.3309,0.2972,1.257e-10,1.306e-10,1.306e-10,0.001575,0.003733,0.003037,1.169e-10,1.242e-10,1.242e-10,1.0,2.0,0.001898,4.779e-11,0.2115,5.607e-11,0.0024,0.1359,0.2508,3.971e-11,0.0005438,5.073e-11,4.781e-11,5.603e-11,9.391e-12,9.816e-12,-0.0003232,1.795e-11,0.0006034,0.1018,1.478e-11,0.1048,7.171e-12,0.0007277,-0.03112,1.77e-11,1.582e-13,0.0,-0.001965,0.0,0.0,0.0,-0.1478,9.855e-06,0.0,4.498e-14,0.0002903,0.0
5.113e-06,0.002293,2.9660000000000003e-09,1150.0,1.5230000000000004e-13,550.9,-0.01967,-54.17,-47.74,-6.586,-44.81,-33.93,-9.091,-46.5,-34.67,-13.17,-51.14,-42.6,-18.88,-58.36,-55.14,0.03772,0.08629,0.0775,1.311e-10,1.343e-10,1.343e-10,-0.000222,0.0003295,0.0002519,5.882e-11,8.207e-11,8.206e-11,1.0,2.0,9.064e-07,0.0,0.05902,6.112e-11,0.0,0.009,0.06689,0.0,-0.0007985,5.891e-11,1.614e-13,6.104e-11,2.29e-13,0.0,-0.0006791,2.142e-11,1.466e-06,0.02632,1.749e-11,0.02661,0.0,0.0,-0.0384,2.141e-11,1.015e-13,0.0,-0.0005718,0.0,0.0,0.0,-0.04906,1.352e-06,0.0,5.9e-13,0.0003056,0.0
1.1619999999999998e-06,0.001099,2.252e-09,32.16,6.904000000000002e-13,106.7,-0.01975,-24.69,-49.54,-6.58,-25.89,-45.38,-9.068,-23.38,-37.84,-13.13,-21.57,-30.05,-18.81,-20.59,-22.15,0.03631,0.2344,0.18,9.79e-11,1.122e-10,1.121e-10,0.007665,0.02363,0.01578,1.41e-10,1.414e-10,1.414e-10,2.0,2.0,0.02018,1.823e-11,0.08425,0.0,0.02083,-0.0296,0.0,3.725e-11,0.003633,0.0,4.762e-11,3.528e-11,1.518e-11,0.0,-0.07368,0.0,0.02244,0.006252,0.0,0.0,0.0,0.0,-0.1034,2.267e-12,1.205e-11,0.02154,-0.06718,1.206e-11,0.0,1.014e-11,-0.1258,0.01986,0.0,3.101e-13,0.0002893,0.0
3.808e-06,0.0006799,1.736e-09,114.5,4.0960000000000004e-13,322.7,-0.01973,-10.43,-20.88,-6.578,-12.03,-17.56,-9.071,-12.56,-16.15,-13.14,-13.6,-14.24,-18.86,-15.19,-11.64,0.3974,0.5655,0.5246,1.326e-10,1.353e-10,1.353e-10,0.1919,0.2103,0.2099,1.409e-10,1.414e-10,1.414e-10,2.0,2.0,0.2098,6.82e-11,0.4127,6.194e-11,0.2101,0.252,0.4684,6.683e-11,0.2142,5.925e-11,6.819e-11,6.19e-11,3.271e-11,3.272e-11,0.1657,2.352e-11,0.2118,0.2362,2.134e-11,0.2363,3.166e-11,0.2119,-0.03601,2.339e-11,1.467e-11,0.1825,0.1145,1.469e-11,0.0,1.421e-11,-0.2859,0.1804,0.0,1.603e-14,0.0002288,0.0
7.511e-06,0.001885,2.128e-09,557.9,8.681000000000001e-13,381.9,-0.0196,-24.03,-19.97,-6.594,-29.46,-18.5,-9.106,-33.66,-25.74,-13.17,-41.28,-38.23,-18.87,-51.73,-54.08,0.131,0.2868,0.2592,1.248e-10,1.277e-10,1.276e-10,0.2888,0.3573,0.3558,9.046e-11,1.052e-10,1.051e-10,1.0,2.0,0.05344,2.523e-11,0.1081,4.708e-11,0.05518,-0.06958,0.1085,2.383e-11,-0.07037,4.165e-11,2.243e-11,4.708e-11,1.682e-13,0.0,-0.2182,0.0,0.002501,0.0003545,0.0,0.0,0.0,0.0,-0.1488,1.609e-13,4.148e-13,0.0,-0.1847,0.0,0.0,0.0,-0.1313,0.0006307,0.0,6.636e-14,0.0004594,0.0
4.965e-06,0.002099,9.122e-10,185.2,6.477000000000002e-13,89.3,-0.01967,0.1238,0.374,-6.581,-4.93,-3.151,-9.086,-6.783,-4.265,-13.17,-11.62,-9.624,-18.89,-19.65,-19.7,0.02601,0.1571,0.1285,9.771e-11,1.108e-10,1.107e-10,0.07181,0.2022,0.1746,1.205e-10,1.267e-10,1.267e-10,2.0,2.0,0.1169,5.153e-11,0.04876,2.887e-11,0.128,-0.0731,0.05116,4.765e-11,-0.01093,1.427e-11,5.153e-11,2.886e-11,9.345e-12,9.58e-12,-0.1127,0.0,0.01253,0.0004029,0.0,0.0,5.317e-12,0.01375,-0.1203,4.134e-13,1.06e-13,0.0,-0.1263,0.0,0.0,0.0,-0.1094,0.0002485,0.0,2.217e-13,0.0006644,0.0
8.965999999999999e-06,0.00242,1.785e-09,964.5,4.201000000000001e-13,613.9,-0.01957,-53.33,-47.91,-6.601,-49.35,-37.68,-9.111,-53.73,-47.08,-13.17,-60.54,-59.77,-18.87,-68.16,-73.35,0.005667,0.05016,0.04414,1.263e-10,1.28e-10,1.277e-10,-0.0003551,0.0,7.79e-06,0.0,0.0,7.889e-12,1.0,2.0,3.881e-07,0.0,0.01742,4.631e-11,0.0,-0.02573,0.01759,0.0,-0.0002572,4.176e-11,4.661e-13,4.622e-11,2.07e-13,0.0,-0.0001822,0.0,2.884e-07,8.763e-05,0.0,0.0,0.0,0.0,-0.03427,1.641e-13,3.917e-13,0.0,-0.0001078,0.0,0.0,0.0,-0.02292,1.731e-07,0.0,1.621e-13,5.124e-05,0.0
6.918e-06,0.0008727,1.468e-09,401.7,9.52e-13,980.7,-0.01969,-3.839,-7.633,-6.592,0.8709,8.617,-9.11,-3.627,2.413,-13.18,-11.46,-9.104,-18.88,-21.84,-24.3,0.2875,0.445,0.4447,8.84e-11,9.732e-11,9.691e-11,0.3799,0.1391,0.1375,3.185e-11,6.364e-11,6.346e-11,2.0,2.0,0.02626,0.0,0.1958,2.718e-11,0.0,0.03052,0.1971,0.0,0.04066,2.785e-11,2.249e-12,2.325e-11,4.655e-13,0.0,-0.4335,0.0,0.002555,0.002375,0.0,0.0,0.0,0.0,-0.3924,6.671e-13,1.001e-12,0.0,-0.4643,0.0,0.0,0.0,-0.3299,0.003355,0.0,4.361e-13,0.002087,0.0
1.371e-06,0.001771,1.049e-09,598.6,9.148e-13,1140.0,-0.01974,-11.68,-16.48,-6.58,-13.6,-12.34,-9.07,-16.07,-14.76,-13.13,-20.12,-18.78,-18.82,-25.79,-24.38,0.08166,0.1917,0.1561,1.068e-10,1.091e-10,1.062e-10,0.05576,0.1165,0.1058,9.537e-11,9.855e-11,9.774e-11,1.0,2.0,0.069,3.468e-11,0.09832,4.277e-11,0.08646,0.002847,0.121,3.559e-11,0.02961,3.775e-11,3.237e-11,4.098e-11,2.146e-12,0.0,-0.05144,0.0,0.009193,0.0009366,0.0,0.0,0.0,0.0,-0.07047,2.501e-13,2.626e-13,0.0,-0.1188,0.0,0.0,0.0,-0.1222,0.0005057,0.0,1.192e-13,0.0001397,0.0
6.549999999999999e-06,0.0008535999999999,2.4940000000000003e-09,733.7,1.1770000000000002e-13,1435.0,-0.01967,-5.323,-8.069,-6.582,-3.621,3.956,-9.105,-6.395,3.053,-13.18,-13.9,-8.555,-18.88,-24.63,-24.93,0.1943,0.309,0.3017,1.413e-10,1.416e-10,1.416e-10,-0.06385,0.1734,0.1486,1.408e-10,1.411e-10,1.411e-10,1.0,2.0,0.1358,1.407e-11,0.2973,6.245e-11,0.1568,0.1484,0.2989,3.992e-11,-0.2567,5.791e-11,5.1e-11,6.245e-11,6.159e-12,6.161e-12,-0.2913,2.134e-11,0.08701,0.1885,1.419e-11,0.1925,-4.234e-12,0.08706,-0.01157,2.132e-11,2.09e-13,0.0,-0.2858,0.0,0.0,0.0,-0.2534,0.0006738,0.0,4.745e-13,0.001611,0.0
8.691e-06,0.0005565,2.453e-09,803.0,2.375e-13,1304.0,-0.01965,-1.487,-2.781,-6.601,1.903,11.75,-9.121,-4.107,2.236,-13.18,-13.49,-12.71,-18.87,-24.77,-29.8,0.3693,0.3491,0.3489,1.193e-10,1.256e-10,1.256e-10,0.3428,0.2462,0.2461,9.247e-11,1.1e-10,1.1e-10,2.0,2.0,0.1692,2.055e-11,0.3438,4.667e-11,0.1899,0.113,0.3502,-3.292e-12,-0.1758,3.662e-11,2.051e-11,4.665e-11,3.45e-13,0.0,-0.3132,0.0,0.002024,0.007783,0.0,0.0,0.0,0.0,-0.3193,1.176e-12,2.764e-14,0.0,-0.2683,0.0,0.0,0.0,-0.228,0.004805,0.0,2.051e-13,0.001005,0.0
1.696e-06,0.001392,2.899e-09,1161.0,2.2390000000000006e-13,133.5,-0.01973,-29.97,-22.61,-6.58,-36.63,-28.92,-9.07,-39.22,-31.03,-13.13,-43.22,-34.59,-18.82,-48.26,-39.58,-0.01625,0.2866,0.2155,9.857e-11,1.118e-10,1.117e-10,2.885e-05,0.01945,0.01443,9.855e-11,1.117e-10,1.116e-10,1.0,2.0,0.006927,3.673e-11,0.1006,3.657e-11,0.0088,-0.01782,0.1308,2.86e-11,-0.002446,2.825e-11,3.665e-11,3.651e-11,2.331e-12,0.0,-0.008264,0.0,0.0007335,0.01107,0.0,0.0,0.0,0.0,-0.1132,2.043e-12,2.979e-13,0.0,-0.007572,0.0,0.0,0.0,-0.1082,8.041e-05,0.0,3.705e-13,0.001904,0.0
3.744e-06,0.0005707,2.268e-09,257.5,4.3870000000000004e-13,747.4,-0.01973,-7.915,-15.85,-6.578,-5.759,-5.037,-9.073,-7.358,-5.752,-13.14,-10.14,-7.245,-18.87,-14.51,-9.762,0.4504,0.4741,0.4739,1.301e-10,1.331e-10,1.331e-10,0.2814,0.1829,0.1828,1.247e-10,1.297e-10,1.296e-10,2.0,2.0,0.1846,5.443e-11,0.4077,6.296e-11,0.1855,0.2984,0.4567,4.85e-11,0.23,6.245e-11,5.426e-11,6.27e-11,2.097e-11,2.14e-11,0.1902,2.511e-11,0.2205,0.2396,2.395e-11,0.2569,2.045e-11,0.2247,-0.001864,2.509e-11,5.063e-12,0.06356,-0.01962,5.484e-12,0.0,5.125e-12,-0.2349,0.05783,0.0,4.777e-14,0.0004249,0.0
6.295e-06,0.001217,9.014e-10,334.7,7.860000000000001e-13,641.7,-0.01969,-3.345,-6.578,-6.587,0.1707,7.262,-9.105,-3.722,2.293,-13.18,-11.16,-8.341,-18.88,-21.5,-23.37,0.4587,0.5139,0.5135,1.176e-10,1.212e-10,1.211e-10,0.6687,0.3013,0.3002,8.267e-11,1.024e-10,1.024e-10,2.0,2.0,0.2596,2.457e-11,0.3867,4.952e-11,0.2819,0.1834,0.3892,1.426e-11,0.0392,4.692e-11,2.456e-11,4.829e-11,7.451e-13,0.0,-0.5133,0.0,0.006006,0.001654,0.0,0.0,0.0,0.0,-0.351,1.989e-12,3.686e-13,0.0,-0.4808,0.0,0.0,0.0,-0.2839,0.002162,0.0,2.676e-13,0.0006213,0.0
5.102e-06,0.002335,6.344e-10,73.47,4.388000000000001e-13,805.3,-0.01973,-17.68,-35.38,-6.576,-11.57,-16.65,-9.078,-12.65,-16.32,-13.16,-16.27,-19.48,-18.88,-22.11,-25.33,0.06262,0.1145,0.09816,1.2e-10,1.24e-10,1.24e-10,-0.008831,0.01686,0.01685,1.197e-10,1.263e-10,1.262e-10,2.0,2.0,0.01709,4.452e-11,0.06237,5.432e-11,0.01715,0.003263,0.06914,3.636e-11,-0.001352,5.408e-11,4.452e-11,5.317e-11,6.264e-12,0.0,-0.008676,1.242e-11,0.003028,0.008031,8.116e-12,0.008196,0.0,0.0,-0.05599,9.524e-12,1.616e-13,0.0,-0.02587,0.0,0.0,0.0,-0.04995,3.401e-05,0.0,5.687e-14,0.0001051,0.0
