fW,current,ind,Rd,Cs,Rs,channel 0.1G attenuation,stage 1 0.1G attenuation,stage 2 0.1G attenuation,channel 3.5G attenuation,stage 1 3.5G attenuation,stage 2 3.5G attenuation,channel 7G attenuation,stage 1 7G attenuation,stage 2 7G attenuation,channel 14G attenuation,stage 1 14G attenuation,stage 2 14G attenuation,channel 28G attenuation,stage 1 28G attenuation,stage 2 28G attenuation,eye_height Vout_1 7G,eye_maxHeight Vout_1 7G,eye_height_XY Vout_1 7G,eye_width Vout_1 7G,eye_maxWidth Vout_1 7G,eye_width_XY Vout_1 7G,eye_height Vout_2 7G,eye_maxHeight Vout_2 7G,eye_height_XY Vout_2 7G,eye_width Vout_2 7G,eye_maxWidth Vout_2 7G,eye_width_XY Vout_2 7G,Stage 1 Region,Stage 2 Region,eye_height Vout_1 14G,eye_height_XY Vout_1 14G,eye_width_XY Vout_2 14G,eye_maxWidth Vout_2 14G,eye_maxHeight Vout_2 14G,eye_height Vout_2 14G,eye_width Vout_2 14G,eye_maxWidth Vout_1 14G,eye_maxHeight Vout_1 14G,eye_height_XY Vout_2 14G,eye_width Vout_1 14G,eye_width_XY Vout_1 14G,eye_maxHeight Vout_1 28G,eye_maxWidth Vout_1 28G,eye_maxWidth Vout_2 28G,eye_width Vout_2 28G,eye_height_XY Vout_1 28G,eye_maxHeight Vout_2 28G,eye_width_XY Vout_2 28G,eye_height Vout_1 28G,eye_height Vout_2 28G,eye_height_XY Vout_2 28G,eye_width_XY Vout_1 28G,eye_width Vout_1 28G,eye_height Vout_2 56G,eye_maxHeight Vout_2 56G,eye_height Vout_1 56G,eye_height_XY Vout_1 56G,eye_width_XY Vout_1 56G,eye_maxWidth Vout_1 56G,eye_width Vout_2 56G,eye_width Vout_1 56G,eye_height_XY Vout_2 56G,eye_width_XY Vout_2 56G,eye_maxHeight Vout_1 56G,eye_maxWidth Vout_2 56G
1.196e-06,0.002026,1.66e-10,815.0,7.722000000000001e-13,978.4,-0.01974,-24.66,-27.91,-6.58,-28.14,-26.38,-9.069,-30.6,-28.85,-13.13,-34.64,-33.0,-18.82,-40.25,-39.08,0.02987,0.06261,0.05046,1.051e-10,1.136e-10,1.136e-10,0.02094,0.02669,0.02644,1.112e-10,1.19e-10,1.187e-10,1.0,2.0,0.006558,0.0225,4.374e-11,4.393e-11,0.02079,0.008071,3.918e-11,3.424e-11,0.02673,0.01741,2.097e-11,3.31e-11,0.0,0.0,0.0,0.0,0.001218,0.0,2.282e-12,-0.02215,-0.00597,0.001309,9.39e-13,0.0,-0.01726,0.0,-0.03304,0.0003051,2.324e-13,0.0,0.0,0.0,0.000107,1.674e-13,0.0,0.0
2.032e-06,0.0009327,1.496e-09,446.9,9.023e-13,375.9,-0.01974,-1.452,-2.743,-6.579,-3.706,-0.6502,-9.071,-6.017,-2.787,-13.13,-9.851,-6.42,-18.83,-14.97,-11.02,0.2041,0.4946,0.4245,1.289e-10,1.324e-10,1.321e-10,0.4104,0.4873,0.4872,1.268e-10,1.297e-10,1.297e-10,2.0,2.0,0.06622,0.2834,5.84e-11,5.906e-11,0.4627,0.246,5.852e-11,5.686e-11,0.3432,0.3948,5.305e-11,5.674e-11,0.1097,1.619e-11,2.321e-11,2.028e-11,0.1056,0.2631,2.294e-11,-0.1215,-0.03746,0.2329,1.571e-11,1.157e-11,-0.2001,0.0,-0.1986,0.0005018,8.131e-14,0.0,0.0,0.0,0.008668,1.003e-12,0.0,0.0
2.19e-06,0.002384,1.236e-09,1270.0,3.0260000000000004e-13,1049.0,-0.01978,-71.93,-69.52,-6.583,-59.05,-48.6,-9.074,-57.48,-46.67,-13.14,-56.37,-45.92,-18.83,-56.79,-47.84,0.16,0.1873,0.1873,1.317e-10,1.343e-10,1.343e-10,0.001392,0.001716,0.001715,1.31e-10,1.338e-10,1.338e-10,1.0,2.0,0.08125,0.1456,6.309e-11,6.326e-11,0.001637,0.000726,6.268e-11,6.359e-11,0.1663,0.001363,6.28e-11,6.341e-11,0.08756,2.495e-11,2.47e-11,2.289e-11,0.08276,0.0009561,2.465e-11,-0.02539,-0.0001065,0.0007749,2.481e-11,2.262e-11,-0.0008883,0.0,-0.08763,0.001442,1.353e-12,0.0,0.0,0.0,2.051e-05,2.369e-13,0.0,0.0
4.642999999999999e-06,0.0005337,2.32e-10,1170.0,6.339000000000002e-13,922.0,-0.01968,-0.05408,3.542,-6.586,-1.285,10.45,-9.094,-4.812,5.977,-13.17,-11.25,-3.238,-18.88,-20.91,-17.63,0.361,0.4259,0.4259,1.097e-10,1.162e-10,1.161e-10,0.2088,0.2002,0.2001,9.122e-11,1.046e-10,1.045e-10,1.0,2.0,0.1872,0.3025,3.715e-11,3.817e-11,0.1912,0.1289,3.47e-11,4.815e-11,0.334,0.177,4.789e-11,4.628e-11,0.03996,9.894e-12,0.0,0.0,0.03841,0.0,1.775e-12,-0.2171,-0.1943,0.0008098,6.326e-12,5.059e-12,-0.2172,0.0,-0.2584,0.0005868,1.558e-13,6.128e-13,0.0,-7.314e-12,0.001083,3.925e-13,0.005652,0.0
1.011e-06,0.00245,4.271e-11,582.9,7.456000000000002e-13,1452.0,-0.01979,-16.57,-34.66,-6.582,-16.74,-30.67,-9.07,-19.2,-33.12,-13.13,-23.26,-37.23,-18.82,-29.02,-43.14,0.02652,0.0565,0.04569,1.079e-10,1.101e-10,1.073e-10,0.001554,0.005821,0.004773,9.586e-11,1.001e-10,9.883e-11,2.0,2.0,0.0006307,0.02834,3.273e-11,3.413e-11,0.003684,0.0009246,3.593e-11,4.236e-11,0.03516,0.002924,3.65e-11,4.214e-11,0.0,0.0,0.0,0.0,0.006213,0.0,4.275e-12,-0.02779,-0.003031,0.0005137,4.935e-12,0.0,-0.005757,0.0,-0.03818,0.0001963,1.971e-13,0.0,0.0,0.0,1.913e-05,1.902e-14,0.0,0.0
5.721e-06,0.001764,8.275e-10,932.5,7.007000000000001e-13,186.3,-0.01963,-38.83,-29.0,-6.587,-47.52,-35.01,-9.095,-50.46,-39.61,-13.17,-54.78,-47.99,-18.88,-60.64,-59.27,0.1788,0.3642,0.3257,1.153e-10,1.23e-10,1.23e-10,0.006162,0.0132,0.01193,1.126e-10,1.212e-10,1.211e-10,1.0,2.0,0.01534,0.1674,3.732e-11,3.733e-11,0.004394,-0.002043,2.453e-11,4.216e-11,0.1737,0.004349,3.146e-11,4.216e-11,0.0,0.0,0.0,0.0,0.0007621,0.0,1.725e-13,-0.2199,-0.007653,2.894e-05,1.946e-13,0.0,-0.005901,0.0,-0.1658,0.0005824,1.08e-13,0.0,0.0,0.0,7.704e-06,2.93e-13,0.0,0.0
5.248e-06,0.0008976,1.1230000000000002e-09,328.1,4.742e-13,636.8,-0.01971,-4.078,-8.138,-6.579,-1.457,3.671,-9.09,-4.006,1.262,-13.17,-9.975,-6.338,-18.89,-19.13,-18.91,0.5696,0.5622,0.5619,1.295e-10,1.323e-10,1.323e-10,0.5013,0.3393,0.3388,1.144e-10,1.235e-10,1.235e-10,2.0,2.0,0.3174,0.4981,4.261e-11,4.268e-11,0.3406,0.1888,2.916e-11,6.122e-11,0.539,0.3394,5.892e-11,6.121e-11,0.1403,1.845e-11,0.0,0.0,0.1383,0.0,7.721e-13,-0.1847,-0.2577,0.005838,1.707e-11,1.589e-11,-0.4252,0.0,-0.2914,0.001297,1.349e-13,5.563e-13,0.0,-7.982e-12,0.0009283,1.857e-13,0.004129,0.0
1.998e-06,0.002211,2.1309999999999998e-09,391.1,4.925000000000001e-13,62.48,-0.01972,-3.13,-2.561,-6.58,-9.434,-8.562,-9.071,-11.52,-10.17,-13.13,-14.86,-12.62,-18.83,-19.21,-14.98,0.003047,0.2112,0.1627,9.224e-11,1.074e-10,1.072e-10,0.04105,0.2365,0.1786,9.946e-11,1.124e-10,1.122e-10,2.0,2.0,-0.04005,0.06538,3.682e-11,3.688e-11,0.1105,-0.01249,2.918e-11,0.0,0.0,0.08569,0.0,2.971e-11,0.0,0.0,0.0,0.0,0.00685,0.0,1.962e-12,-0.1193,-0.09309,0.009709,2.846e-12,0.0,-0.08485,0.0,-0.1169,9.854e-05,3.882e-14,0.0,0.0,0.0,0.002284,6.517e-13,0.0,0.0
8.064e-06,0.002421,1.861e-09,740.0,7.113e-13,1345.0,-0.01958,-47.01,-47.67,-6.597,-56.49,-44.45,-9.109,-58.08,-50.32,-13.17,-61.39,-59.13,-18.87,-66.75,-70.27,0.001986,0.0366,0.02889,7.349e-11,8.323e-11,8.261e-11,-0.0001702,0.0008621,0.0007981,3.174e-11,4.586e-11,4.582e-11,1.0,2.0,-0.0312,0.004382,7.386e-13,0.0,0.0,-0.002209,0.0,1.167e-11,0.004959,1.094e-05,1.354e-11,1.167e-11,0.0,0.0,0.0,0.0,0.0001373,0.0,1.204e-13,-0.03792,-0.00192,2.565e-06,3.112e-13,0.0,-0.001317,0.0,-0.02717,7.299e-05,1.774e-13,0.0,0.0,0.0,4.136e-06,3.02e-13,0.0,0.0
2.74e-06,0.0009436,9.885e-10,1331.0,1.6100000000000005e-13,724.4,-0.01971,-29.0,-24.07,-6.581,-35.49,-25.6,-9.074,-38.01,-26.85,-13.14,-42.15,-31.32,-18.84,-47.96,-39.41,0.3562,0.3909,0.3896,1.37e-10,1.385e-10,1.385e-10,0.01816,0.02009,0.01971,1.382e-10,1.394e-10,1.394e-10,1.0,2.0,0.3439,0.3765,6.686e-11,6.687e-11,0.01943,0.01834,6.559e-11,6.675e-11,0.3772,0.01932,6.607e-11,6.674e-11,0.2887,3.145e-11,3.178e-11,3.089e-11,0.2687,0.01493,3.178e-11,0.09407,0.004534,0.01412,3.145e-11,3.094e-11,-0.008897,0.002413,-0.15,0.05927,8.419e-12,8.682e-12,5.524e-12,5.664e-12,0.002412,7.704e-12,0.05953,7.953e-12
9.488e-06,0.001723,8.127999999999998e-10,1481.0,2.5050000000000004e-13,1471.0,-0.01958,-49.57,-46.62,-6.604,-43.25,-31.52,-9.111,-48.31,-42.19,-13.17,-56.54,-56.46,-18.86,-66.38,-72.37,0.1928,0.1861,0.186,1.067e-10,1.164e-10,1.164e-10,-0.002869,0.0,0.0001074,0.0,0.0,1.631e-11,1.0,2.0,-0.008164,0.1235,7.533e-13,0.0,0.0,-0.002401,0.0,4.433e-11,0.124,2.097e-05,3.678e-11,4.43e-11,0.0,0.0,0.0,0.0,0.0002589,0.0,9.265e-14,-0.1536,-0.002382,8.528e-06,1.342e-13,0.0,-0.001754,0.0,-0.1254,4.446e-05,2.434e-13,0.0,0.0,0.0,1.946e-05,8.612e-13,0.0,0.0
8.625999999999998e-06,0.0006587,1.455e-09,245.0,8.858e-14,237.3,-0.01964,-1.16,-2.341,-6.587,-7.425,-8.268,-9.098,-9.805,-10.42,-13.17,-15.68,-18.07,-18.87,-25.22,-31.58,0.006438,0.3945,0.3375,8.838e-11,1.036e-10,1.035e-10,0.1352,0.345,0.31,9.097e-11,1.058e-10,1.057e-10,2.0,2.0,-0.1729,0.06328,1.962e-11,1.983e-11,0.06638,-0.0385,5.096e-12,1.558e-11,0.06358,0.06603,-1.957e-12,1.557e-11,0.0,0.0,0.0,0.0,0.0005664,0.0,4.384e-13,-0.3384,-0.2359,0.002395,1.162e-13,0.0,-0.1972,0.0,-0.2504,0.001866,3.321e-13,0.0,0.0,0.0,0.0001637,2.797e-14,0.0,0.0
6.282e-06,0.0005826,2.2619999999999998e-10,1108.0,3.282e-13,929.8,-0.01965,-2.274,0.8944,-6.59,-4.24,7.538,-9.104,-8.262,1.545,-13.18,-15.66,-10.33,-18.88,-26.28,-26.66,0.481,0.4408,0.4406,1.24e-10,1.285e-10,1.285e-10,0.2199,0.1903,0.1903,1.104e-10,1.198e-10,1.198e-10,1.0,2.0,0.2385,0.3987,3.824e-11,3.826e-11,0.1774,0.02525,2.848e-11,5.427e-11,0.4334,0.1733,4.887e-11,5.424e-11,0.0134,9.909e-12,0.0,0.0,0.01306,0.0,1.305e-12,-0.1935,-0.2356,0.0004667,9.648e-12,7.888e-12,-0.2003,0.0,-0.2467,0.001428,1.412e-13,0.0,0.0,0.0,1.347e-05,2.737e-13,0.0,0.0
5.12e-06,0.001173,2.666e-09,345.0,3.110000000000001e-13,1057.0,-0.01971,-6.83,-13.56,-6.575,-1.039,4.607,-9.088,-2.569,4.33,-13.18,-7.855,-1.569,-18.9,-16.61,-13.1,0.3721,0.374,0.3737,1.307e-10,1.335e-10,1.335e-10,0.2332,0.1348,0.1266,1.25e-10,1.312e-10,1.312e-10,2.0,2.0,0.299,0.3854,4.776e-11,4.776e-11,0.1264,-0.3237,3.668e-11,5.832e-11,0.3862,0.1257,5.375e-11,5.831e-11,0.1746,2.031e-11,0.0,0.0,0.1707,0.0,4.344e-12,-0.06026,-0.3457,0.05277,2.024e-11,1.829e-11,-0.5464,0.0,-0.2812,0.003538,3.165e-13,0.0,0.0,0.0,0.009231,5.733e-13,0.0,0.0
2.82e-06,0.0008732999999999,1.783e-09,684.2,9.209e-13,918.1,-0.01972,-1.69,-2.12,-6.58,-0.8882,7.008,-9.078,-3.483,4.424,-13.15,-8.113,-0.4822,-18.86,-15.41,-8.798,0.225,0.4127,0.3582,1.116e-10,1.163e-10,1.16e-10,0.3341,0.2841,0.282,9.509e-11,1.008e-10,1.004e-10,2.0,2.0,0.1208,0.2359,3.699e-11,3.981e-11,0.3975,0.3369,3.857e-11,4.565e-11,0.2918,0.3519,4.601e-11,4.521e-11,0.0,0.0,1.005e-11,7.407e-12,0.07079,0.1444,6.714e-12,-0.1249,0.01684,0.1273,1.071e-11,0.0,-0.3114,0.0,-0.2835,0.001099,1.177e-13,0.0,0.0,0.0,0.0001439,7.262e-15,0.0,0.0
9.65e-06,0.002096,2.616e-09,405.9,1.391e-13,1116.0,-0.01957,-19.33,-24.6,-6.601,-21.95,-16.16,-9.111,-26.47,-20.3,-13.17,-34.85,-34.88,-18.86,-45.88,-51.63,0.03305,0.08972,0.08091,1.258e-10,1.308e-10,1.308e-10,-0.02726,0.0539,0.04216,1.211e-10,1.279e-10,1.279e-10,1.0,2.0,-0.02219,0.04814,2.974e-11,0.0,0.0,-0.06354,0.0,5.987e-11,0.04915,0.04208,5.663e-11,5.967e-11,0.0,0.0,1.11e-12,-1.526e-11,4.935e-05,0.001015,1.587e-13,-0.05523,-0.07722,0.0001611,4.874e-13,0.0,-0.0553,0.0,-0.03821,8.41e-05,1.507e-13,0.0,0.0,0.0,0.0002467,4.821e-13,0.0,0.0
9.894e-06,0.002224,2.2610000000000004e-09,1495.0,3.777e-13,1098.0,-0.01992,-32.14,-27.51,-6.609,-47.35,-37.29,-9.11,-52.5,-47.98,-13.17,-60.31,-61.72,-18.86,-69.43,-76.85,0.01647,0.06327,0.05179,8.077e-11,9.773e-11,9.771e-11,-0.0001422,0.0002864,0.0002631,8.425e-12,4.678e-11,4.654e-11,1.0,2.0,-0.04084,0.009174,5.061e-13,0.0,0.0,-0.0004479,0.0,2.195e-11,0.009177,2.098e-06,2.273e-11,1.382e-11,0.0,0.0,0.0,0.0,9.645e-05,0.0,6.995e-13,-0.04501,-0.0004081,1.367e-06,1.493e-13,0.0,-0.0002704,0.0,-0.03129,4.602e-05,1.203e-13,0.0,0.0,0.0,3.89e-07,1.384e-13,0.0,0.0
2.343e-06,0.001435,1.046e-09,33.92,6.595000000000002e-13,647.5,-0.01975,-24.7,-49.45,-6.579,-22.03,-37.59,-9.069,-21.64,-34.34,-13.13,-21.05,-29.08,-18.82,-20.64,-22.65,0.2912,0.428,0.3928,1.299e-10,1.322e-10,1.319e-10,0.02074,0.02357,0.02353,1.322e-10,1.344e-10,1.339e-10,2.0,2.0,0.1508,0.2862,6.575e-11,6.581e-11,0.02556,0.03241,6.555e-11,5.775e-11,0.3406,0.02508,5.571e-11,5.767e-11,0.131,1.856e-11,3.205e-11,3.197e-11,0.1289,0.03646,3.179e-11,-0.07434,0.013,0.03558,1.853e-11,1.628e-11,0.02273,0.0494,-0.2164,0.0001563,1.903e-14,0.0,1.486e-11,0.0,0.04813,1.525e-11,0.0,1.528e-11
9.045e-06,0.001097,4.476e-10,18.1,5.422000000000002e-13,21.71,-0.01964,-15.45,-30.95,-6.589,-21.54,-36.59,-9.096,-23.21,-37.5,-13.17,-26.31,-39.69,-18.87,-31.66,-44.64,0.06077,0.4742,0.4655,5.987e-11,8.286e-11,8.274e-11,0.06347,0.07804,0.07775,6.152e-11,8.381e-11,8.37e-11,2.0,2.0,-0.4694,0.0006368,3.679e-13,0.0,0.0,-0.01042,0.0,0.0,0.0,0.0003804,0.0,1.502e-13,0.0,0.0,0.0,0.0,0.001429,0.0,4.257e-13,-0.3555,-0.01666,0.0008882,1.901e-13,0.0,-0.02958,0.0,-0.373,0.001855,2.933e-13,0.0,0.0,0.0,0.0002456,1.622e-13,0.0,0.0
9.532999999999998e-06,0.001784,1.073e-09,881.9,6.556000000000001e-15,556.4,-0.01954,-42.67,-37.36,-6.604,-35.72,-31.8,-9.11,-35.74,-34.4,-13.17,-38.97,-42.09,-18.86,-44.9,-53.58,-0.03794,0.09451,0.09027,6.407e-11,8.603e-11,8.588e-11,-0.0002149,0.00235,0.001994,4.503e-11,6.983e-11,6.969e-11,1.0,2.0,-0.1219,3.382e-05,2.554e-13,0.0,0.0,-0.004045,0.0,0.0,0.0,1.013e-05,0.0,2.472e-14,0.0,0.0,0.0,0.0,0.0002364,0.0,6.734e-13,-0.1081,-0.003657,3.619e-05,5.405e-13,0.0,-0.002966,0.0,-0.0802,0.000598,9.407e-13,0.0,0.0,0.0,4.28e-06,5.876e-13,0.0,0.0
6.179e-06,0.001414,1.488e-09,1261.0,2.7500000000000004e-13,189.0,-0.01962,-43.83,-32.32,-6.589,-49.16,-36.81,-9.098,-51.33,-40.48,-13.17,-55.7,-49.31,-18.88,-61.86,-61.15,0.2195,0.4477,0.4049,1.013e-10,1.134e-10,1.134e-10,-5.973e-05,0.004212,0.003505,7.584e-11,9.463e-11,9.454e-11,1.0,2.0,0.1364,0.209,3.404e-13,0.0,0.0,-0.002423,0.0,3.405e-11,0.2202,2.972e-05,2.355e-11,3.404e-11,0.0,0.0,0.0,0.0,0.006914,0.0,3.802e-13,-0.2275,-0.003196,1.73e-05,1.272e-12,0.0,-0.002678,0.0,-0.2035,0.0008788,1.339e-13,0.0,0.0,0.0,1.053e-05,2.882e-13,0.0,0.0
5.151e-06,0.001089,1.15e-09,193.8,8.097000000000002e-14,575.0,-0.01971,-7.809,-15.62,-6.578,-11.76,-16.99,-9.069,-10.79,-12.59,-13.15,-11.77,-10.36,-18.89,-18.59,-17.96,0.1878,0.3013,0.2659,1.223e-10,1.283e-10,1.283e-10,0.05037,0.1786,0.1106,1.33e-10,1.359e-10,1.359e-10,2.0,2.0,0.2424,0.274,6.4e-11,6.402e-11,0.1429,-0.01436,6.12e-11,5.526e-11,0.2829,0.1201,5.052e-11,5.526e-11,0.2081,2.33e-11,2.476e-11,2.199e-11,0.2034,0.1153,2.476e-11,0.09688,0.03123,0.1147,2.252e-11,2.179e-11,-0.11,0.0,-0.2048,0.0007805,2.753e-13,0.0,0.0,0.0,0.002133,1.294e-12,0.0,0.0
4.461e-06,0.001034,2.904e-09,1253.0,9.050000000000001e-13,540.2,-0.01967,-32.98,-25.89,-6.583,-38.93,-25.66,-9.085,-41.67,-29.31,-13.16,-46.44,-36.71,-18.88,-53.45,-48.21,0.4569,0.5922,0.5827,1.261e-10,1.283e-10,1.283e-10,0.01629,0.0219,0.02188,1.192e-10,1.234e-10,1.234e-10,1.0,2.0,0.2676,0.4386,5.251e-11,5.353e-11,0.0185,0.00604,5.236e-11,5.548e-11,0.4997,0.01724,5.445e-11,5.537e-11,0.1432,1.598e-11,1.349e-11,1.025e-11,0.1421,0.002815,1.156e-11,-0.1393,-0.01197,0.002708,1.565e-11,1.423e-11,-0.01455,0.0,-0.3151,0.00108,9.512e-14,0.0,0.0,0.0,3.573e-05,1.915e-13,0.0,0.0
2.422e-06,0.0008847,2.294e-09,769.7,1.0340000000000003e-13,1387.0,-0.01973,-5.788,-8.9,-6.577,-5.725,-1.222,-9.07,-6.578,0.3703,-13.14,-10.34,-2.446,-18.85,-16.94,-9.217,0.2448,0.2716,0.2653,1.411e-10,1.415e-10,1.415e-10,0.04886,0.1587,0.1508,1.421e-10,1.419e-10,1.419e-10,1.0,2.0,0.2736,0.2635,6.627e-11,6.627e-11,0.154,0.1333,6.352e-11,6.862e-11,0.2645,0.1492,6.768e-11,6.862e-11,0.2697,3.18e-11,2.661e-11,2.295e-11,0.2599,0.1526,2.66e-11,0.1733,-0.004985,0.1523,3.179e-11,3.083e-11,0.004774,0.08156,0.01553,0.1327,1.326e-11,1.326e-11,4.8e-12,1.205e-11,0.07862,6.706e-12,0.1345,6.706e-12
9.844e-06,0.002134,1.864e-09,1060.0,6.884000000000002e-13,1108.0,-0.01954,-54.28,-51.15,-6.605,-53.96,-43.16,-9.112,-58.21,-52.88,-13.17,-63.91,-64.46,-18.86,-70.37,-76.88,-0.006774,0.06078,0.05058,6.248e-11,7.573e-11,7.518e-11,-0.0002961,0.0,7.57e-07,0.0,0.0,1.093e-12,1.0,2.0,-0.08039,0.0007174,1.345e-13,0.0,0.0,-0.0002711,0.0,0.0,0.0,9.982e-08,0.0,3.862e-12,0.0,0.0,0.0,0.0,8.668e-05,0.0,2.887e-13,-0.07109,-0.0001892,2.222e-07,1.544e-13,0.0,-0.0001074,0.0,-0.04844,9.892e-05,1.317e-13,0.0,0.0,0.0,3.583e-07,1.193e-13,0.0,0.0
8.582e-06,0.001006,5.659e-10,496.2,6.403e-13,389.3,-0.01961,2.205,4.933,-6.606,0.7917,9.66,-9.12,-5.254,0.1801,-13.18,-14.49,-14.34,-18.87,-25.9,-31.61,0.6086,0.7392,0.7389,1.345e-10,1.357e-10,1.357e-10,0.5785,0.8055,0.8028,1.034e-10,1.141e-10,1.141e-10,2.0,2.0,0.03898,0.3801,2.901e-11,2.92e-11,0.1427,-0.006855,1.93e-11,5.54e-11,0.3833,0.1413,5.068e-11,5.533e-11,0.0,0.0,0.0,0.0,0.0008627,0.0,5.849e-13,-0.3383,-0.332,0.007892,1.6e-13,0.0,-0.4408,0.0,-0.3025,0.000435,9.063e-14,0.0,0.0,0.0,0.00214,2.839e-13,0.0,0.0
8.183999999999998e-06,0.001788,5.013e-10,427.7,2.055e-13,1188.0,-0.01962,-13.66,-19.03,-6.595,-13.13,-5.427,-9.111,-17.42,-10.58,-13.17,-25.68,-24.48,-18.87,-36.79,-41.64,0.1892,0.2072,0.2072,1.239e-10,1.289e-10,1.289e-10,-0.4772,0.0864,0.0407,1.023e-10,1.163e-10,1.163e-10,1.0,2.0,0.04392,0.1755,1.923e-11,1.476e-11,0.04123,-0.3497,-8.167e-13,5.593e-11,0.1817,0.02682,5.034e-11,5.586e-11,0.0,0.0,0.0,0.0,4.289e-05,0.0,1.514e-12,-0.1509,-0.3167,0.006753,1.336e-13,0.0,-0.2146,0.0,-0.1078,0.0002245,2.962e-13,3.891e-13,0.0,-9.52e-12,0.002929,4.219e-13,0.001237,0.0
6.357e-06,0.001013,1.189e-09,1196.0,1.192e-13,917.5,-0.01962,-34.36,-30.36,-6.589,-45.33,-34.84,-9.098,-50.17,-39.37,-13.17,-54.97,-48.8,-18.88,-60.72,-60.45,0.2656,0.3815,0.3691,1.337e-10,1.362e-10,1.362e-10,0.007375,0.008986,0.008983,1.232e-10,1.286e-10,1.286e-10,1.0,2.0,0.2684,0.3536,5.704e-11,5.704e-11,0.007427,0.005544,5.409e-11,6.194e-11,0.3561,0.00742,5.909e-11,6.192e-11,0.1917,2.484e-11,1.19e-11,7.996e-12,0.1894,0.000394,1.181e-11,0.06455,-0.004719,0.0003715,2.48e-11,2.197e-11,-0.004688,0.0,-0.232,0.0013,1.45e-13,0.0,0.0,0.0,8.016e-07,1.708e-14,0.0,0.0
5.863999999999999e-06,0.002363,3.813e-10,758.1,6.991e-14,1048.0,-0.01963,-43.19,-43.43,-6.588,-39.78,-35.07,-9.095,-41.19,-32.73,-13.17,-46.5,-39.86,-18.88,-55.27,-54.5,0.01183,0.04223,0.03682,1.302e-10,1.337e-10,1.337e-10,-0.0003162,0.001544,0.001323,1.09e-10,1.185e-10,1.185e-10,1.0,2.0,0.0001941,0.02844,3.696e-11,3.728e-11,0.0005881,-0.0008425,2.363e-11,5.97e-11,0.03207,0.0005833,5.672e-11,5.952e-11,0.01266,1.98e-11,0.0,0.0,0.01234,0.0,6.318e-13,-0.02242,-0.001268,2.76e-06,1.98e-11,1.723e-11,-0.0009932,0.0,-0.02703,0.0001539,1.415e-13,0.0,0.0,0.0,2.838e-06,7.307e-14,0.0,0.0
7.905e-06,0.0005872999999999,2.512e-09,1036.0,9.275e-13,227.6,-0.01957,4.166,13.47,-6.603,-2.064,9.037,-9.115,-7.416,0.1984,-13.18,-16.02,-13.54,-18.87,-27.12,-30.4,0.4695,0.7499,0.6913,1.293e-10,1.33e-10,1.33e-10,0.5534,0.6277,0.6265,1.358e-10,1.368e-10,1.367e-10,1.0,2.0,-0.005181,0.3493,5.229e-11,5.23e-11,0.1724,-0.06088,4.503e-11,4.988e-11,0.3499,0.1713,4.191e-11,4.967e-11,0.0,0.0,0.0,0.0,0.001461,0.0,3.394e-14,-0.3239,-0.3264,8.535e-05,6.921e-13,0.0,-0.2616,0.0,-0.2906,0.001424,3.621e-13,0.0,0.0,0.0,0.002097,7.102e-13,0.0,0.0
4.306e-06,0.001697,2.372e-09,1375.0,8.228e-13,915.6,-0.01967,-50.87,-45.43,-6.583,-58.3,-44.46,-9.084,-56.98,-44.15,-13.16,-56.75,-46.7,-18.88,-59.32,-53.89,0.213,0.3096,0.3077,1.166e-10,1.197e-10,1.197e-10,0.001501,0.002008,0.00187,1.189e-10,1.224e-10,1.219e-10,1.0,2.0,0.1296,0.2263,4.838e-11,4.873e-11,0.001709,0.0006618,4.641e-11,4.806e-11,0.2594,0.001403,4.735e-11,4.8e-11,0.0,0.0,7.047e-12,5.238e-12,0.01303,0.0002973,7.038e-12,-0.1233,-0.0004552,0.0002799,4.864e-12,0.0,-0.001416,0.0,-0.1959,0.001962,2.971e-13,0.0,0.0,0.0,2.165e-06,3.58e-14,0.0,0.0
2.135e-06,0.002326,2.737e-09,593.6,5.144e-13,338.8,-0.01972,-22.55,-21.29,-6.58,-27.42,-22.35,-9.072,-29.76,-24.2,-13.13,-33.76,-27.67,-18.83,-39.47,-32.25,0.1011,0.236,0.2012,1.285e-10,1.326e-10,1.326e-10,0.2685,0.2837,0.2837,1.419e-10,1.419e-10,1.418e-10,1.0,2.0,0.02916,0.1318,7.012e-11,7.013e-11,0.2681,0.1591,6.984e-11,5.654e-11,0.1599,0.2424,5.153e-11,5.654e-11,0.06219,1.733e-11,3.169e-11,2.984e-11,0.05798,0.1807,3.165e-11,-0.04108,0.01669,0.1673,1.724e-11,1.347e-11,-0.06189,0.041,-0.09308,0.0007014,1.536e-13,0.0,5.827e-12,0.0,0.04033,8.848e-12,0.0,8.849e-12
